condition,Answer.condition,rating,text,response,sentence,version,Answer.time_in_minutes,adjective,workerid,trial_type,trial
friends,condition 2,1,The blueberry lavender scone was ,0,... good.,f,15.685933333333333,good,0,trial,7
friends,condition 2,1,The blueberry lavender scone was ,0,... amazing.,f,15.685933333333333,amazing,0,trial,7
friends,condition 2,1,The blueberry lavender scone was ,0.26,,f,15.685933333333333,other,0,trial,7
friends,condition 2,5,The croissants were ,0,... terrible.,f,15.685933333333333,terrible,0,trial,8
friends,condition 2,5,The croissants were ,0,... bad.,f,15.685933333333333,bad,0,trial,8
friends,condition 2,5,The croissants were ,0,... okay.,f,15.685933333333333,okay,0,trial,8
friends,condition 2,5,The croissants were ,0.08,... good.,f,15.685933333333333,good,0,trial,8
friends,condition 2,5,The croissants were ,0.22999999999999998,... amazing.,f,15.685933333333333,amazing,0,trial,8
friends,condition 2,5,The croissants were ,0.69,,f,15.685933333333333,other,0,trial,8
friends,condition 2,5,The lemon loaf was ,0,... terrible.,f,15.685933333333333,terrible,0,trial,9
friends,condition 2,5,The lemon loaf was ,0,... bad.,f,15.685933333333333,bad,0,trial,9
friends,condition 2,5,The lemon loaf was ,0,... okay.,f,15.685933333333333,okay,0,trial,9
friends,condition 2,5,The lemon loaf was ,0.36,... good.,f,15.685933333333333,good,0,trial,9
friends,condition 2,5,The lemon loaf was ,0.08,... amazing.,f,15.685933333333333,amazing,0,trial,9
friends,condition 2,5,The lemon loaf was ,0.5599999999999999,,f,15.685933333333333,other,0,trial,9
friends,condition 2,4,The carrot cake was ,0,... terrible.,f,15.685933333333333,terrible,0,trial,10
friends,condition 2,4,The carrot cake was ,0,... bad.,f,15.685933333333333,bad,0,trial,10
friends,condition 2,4,The carrot cake was ,0,... okay.,f,15.685933333333333,okay,0,trial,10
friends,condition 2,4,The carrot cake was ,0.77,... good.,f,15.685933333333333,good,0,trial,10
friends,condition 2,4,The carrot cake was ,0,... amazing.,f,15.685933333333333,amazing,0,trial,10
friends,condition 2,4,The carrot cake was ,0.22999999999999998,,f,15.685933333333333,other,0,trial,10
friends,condition 2,2,The cherry pie was ,0,... terrible.,f,15.685933333333333,terrible,0,trial,11
friends,condition 2,2,The cherry pie was ,0,... bad.,f,15.685933333333333,bad,0,trial,11
friends,condition 2,2,The cherry pie was ,0.45,... okay.,f,15.685933333333333,okay,0,trial,11
friends,condition 2,2,The cherry pie was ,0,... good.,f,15.685933333333333,good,0,trial,11
friends,condition 2,2,The cherry pie was ,0,... amazing.,f,15.685933333333333,amazing,0,trial,11
friends,condition 2,2,The cherry pie was ,0.55,,f,15.685933333333333,other,0,trial,11
friends,condition 2,1,The apple pie was ,0,... terrible.,f,15.685933333333333,terrible,0,trial,12
friends,condition 2,1,The apple pie was ,0,... bad.,f,15.685933333333333,bad,0,trial,12
friends,condition 2,1,The apple pie was ,0.45,... okay.,f,15.685933333333333,okay,0,trial,12
friends,condition 2,1,The apple pie was ,0,... good.,f,15.685933333333333,good,0,trial,12
friends,condition 2,1,The apple pie was ,0,... amazing.,f,15.685933333333333,amazing,0,trial,12
friends,condition 2,1,The apple pie was ,0.55,,f,15.685933333333333,other,0,trial,12
friends,condition 1,4,,0,... terrible.,m,3.3916,terrible,1,practice,-1
friends,condition 1,4,,0,... bad.,m,3.3916,bad,1,practice,-1
friends,condition 1,4,,0.07,... okay.,m,3.3916,okay,1,practice,-1
friends,condition 1,4,,0.81,... good.,m,3.3916,good,1,practice,-1
friends,condition 1,4,,0.11999999999999988,... amazing.,m,3.3916,amazing,1,practice,-1
friends,condition 1,4,,0,,m,3.3916,other,1,practice,-1
friends,condition 1,3,The lemon loaf was ,0,... terrible.,m,3.3916,terrible,1,trial,1
friends,condition 1,3,The lemon loaf was ,0.08,... bad.,m,3.3916,bad,1,trial,1
friends,condition 1,3,The lemon loaf was ,0.72,... okay.,m,3.3916,okay,1,trial,1
friends,condition 1,3,The lemon loaf was ,0.16,... good.,m,3.3916,good,1,trial,1
friends,condition 1,3,The lemon loaf was ,0.04,... amazing.,m,3.3916,amazing,1,trial,1
friends,condition 1,3,The lemon loaf was ,0,,m,3.3916,other,1,trial,1
friends,condition 1,1,The donuts were ,0,... terrible.,m,3.3916,terrible,1,trial,2
friends,condition 1,1,The donuts were ,0.29,... bad.,m,3.3916,bad,1,trial,2
friends,condition 1,1,The donuts were ,0.12,... okay.,m,3.3916,okay,1,trial,2
friends,condition 1,1,The donuts were ,0,... good.,m,3.3916,good,1,trial,2
friends,condition 1,1,The donuts were ,0,... amazing.,m,3.3916,amazing,1,trial,2
friends,condition 1,1,The donuts were ,0.5900000000000001,,m,3.3916,other,1,trial,2
friends,condition 1,5,The cinnamon rolls were ,0,... terrible.,m,3.3916,terrible,1,trial,3
friends,condition 1,5,The cinnamon rolls were ,0,... bad.,m,3.3916,bad,1,trial,3
friends,condition 1,5,The cinnamon rolls were ,0,... okay.,m,3.3916,okay,1,trial,3
friends,condition 1,5,The cinnamon rolls were ,0.39,... good.,m,3.3916,good,1,trial,3
friends,condition 1,5,The cinnamon rolls were ,0.6099999999999999,... amazing.,m,3.3916,amazing,1,trial,3
friends,condition 1,5,The cinnamon rolls were ,0,,m,3.3916,other,1,trial,3
friends,condition 1,6,The cherry pie was ,0,... terrible.,m,3.3916,terrible,1,trial,4
friends,condition 1,6,The cherry pie was ,0,... bad.,m,3.3916,bad,1,trial,4
friends,condition 1,6,The cherry pie was ,0,... okay.,m,3.3916,okay,1,trial,4
friends,condition 1,6,The cherry pie was ,0.16,... good.,m,3.3916,good,1,trial,4
friends,condition 1,6,The cherry pie was ,0.8400000000000001,... amazing.,m,3.3916,amazing,1,trial,4
friends,condition 1,6,The cherry pie was ,1.1102230246251565e-16,,m,3.3916,other,1,trial,4
friends,condition 1,4,The cheesecake was ,0,... terrible.,m,3.3916,terrible,1,trial,5
friends,condition 1,4,The cheesecake was ,0,... bad.,m,3.3916,bad,1,trial,5
friends,condition 1,4,The cheesecake was ,0.15,... okay.,m,3.3916,okay,1,trial,5
friends,condition 1,4,The cheesecake was ,0.43999999999999995,... good.,m,3.3916,good,1,trial,5
friends,condition 1,4,The cheesecake was ,0.32,... amazing.,m,3.3916,amazing,1,trial,5
friends,condition 1,4,The cheesecake was ,0.09,,m,3.3916,other,1,trial,5
friends,condition 1,3,The croissants were ,0,... terrible.,m,3.3916,terrible,1,trial,6
friends,condition 1,3,The croissants were ,0,... bad.,m,3.3916,bad,1,trial,6
friends,condition 1,3,The croissants were ,0.33,... okay.,m,3.3916,okay,1,trial,6
friends,condition 1,3,The croissants were ,0.37,... good.,m,3.3916,good,1,trial,6
friends,condition 1,3,The croissants were ,0.13,... amazing.,m,3.3916,amazing,1,trial,6
friends,condition 1,3,The croissants were ,0.17000000000000015,,m,3.3916,other,1,trial,6
friends,condition 1,4,The red velvet cake was ,0,... terrible.,m,3.3916,terrible,1,trial,7
friends,condition 1,4,The red velvet cake was ,0,... bad.,m,3.3916,bad,1,trial,7
friends,condition 1,4,The red velvet cake was ,0.12,... okay.,m,3.3916,okay,1,trial,7
friends,condition 1,4,The red velvet cake was ,0.47,... good.,m,3.3916,good,1,trial,7
friends,condition 1,4,The red velvet cake was ,0.15,... amazing.,m,3.3916,amazing,1,trial,7
friends,condition 1,4,The red velvet cake was ,0.2599999999999999,,m,3.3916,other,1,trial,7
friends,condition 1,1,The chocolate chip cookies were ,0,... terrible.,m,3.3916,terrible,1,trial,8
friends,condition 1,1,The chocolate chip cookies were ,0.32,... bad.,m,3.3916,bad,1,trial,8
friends,condition 1,1,The chocolate chip cookies were ,0.35,... okay.,m,3.3916,okay,1,trial,8
friends,condition 1,1,The chocolate chip cookies were ,0,... good.,m,3.3916,good,1,trial,8
friends,condition 1,1,The chocolate chip cookies were ,0,... amazing.,m,3.3916,amazing,1,trial,8
friends,condition 1,1,The chocolate chip cookies were ,0.32999999999999996,,m,3.3916,other,1,trial,8
friends,condition 1,6,The chocolate cake was ,0,... terrible.,m,3.3916,terrible,1,trial,9
friends,condition 1,6,The chocolate cake was ,0,... bad.,m,3.3916,bad,1,trial,9
friends,condition 1,6,The chocolate cake was ,0,... okay.,m,3.3916,okay,1,trial,9
friends,condition 1,6,The chocolate cake was ,0.18,... good.,m,3.3916,good,1,trial,9
friends,condition 1,6,The chocolate cake was ,0.72,... amazing.,m,3.3916,amazing,1,trial,9
friends,condition 1,6,The chocolate cake was ,0.10000000000000009,,m,3.3916,other,1,trial,9
friends,condition 1,5,The apple pie was ,0,... terrible.,m,3.3916,terrible,1,trial,10
friends,condition 1,5,The apple pie was ,0,... bad.,m,3.3916,bad,1,trial,10
friends,condition 1,5,The apple pie was ,0.07,... okay.,m,3.3916,okay,1,trial,10
friends,condition 1,5,The apple pie was ,0.25,... good.,m,3.3916,good,1,trial,10
friends,condition 1,5,The apple pie was ,0.52,... amazing.,m,3.3916,amazing,1,trial,10
friends,condition 1,5,The apple pie was ,0.15999999999999992,,m,3.3916,other,1,trial,10
friends,condition 1,2,The bear claw was ,0,... terrible.,m,3.3916,terrible,1,trial,11
friends,condition 1,2,The bear claw was ,0.14,... bad.,m,3.3916,bad,1,trial,11
friends,condition 1,2,The bear claw was ,0.54,... okay.,m,3.3916,okay,1,trial,11
friends,condition 1,2,The bear claw was ,0,... good.,m,3.3916,good,1,trial,11
friends,condition 1,2,The bear claw was ,0,... amazing.,m,3.3916,amazing,1,trial,11
friends,condition 1,2,The bear claw was ,0.32,,m,3.3916,other,1,trial,11
friends,condition 1,2,The pecan pie was ,0,... terrible.,m,3.3916,terrible,1,trial,12
friends,condition 1,2,The pecan pie was ,0.08,... bad.,m,3.3916,bad,1,trial,12
friends,condition 1,2,The pecan pie was ,0.6200000000000001,... okay.,m,3.3916,okay,1,trial,12
friends,condition 1,2,The pecan pie was ,0,... good.,m,3.3916,good,1,trial,12
friends,condition 1,2,The pecan pie was ,0,... amazing.,m,3.3916,amazing,1,trial,12
friends,condition 1,2,The pecan pie was ,0.3,,m,3.3916,other,1,trial,12
friends,condition 1,4,,0,... terrible.,m,11.397783333333333,terrible,2,practice,-1
friends,condition 1,4,,0,... bad.,m,11.397783333333333,bad,2,practice,-1
friends,condition 1,4,,0.24,... okay.,m,11.397783333333333,okay,2,practice,-1
friends,condition 1,4,,0.65,... good.,m,11.397783333333333,good,2,practice,-1
friends,condition 1,4,,0,... amazing.,m,11.397783333333333,amazing,2,practice,-1
friends,condition 1,4,,0.1100000000000001,,m,11.397783333333333,other,2,practice,-1
friends,condition 1,1,The chocolate cake was ,0.66,... terrible.,m,11.397783333333333,terrible,2,trial,1
friends,condition 1,1,The chocolate cake was ,0.33999999999999997,... bad.,m,11.397783333333333,bad,2,trial,1
friends,condition 1,1,The chocolate cake was ,0,... okay.,m,11.397783333333333,okay,2,trial,1
friends,condition 1,1,The chocolate cake was ,0,... good.,m,11.397783333333333,good,2,trial,1
friends,condition 1,1,The chocolate cake was ,0,... amazing.,m,11.397783333333333,amazing,2,trial,1
friends,condition 1,1,The chocolate cake was ,0,,m,11.397783333333333,other,2,trial,1
friends,condition 1,1,The donuts were ,0.65,... terrible.,m,11.397783333333333,terrible,2,trial,2
friends,condition 1,1,The donuts were ,0.35,... bad.,m,11.397783333333333,bad,2,trial,2
friends,condition 1,1,The donuts were ,0,... okay.,m,11.397783333333333,okay,2,trial,2
friends,condition 1,1,The donuts were ,0,... good.,m,11.397783333333333,good,2,trial,2
friends,condition 1,1,The donuts were ,0,... amazing.,m,11.397783333333333,amazing,2,trial,2
friends,condition 1,1,The donuts were ,0,,m,11.397783333333333,other,2,trial,2
friends,condition 1,6,The cinnamon rolls were ,0,... terrible.,m,11.397783333333333,terrible,2,trial,3
friends,condition 1,6,The cinnamon rolls were ,0,... bad.,m,11.397783333333333,bad,2,trial,3
friends,condition 1,6,The cinnamon rolls were ,0,... okay.,m,11.397783333333333,okay,2,trial,3
friends,condition 1,6,The cinnamon rolls were ,0,... good.,m,11.397783333333333,good,2,trial,3
friends,condition 1,6,The cinnamon rolls were ,0.77,... amazing.,m,11.397783333333333,amazing,2,trial,3
friends,condition 1,6,The cinnamon rolls were ,0.22999999999999998,,m,11.397783333333333,other,2,trial,3
friends,condition 1,2,The chocolate chip cookies were ,0.59,... terrible.,m,11.397783333333333,terrible,2,trial,4
friends,condition 1,2,The chocolate chip cookies were ,0.4099999999999999,... bad.,m,11.397783333333333,bad,2,trial,4
friends,condition 1,2,The chocolate chip cookies were ,0,... okay.,m,11.397783333333333,okay,2,trial,4
friends,condition 1,2,The chocolate chip cookies were ,0,... good.,m,11.397783333333333,good,2,trial,4
friends,condition 1,2,The chocolate chip cookies were ,0,... amazing.,m,11.397783333333333,amazing,2,trial,4
friends,condition 1,2,The chocolate chip cookies were ,0,,m,11.397783333333333,other,2,trial,4
friends,condition 1,3,The bear claw was ,0.15,... terrible.,m,11.397783333333333,terrible,2,trial,5
friends,condition 1,3,The bear claw was ,0.28,... bad.,m,11.397783333333333,bad,2,trial,5
friends,condition 1,3,The bear claw was ,0.17,... okay.,m,11.397783333333333,okay,2,trial,5
friends,condition 1,3,The bear claw was ,0,... good.,m,11.397783333333333,good,2,trial,5
friends,condition 1,3,The bear claw was ,0,... amazing.,m,11.397783333333333,amazing,2,trial,5
friends,condition 1,3,The bear claw was ,0.3999999999999998,,m,11.397783333333333,other,2,trial,5
friends,condition 1,6,The carrot cake was ,2.220446049250313e-16,... terrible.,m,11.397783333333333,terrible,2,trial,6
friends,condition 1,6,The carrot cake was ,-2.220446049250313e-16,... bad.,m,11.397783333333333,bad,2,trial,6
friends,condition 1,6,The carrot cake was ,2.220446049250313e-16,... okay.,m,11.397783333333333,okay,2,trial,6
friends,condition 1,6,The carrot cake was ,0,... good.,m,11.397783333333333,good,2,trial,6
friends,condition 1,6,The carrot cake was ,0.55,... amazing.,m,11.397783333333333,amazing,2,trial,6
friends,condition 1,6,The carrot cake was ,0.4499999999999996,,m,11.397783333333333,other,2,trial,6
friends,condition 1,2,The pecan pie was ,0,... terrible.,m,11.397783333333333,terrible,2,trial,7
friends,condition 1,2,The pecan pie was ,0,... bad.,m,11.397783333333333,bad,2,trial,7
friends,condition 1,2,The pecan pie was ,0,... okay.,m,11.397783333333333,okay,2,trial,7
friends,condition 1,2,The pecan pie was ,0,... good.,m,11.397783333333333,good,2,trial,7
friends,condition 1,2,The pecan pie was ,0.26,... amazing.,m,11.397783333333333,amazing,2,trial,7
friends,condition 1,2,The pecan pie was ,0.74,,m,11.397783333333333,other,2,trial,7
friends,condition 1,4,The cheesecake was ,0,... terrible.,m,11.397783333333333,terrible,2,trial,8
friends,condition 1,4,The cheesecake was ,0,... bad.,m,11.397783333333333,bad,2,trial,8
friends,condition 1,4,The cheesecake was ,0,... okay.,m,11.397783333333333,okay,2,trial,8
friends,condition 1,4,The cheesecake was ,0.72,... good.,m,11.397783333333333,good,2,trial,8
friends,condition 1,4,The cheesecake was ,0,... amazing.,m,11.397783333333333,amazing,2,trial,8
friends,condition 1,4,The cheesecake was ,0.28,,m,11.397783333333333,other,2,trial,8
friends,condition 1,3,The croissants were ,0,... terrible.,m,11.397783333333333,terrible,2,trial,9
friends,condition 1,3,The croissants were ,0,... bad.,m,11.397783333333333,bad,2,trial,9
friends,condition 1,3,The croissants were ,0,... okay.,m,11.397783333333333,okay,2,trial,9
friends,condition 1,3,The croissants were ,0.29000000000000015,... good.,m,11.397783333333333,good,2,trial,9
friends,condition 1,3,The croissants were ,0,... amazing.,m,11.397783333333333,amazing,2,trial,9
friends,condition 1,3,The croissants were ,0.71,,m,11.397783333333333,other,2,trial,9
friends,condition 1,5,The cherry pie was ,0,... terrible.,m,11.397783333333333,terrible,2,trial,10
friends,condition 1,5,The cherry pie was ,0,... bad.,m,11.397783333333333,bad,2,trial,10
friends,condition 1,5,The cherry pie was ,0,... okay.,m,11.397783333333333,okay,2,trial,10
friends,condition 1,5,The cherry pie was ,0,... good.,m,11.397783333333333,good,2,trial,10
friends,condition 1,5,The cherry pie was ,0.58,... amazing.,m,11.397783333333333,amazing,2,trial,10
friends,condition 1,5,The cherry pie was ,0.41999999999999993,,m,11.397783333333333,other,2,trial,10
friends,condition 1,5,The blueberry lavender scone was ,0,... terrible.,m,11.397783333333333,terrible,2,trial,11
friends,condition 1,5,The blueberry lavender scone was ,0,... bad.,m,11.397783333333333,bad,2,trial,11
friends,condition 1,5,The blueberry lavender scone was ,0,... okay.,m,11.397783333333333,okay,2,trial,11
friends,condition 1,5,The blueberry lavender scone was ,0,... good.,m,11.397783333333333,good,2,trial,11
friends,condition 1,5,The blueberry lavender scone was ,0.38,... amazing.,m,11.397783333333333,amazing,2,trial,11
friends,condition 1,5,The blueberry lavender scone was ,0.6199999999999999,,m,11.397783333333333,other,2,trial,11
friends,condition 1,4,The lemon loaf was ,0,... terrible.,m,11.397783333333333,terrible,2,trial,12
friends,condition 1,4,The lemon loaf was ,0,... bad.,m,11.397783333333333,bad,2,trial,12
friends,condition 1,4,The lemon loaf was ,0,... okay.,m,11.397783333333333,okay,2,trial,12
friends,condition 1,4,The lemon loaf was ,0.31,... good.,m,11.397783333333333,good,2,trial,12
friends,condition 1,4,The lemon loaf was ,0,... amazing.,m,11.397783333333333,amazing,2,trial,12
friends,condition 1,4,The lemon loaf was ,0.6900000000000001,,m,11.397783333333333,other,2,trial,12
friends,condition 2,4,,0,... terrible.,m,4.869633333333334,terrible,3,practice,-1
friends,condition 2,4,,0,... bad.,m,4.869633333333334,bad,3,practice,-1
friends,condition 2,4,,0,... okay.,m,4.869633333333334,okay,3,practice,-1
friends,condition 2,4,,1,... good.,m,4.869633333333334,good,3,practice,-1
friends,condition 2,4,,0,... amazing.,m,4.869633333333334,amazing,3,practice,-1
friends,condition 2,4,,0,,m,4.869633333333334,other,3,practice,-1
friends,condition 2,3,The apple pie was ,0,... terrible.,m,4.869633333333334,terrible,3,trial,1
friends,condition 2,3,The apple pie was ,0,... bad.,m,4.869633333333334,bad,3,trial,1
friends,condition 2,3,The apple pie was ,1,... okay.,m,4.869633333333334,okay,3,trial,1
friends,condition 2,3,The apple pie was ,0,... good.,m,4.869633333333334,good,3,trial,1
friends,condition 2,3,The apple pie was ,0,... amazing.,m,4.869633333333334,amazing,3,trial,1
friends,condition 2,3,The apple pie was ,0,,m,4.869633333333334,other,3,trial,1
friends,condition 2,4,The chocolate cake was ,0,... terrible.,m,4.869633333333334,terrible,3,trial,2
friends,condition 2,4,The chocolate cake was ,0,... bad.,m,4.869633333333334,bad,3,trial,2
friends,condition 2,4,The chocolate cake was ,0,... okay.,m,4.869633333333334,okay,3,trial,2
friends,condition 2,4,The chocolate cake was ,1,... good.,m,4.869633333333334,good,3,trial,2
friends,condition 2,4,The chocolate cake was ,0,... amazing.,m,4.869633333333334,amazing,3,trial,2
friends,condition 2,4,The chocolate cake was ,0,,m,4.869633333333334,other,3,trial,2
friends,condition 2,3,The cherry pie was ,0,... terrible.,m,4.869633333333334,terrible,3,trial,3
friends,condition 2,3,The cherry pie was ,0,... bad.,m,4.869633333333334,bad,3,trial,3
friends,condition 2,3,The cherry pie was ,1,... okay.,m,4.869633333333334,okay,3,trial,3
friends,condition 2,3,The cherry pie was ,0,... good.,m,4.869633333333334,good,3,trial,3
friends,condition 2,3,The cherry pie was ,0,... amazing.,m,4.869633333333334,amazing,3,trial,3
friends,condition 2,3,The cherry pie was ,0,,m,4.869633333333334,other,3,trial,3
friends,condition 2,4,The bear claw was ,0,... terrible.,m,4.869633333333334,terrible,3,trial,4
friends,condition 2,4,The bear claw was ,0,... bad.,m,4.869633333333334,bad,3,trial,4
friends,condition 2,4,The bear claw was ,0,... okay.,m,4.869633333333334,okay,3,trial,4
friends,condition 2,4,The bear claw was ,1,... good.,m,4.869633333333334,good,3,trial,4
friends,condition 2,4,The bear claw was ,0,... amazing.,m,4.869633333333334,amazing,3,trial,4
friends,condition 2,4,The bear claw was ,0,,m,4.869633333333334,other,3,trial,4
friends,condition 2,2,The carrot cake was ,0,... terrible.,m,4.869633333333334,terrible,3,trial,5
friends,condition 2,2,The carrot cake was ,1,... bad.,m,4.869633333333334,bad,3,trial,5
friends,condition 2,2,The carrot cake was ,0,... okay.,m,4.869633333333334,okay,3,trial,5
friends,condition 2,2,The carrot cake was ,0,... good.,m,4.869633333333334,good,3,trial,5
friends,condition 2,2,The carrot cake was ,0,... amazing.,m,4.869633333333334,amazing,3,trial,5
friends,condition 2,2,The carrot cake was ,0,,m,4.869633333333334,other,3,trial,5
friends,condition 2,6,The donuts were ,0,... terrible.,m,4.869633333333334,terrible,3,trial,6
friends,condition 2,6,The donuts were ,0,... bad.,m,4.869633333333334,bad,3,trial,6
friends,condition 2,6,The donuts were ,0,... okay.,m,4.869633333333334,okay,3,trial,6
friends,condition 2,6,The donuts were ,0,... good.,m,4.869633333333334,good,3,trial,6
friends,condition 2,6,The donuts were ,1,... amazing.,m,4.869633333333334,amazing,3,trial,6
friends,condition 2,6,The donuts were ,0,,m,4.869633333333334,other,3,trial,6
friends,condition 2,1,The blueberry lavender scone was ,1,... terrible.,m,4.869633333333334,terrible,3,trial,7
friends,condition 2,1,The blueberry lavender scone was ,0,... bad.,m,4.869633333333334,bad,3,trial,7
friends,condition 2,1,The blueberry lavender scone was ,0,... okay.,m,4.869633333333334,okay,3,trial,7
friends,condition 2,1,The blueberry lavender scone was ,0,... good.,m,4.869633333333334,good,3,trial,7
friends,condition 2,1,The blueberry lavender scone was ,0,... amazing.,m,4.869633333333334,amazing,3,trial,7
friends,condition 2,1,The blueberry lavender scone was ,0,,m,4.869633333333334,other,3,trial,7
friends,condition 2,2,The pecan pie was ,0,... terrible.,m,4.869633333333334,terrible,3,trial,8
friends,condition 2,2,The pecan pie was ,1,... bad.,m,4.869633333333334,bad,3,trial,8
friends,condition 2,2,The pecan pie was ,0,... okay.,m,4.869633333333334,okay,3,trial,8
friends,condition 2,2,The pecan pie was ,0,... good.,m,4.869633333333334,good,3,trial,8
friends,condition 2,2,The pecan pie was ,0,... amazing.,m,4.869633333333334,amazing,3,trial,8
friends,condition 2,2,The pecan pie was ,0,,m,4.869633333333334,other,3,trial,8
friends,condition 2,1,The red velvet cake was ,1,... terrible.,m,4.869633333333334,terrible,3,trial,9
friends,condition 2,1,The red velvet cake was ,0,... bad.,m,4.869633333333334,bad,3,trial,9
friends,condition 2,1,The red velvet cake was ,0,... okay.,m,4.869633333333334,okay,3,trial,9
friends,condition 2,1,The red velvet cake was ,0,... good.,m,4.869633333333334,good,3,trial,9
friends,condition 2,1,The red velvet cake was ,0,... amazing.,m,4.869633333333334,amazing,3,trial,9
friends,condition 2,1,The red velvet cake was ,0,,m,4.869633333333334,other,3,trial,9
friends,condition 2,6,The lemon loaf was ,0,... terrible.,m,4.869633333333334,terrible,3,trial,10
friends,condition 2,6,The lemon loaf was ,0,... bad.,m,4.869633333333334,bad,3,trial,10
friends,condition 2,6,The lemon loaf was ,0,... okay.,m,4.869633333333334,okay,3,trial,10
friends,condition 2,6,The lemon loaf was ,0,... good.,m,4.869633333333334,good,3,trial,10
friends,condition 2,6,The lemon loaf was ,1,... amazing.,m,4.869633333333334,amazing,3,trial,10
friends,condition 2,6,The lemon loaf was ,0,,m,4.869633333333334,other,3,trial,10
friends,condition 2,5,The cheesecake was ,0,... terrible.,m,4.869633333333334,terrible,3,trial,11
friends,condition 2,5,The cheesecake was ,0,... bad.,m,4.869633333333334,bad,3,trial,11
friends,condition 2,5,The cheesecake was ,0,... okay.,m,4.869633333333334,okay,3,trial,11
