trial_type,rating,adjective,sentence,Answer.time_in_minutes,trial,workerid,condition,response,Answer.condition,text,version
trial,3,okay,... okay.,3.045916666666667,7,0,enemy,1,condition 1,The chocolate chip cookies were ,f
trial,3,good,... good.,3.045916666666667,7,0,enemy,0,condition 1,The chocolate chip cookies were ,f
trial,3,amazing,... amazing.,3.045916666666667,7,0,enemy,0,condition 1,The chocolate chip cookies were ,f
trial,3,other,,3.045916666666667,7,0,enemy,0,condition 1,The chocolate chip cookies were ,f
trial,4,terrible,... terrible.,3.045916666666667,8,0,enemy,0,condition 1,The blueberry lavender scone was ,f
trial,4,bad,... bad.,3.045916666666667,8,0,enemy,0,condition 1,The blueberry lavender scone was ,f
trial,4,okay,... okay.,3.045916666666667,8,0,enemy,0.27000000000000013,condition 1,The blueberry lavender scone was ,f
trial,4,good,... good.,3.045916666666667,8,0,enemy,0.73,condition 1,The blueberry lavender scone was ,f
trial,4,amazing,... amazing.,3.045916666666667,8,0,enemy,0,condition 1,The blueberry lavender scone was ,f
trial,4,other,,3.045916666666667,8,0,enemy,0,condition 1,The blueberry lavender scone was ,f
trial,4,terrible,... terrible.,3.045916666666667,9,0,enemy,0,condition 1,The cinnamon rolls were ,f
trial,4,bad,... bad.,3.045916666666667,9,0,enemy,0,condition 1,The cinnamon rolls were ,f
trial,4,okay,... okay.,3.045916666666667,9,0,enemy,0.3600000000000001,condition 1,The cinnamon rolls were ,f
trial,4,good,... good.,3.045916666666667,9,0,enemy,0.64,condition 1,The cinnamon rolls were ,f
trial,4,amazing,... amazing.,3.045916666666667,9,0,enemy,0,condition 1,The cinnamon rolls were ,f
trial,4,other,,3.045916666666667,9,0,enemy,0,condition 1,The cinnamon rolls were ,f
trial,5,terrible,... terrible.,3.045916666666667,10,0,enemy,0,condition 1,The donuts were ,f
trial,5,bad,... bad.,3.045916666666667,10,0,enemy,0,condition 1,The donuts were ,f
trial,5,okay,... okay.,3.045916666666667,10,0,enemy,0,condition 1,The donuts were ,f
trial,5,good,... good.,3.045916666666667,10,0,enemy,0.75,condition 1,The donuts were ,f
trial,5,amazing,... amazing.,3.045916666666667,10,0,enemy,0.25,condition 1,The donuts were ,f
trial,5,other,,3.045916666666667,10,0,enemy,0,condition 1,The donuts were ,f
trial,3,terrible,... terrible.,3.045916666666667,11,0,enemy,0,condition 1,The cheesecake was ,f
trial,3,bad,... bad.,3.045916666666667,11,0,enemy,0,condition 1,The cheesecake was ,f
trial,3,okay,... okay.,3.045916666666667,11,0,enemy,0.5199999999999999,condition 1,The cheesecake was ,f
trial,3,good,... good.,3.045916666666667,11,0,enemy,0.48,condition 1,The cheesecake was ,f
trial,3,amazing,... amazing.,3.045916666666667,11,0,enemy,0,condition 1,The cheesecake was ,f
trial,3,other,,3.045916666666667,11,0,enemy,0,condition 1,The cheesecake was ,f
trial,1,terrible,... terrible.,3.045916666666667,12,0,enemy,1,condition 1,The chocolate cake was ,f
trial,1,bad,... bad.,3.045916666666667,12,0,enemy,0,condition 1,The chocolate cake was ,f
trial,1,okay,... okay.,3.045916666666667,12,0,enemy,0,condition 1,The chocolate cake was ,f
trial,1,good,... good.,3.045916666666667,12,0,enemy,0,condition 1,The chocolate cake was ,f
trial,1,amazing,... amazing.,3.045916666666667,12,0,enemy,0,condition 1,The chocolate cake was ,f
trial,1,other,,3.045916666666667,12,0,enemy,0,condition 1,The chocolate cake was ,f
practice,4,terrible,... terrible.,3.7603833333333334,-1,1,enemy,0,condition 2,,m
practice,4,bad,... bad.,3.7603833333333334,-1,1,enemy,0,condition 2,,m
practice,4,okay,... okay.,3.7603833333333334,-1,1,enemy,0.58,condition 2,,m
practice,4,good,... good.,3.7603833333333334,-1,1,enemy,0.42000000000000004,condition 2,,m
practice,4,amazing,... amazing.,3.7603833333333334,-1,1,enemy,0,condition 2,,m
practice,4,other,,3.7603833333333334,-1,1,enemy,0,condition 2,,m
trial,1,terrible,... terrible.,3.7603833333333334,1,1,enemy,0.48,condition 2,The carrot cake was ,m
trial,1,bad,... bad.,3.7603833333333334,1,1,enemy,0.52,condition 2,The carrot cake was ,m
trial,1,okay,... okay.,3.7603833333333334,1,1,enemy,0,condition 2,The carrot cake was ,m
trial,1,good,... good.,3.7603833333333334,1,1,enemy,0,condition 2,The carrot cake was ,m
trial,1,amazing,... amazing.,3.7603833333333334,1,1,enemy,0,condition 2,The carrot cake was ,m
trial,1,other,,3.7603833333333334,1,1,enemy,0,condition 2,The carrot cake was ,m
trial,1,terrible,... terrible.,3.7603833333333334,2,1,enemy,0.5,condition 2,The donuts were ,m
trial,1,bad,... bad.,3.7603833333333334,2,1,enemy,0.5000000000000001,condition 2,The donuts were ,m
trial,1,okay,... okay.,3.7603833333333334,2,1,enemy,0,condition 2,The donuts were ,m
trial,1,good,... good.,3.7603833333333334,2,1,enemy,0,condition 2,The donuts were ,m
trial,1,amazing,... amazing.,3.7603833333333334,2,1,enemy,0,condition 2,The donuts were ,m
trial,1,other,,3.7603833333333334,2,1,enemy,0,condition 2,The donuts were ,m
trial,2,terrible,... terrible.,3.7603833333333334,3,1,enemy,0.35,condition 2,The apple pie was ,m
trial,2,bad,... bad.,3.7603833333333334,3,1,enemy,0.6500000000000001,condition 2,The apple pie was ,m
trial,2,okay,... okay.,3.7603833333333334,3,1,enemy,0,condition 2,The apple pie was ,m
trial,2,good,... good.,3.7603833333333334,3,1,enemy,1.1102230246251565e-16,condition 2,The apple pie was ,m
trial,2,amazing,... amazing.,3.7603833333333334,3,1,enemy,0,condition 2,The apple pie was ,m
trial,2,other,,3.7603833333333334,3,1,enemy,0,condition 2,The apple pie was ,m
trial,3,terrible,... terrible.,3.7603833333333334,4,1,enemy,0.1,condition 2,The chocolate cake was ,m
trial,3,bad,... bad.,3.7603833333333334,4,1,enemy,0.25,condition 2,The chocolate cake was ,m
trial,3,okay,... okay.,3.7603833333333334,4,1,enemy,0.6500000000000001,condition 2,The chocolate cake was ,m
trial,3,good,... good.,3.7603833333333334,4,1,enemy,0,condition 2,The chocolate cake was ,m
trial,3,amazing,... amazing.,3.7603833333333334,4,1,enemy,0,condition 2,The chocolate cake was ,m
trial,3,other,,3.7603833333333334,4,1,enemy,0,condition 2,The chocolate cake was ,m
trial,6,terrible,... terrible.,3.7603833333333334,5,1,enemy,0,condition 2,The blueberry lavender scone was ,m
trial,6,bad,... bad.,3.7603833333333334,5,1,enemy,0,condition 2,The blueberry lavender scone was ,m
trial,6,okay,... okay.,3.7603833333333334,5,1,enemy,-2.220446049250313e-16,condition 2,The blueberry lavender scone was ,m
trial,6,good,... good.,3.7603833333333334,5,1,enemy,1.1102230246251565e-16,condition 2,The blueberry lavender scone was ,m
trial,6,amazing,... amazing.,3.7603833333333334,5,1,enemy,1,condition 2,The blueberry lavender scone was ,m
trial,6,other,,3.7603833333333334,5,1,enemy,1.1102230246251565e-16,condition 2,The blueberry lavender scone was ,m
trial,2,terrible,... terrible.,3.7603833333333334,6,1,enemy,0.12,condition 2,The lemon loaf was ,m
trial,2,bad,... bad.,3.7603833333333334,6,1,enemy,0.8799999999999999,condition 2,The lemon loaf was ,m
trial,2,okay,... okay.,3.7603833333333334,6,1,enemy,2.220446049250313e-16,condition 2,The lemon loaf was ,m
trial,2,good,... good.,3.7603833333333334,6,1,enemy,0,condition 2,The lemon loaf was ,m
trial,2,amazing,... amazing.,3.7603833333333334,6,1,enemy,0,condition 2,The lemon loaf was ,m
trial,2,other,,3.7603833333333334,6,1,enemy,0,condition 2,The lemon loaf was ,m
trial,4,terrible,... terrible.,3.7603833333333334,7,1,enemy,0,condition 2,The red velvet cake was ,m
trial,4,bad,... bad.,3.7603833333333334,7,1,enemy,0,condition 2,The red velvet cake was ,m
trial,4,okay,... okay.,3.7603833333333334,7,1,enemy,0.59,condition 2,The red velvet cake was ,m
trial,4,good,... good.,3.7603833333333334,7,1,enemy,0.41000000000000014,condition 2,The red velvet cake was ,m
trial,4,amazing,... amazing.,3.7603833333333334,7,1,enemy,1.1102230246251565e-16,condition 2,The red velvet cake was ,m
trial,4,other,,3.7603833333333334,7,1,enemy,1.1102230246251565e-16,condition 2,The red velvet cake was ,m
trial,3,terrible,... terrible.,3.7603833333333334,8,1,enemy,0,condition 2,The chocolate chip cookies were ,m
trial,3,bad,... bad.,3.7603833333333334,8,1,enemy,-2.220446049250313e-16,condition 2,The chocolate chip cookies were ,m
trial,3,okay,... okay.,3.7603833333333334,8,1,enemy,1,condition 2,The chocolate chip cookies were ,m
trial,3,good,... good.,3.7603833333333334,8,1,enemy,0,condition 2,The chocolate chip cookies were ,m
trial,3,amazing,... amazing.,3.7603833333333334,8,1,enemy,0,condition 2,The chocolate chip cookies were ,m
trial,3,other,,3.7603833333333334,8,1,enemy,1.1102230246251565e-16,condition 2,The chocolate chip cookies were ,m
trial,6,terrible,... terrible.,3.7603833333333334,9,1,enemy,0,condition 2,The bear claw was ,m
trial,6,bad,... bad.,3.7603833333333334,9,1,enemy,0,condition 2,The bear claw was ,m
trial,6,okay,... okay.,3.7603833333333334,9,1,enemy,0,condition 2,The bear claw was ,m
trial,6,good,... good.,3.7603833333333334,9,1,enemy,0,condition 2,The bear claw was ,m
trial,6,amazing,... amazing.,3.7603833333333334,9,1,enemy,1,condition 2,The bear claw was ,m
trial,6,other,,3.7603833333333334,9,1,enemy,0,condition 2,The bear claw was ,m
trial,5,terrible,... terrible.,3.7603833333333334,10,1,enemy,0,condition 2,The pecan pie was ,m
trial,5,bad,... bad.,3.7603833333333334,10,1,enemy,1.1102230246251565e-16,condition 2,The pecan pie was ,m
trial,5,okay,... okay.,3.7603833333333334,10,1,enemy,1.1102230246251565e-16,condition 2,The pecan pie was ,m
trial,5,good,... good.,3.7603833333333334,10,1,enemy,0.2599999999999999,condition 2,The pecan pie was ,m
trial,5,amazing,... amazing.,3.7603833333333334,10,1,enemy,0.74,condition 2,The pecan pie was ,m
trial,5,other,,3.7603833333333334,10,1,enemy,0,condition 2,The pecan pie was ,m
trial,5,terrible,... terrible.,3.7603833333333334,11,1,enemy,2.220446049250313e-16,condition 2,The cheesecake was ,m
trial,5,bad,... bad.,3.7603833333333334,11,1,enemy,-2.220446049250313e-16,condition 2,The cheesecake was ,m
trial,5,okay,... okay.,3.7603833333333334,11,1,enemy,2.220446049250313e-16,condition 2,The cheesecake was ,m
trial,5,good,... good.,3.7603833333333334,11,1,enemy,0.5299999999999999,condition 2,The cheesecake was ,m
trial,5,amazing,... amazing.,3.7603833333333334,11,1,enemy,0.47,condition 2,The cheesecake was ,m
trial,5,other,,3.7603833333333334,11,1,enemy,1.1102230246251565e-16,condition 2,The cheesecake was ,m
trial,4,terrible,... terrible.,3.7603833333333334,12,1,enemy,0,condition 2,The cinnamon rolls were ,m
trial,4,bad,... bad.,3.7603833333333334,12,1,enemy,1.1102230246251565e-16,condition 2,The cinnamon rolls were ,m
trial,4,okay,... okay.,3.7603833333333334,12,1,enemy,0.62,condition 2,The cinnamon rolls were ,m
trial,4,good,... good.,3.7603833333333334,12,1,enemy,0.3799999999999999,condition 2,The cinnamon rolls were ,m
trial,4,amazing,... amazing.,3.7603833333333334,12,1,enemy,0,condition 2,The cinnamon rolls were ,m
trial,4,other,,3.7603833333333334,12,1,enemy,0,condition 2,The cinnamon rolls were ,m
practice,4,terrible,... terrible.,5.470783333333333,-1,2,enemy,0,condition 1,,m
practice,4,bad,... bad.,5.470783333333333,-1,2,enemy,0,condition 1,,m
practice,4,okay,... okay.,5.470783333333333,-1,2,enemy,0,condition 1,,m
practice,4,good,... good.,5.470783333333333,-1,2,enemy,1,condition 1,,m
practice,4,amazing,... amazing.,5.470783333333333,-1,2,enemy,0,condition 1,,m
practice,4,other,,5.470783333333333,-1,2,enemy,0,condition 1,,m
trial,3,terrible,... terrible.,5.470783333333333,1,2,enemy,0,condition 1,The cinnamon rolls were ,m
trial,3,bad,... bad.,5.470783333333333,1,2,enemy,0,condition 1,The cinnamon rolls were ,m
trial,3,okay,... okay.,5.470783333333333,1,2,enemy,1,condition 1,The cinnamon rolls were ,m
trial,3,good,... good.,5.470783333333333,1,2,enemy,0,condition 1,The cinnamon rolls were ,m
trial,3,amazing,... amazing.,5.470783333333333,1,2,enemy,0,condition 1,The cinnamon rolls were ,m
trial,3,other,,5.470783333333333,1,2,enemy,0,condition 1,The cinnamon rolls were ,m
trial,6,terrible,... terrible.,5.470783333333333,2,2,enemy,0,condition 1,The lemon loaf was ,m
trial,6,bad,... bad.,5.470783333333333,2,2,enemy,0,condition 1,The lemon loaf was ,m
trial,6,okay,... okay.,5.470783333333333,2,2,enemy,0,condition 1,The lemon loaf was ,m
trial,6,good,... good.,5.470783333333333,2,2,enemy,0,condition 1,The lemon loaf was ,m
trial,6,amazing,... amazing.,5.470783333333333,2,2,enemy,1,condition 1,The lemon loaf was ,m
trial,6,other,,5.470783333333333,2,2,enemy,0,condition 1,The lemon loaf was ,m
trial,1,terrible,... terrible.,5.470783333333333,3,2,enemy,0,condition 1,The croissants were ,m
trial,1,bad,... bad.,5.470783333333333,3,2,enemy,1,condition 1,The croissants were ,m
trial,1,okay,... okay.,5.470783333333333,3,2,enemy,0,condition 1,The croissants were ,m
trial,1,good,... good.,5.470783333333333,3,2,enemy,0,condition 1,The croissants were ,m
trial,1,amazing,... amazing.,5.470783333333333,3,2,enemy,0,condition 1,The croissants were ,m
trial,1,other,,5.470783333333333,3,2,enemy,0,condition 1,The croissants were ,m
trial,3,terrible,... terrible.,5.470783333333333,4,2,enemy,0,condition 1,The apple pie was ,m
trial,3,bad,... bad.,5.470783333333333,4,2,enemy,0,condition 1,The apple pie was ,m
trial,3,okay,... okay.,5.470783333333333,4,2,enemy,1,condition 1,The apple pie was ,m
trial,3,good,... good.,5.470783333333333,4,2,enemy,0,condition 1,The apple pie was ,m
trial,3,amazing,... amazing.,5.470783333333333,4,2,enemy,0,condition 1,The apple pie was ,m
trial,3,other,,5.470783333333333,4,2,enemy,0,condition 1,The apple pie was ,m
trial,5,terrible,... terrible.,5.470783333333333,5,2,enemy,0,condition 1,The bear claw was ,m
trial,5,bad,... bad.,5.470783333333333,5,2,enemy,0,condition 1,The bear claw was ,m
trial,5,okay,... okay.,5.470783333333333,5,2,enemy,0,condition 1,The bear claw was ,m
trial,5,good,... good.,5.470783333333333,5,2,enemy,1,condition 1,The bear claw was ,m
trial,5,amazing,... amazing.,5.470783333333333,5,2,enemy,0,condition 1,The bear claw was ,m
trial,5,other,,5.470783333333333,5,2,enemy,0,condition 1,The bear claw was ,m
trial,5,terrible,... terrible.,5.470783333333333,6,2,enemy,0,condition 1,The cherry pie was ,m
trial,5,bad,... bad.,5.470783333333333,6,2,enemy,0,condition 1,The cherry pie was ,m
trial,5,okay,... okay.,5.470783333333333,6,2,enemy,0,condition 1,The cherry pie was ,m
trial,5,good,... good.,5.470783333333333,6,2,enemy,1,condition 1,The cherry pie was ,m
trial,5,amazing,... amazing.,5.470783333333333,6,2,enemy,0,condition 1,The cherry pie was ,m
trial,5,other,,5.470783333333333,6,2,enemy,0,condition 1,The cherry pie was ,m
trial,1,terrible,... terrible.,5.470783333333333,7,2,enemy,0,condition 1,The chocolate cake was ,m
trial,1,bad,... bad.,5.470783333333333,7,2,enemy,1,condition 1,The chocolate cake was ,m
trial,1,okay,... okay.,5.470783333333333,7,2,enemy,0,condition 1,The chocolate cake was ,m
trial,1,good,... good.,5.470783333333333,7,2,enemy,0,condition 1,The chocolate cake was ,m
trial,1,amazing,... amazing.,5.470783333333333,7,2,enemy,0,condition 1,The chocolate cake was ,m
trial,1,other,,5.470783333333333,7,2,enemy,0,condition 1,The chocolate cake was ,m
trial,2,terrible,... terrible.,5.470783333333333,8,2,enemy,0,condition 1,The chocolate chip cookies were ,m
trial,2,bad,... bad.,5.470783333333333,8,2,enemy,0.7899999999999999,condition 1,The chocolate chip cookies were ,m
trial,2,okay,... okay.,5.470783333333333,8,2,enemy,0.20999999999999996,condition 1,The chocolate chip cookies were ,m
trial,2,good,... good.,5.470783333333333,8,2,enemy,0,condition 1,The chocolate chip cookies were ,m
trial,2,amazing,... amazing.,5.470783333333333,8,2,enemy,0,condition 1,The chocolate chip cookies were ,m
trial,2,other,,5.470783333333333,8,2,enemy,0,condition 1,The chocolate chip cookies were ,m
trial,2,terrible,... terrible.,5.470783333333333,9,2,enemy,0,condition 1,The pecan pie was ,m
trial,2,bad,... bad.,5.470783333333333,9,2,enemy,0,condition 1,The pecan pie was ,m
trial,2,okay,... okay.,5.470783333333333,9,2,enemy,1,condition 1,The pecan pie was ,m
trial,2,good,... good.,5.470783333333333,9,2,enemy,0,condition 1,The pecan pie was ,m
trial,2,amazing,... amazing.,5.470783333333333,9,2,enemy,0,condition 1,The pecan pie was ,m
trial,2,other,,5.470783333333333,9,2,enemy,0,condition 1,The pecan pie was ,m
trial,6,terrible,... terrible.,5.470783333333333,10,2,enemy,0,condition 1,The blueberry lavender scone was ,m
trial,6,bad,... bad.,5.470783333333333,10,2,enemy,0,condition 1,The blueberry lavender scone was ,m
trial,6,okay,... okay.,5.470783333333333,10,2,enemy,0,condition 1,The blueberry lavender scone was ,m
trial,6,good,... good.,5.470783333333333,10,2,enemy,0,condition 1,The blueberry lavender scone was ,m
trial,6,amazing,... amazing.,5.470783333333333,10,2,enemy,1,condition 1,The blueberry lavender scone was ,m
trial,6,other,,5.470783333333333,10,2,enemy,0,condition 1,The blueberry lavender scone was ,m
trial,4,terrible,... terrible.,5.470783333333333,11,2,enemy,0,condition 1,The cheesecake was ,m
trial,4,bad,... bad.,5.470783333333333,11,2,enemy,0,condition 1,The cheesecake was ,m
trial,4,okay,... okay.,5.470783333333333,11,2,enemy,1,condition 1,The cheesecake was ,m
trial,4,good,... good.,5.470783333333333,11,2,enemy,0,condition 1,The cheesecake was ,m
trial,4,amazing,... amazing.,5.470783333333333,11,2,enemy,0,condition 1,The cheesecake was ,m
trial,4,other,,5.470783333333333,11,2,enemy,0,condition 1,The cheesecake was ,m
trial,4,terrible,... terrible.,5.470783333333333,12,2,enemy,0,condition 1,The red velvet cake was ,m
trial,4,bad,... bad.,5.470783333333333,12,2,enemy,0,condition 1,The red velvet cake was ,m
trial,4,okay,... okay.,5.470783333333333,12,2,enemy,1,condition 1,The red velvet cake was ,m
trial,4,good,... good.,5.470783333333333,12,2,enemy,0,condition 1,The red velvet cake was ,m
trial,4,amazing,... amazing.,5.470783333333333,12,2,enemy,0,condition 1,The red velvet cake was ,m
trial,4,other,,5.470783333333333,12,2,enemy,0,condition 1,The red velvet cake was ,m
practice,4,terrible,... terrible.,5.6166,-1,3,enemy,0,condition 1,,m
practice,4,bad,... bad.,5.6166,-1,3,enemy,0,condition 1,,m
practice,4,okay,... okay.,5.6166,-1,3,enemy,1,condition 1,,m
practice,4,good,... good.,5.6166,-1,3,enemy,0,condition 1,,m
practice,4,amazing,... amazing.,5.6166,-1,3,enemy,0,condition 1,,m
practice,4,other,,5.6166,-1,3,enemy,0,condition 1,,m
trial,1,terrible,... terrible.,5.6166,1,3,enemy,0,condition 1,The croissants were ,m
trial,1,bad,... bad.,5.6166,1,3,enemy,1,condition 1,The croissants were ,m
trial,1,okay,... okay.,5.6166,1,3,enemy,0,condition 1,The croissants were ,m
trial,1,good,... good.,5.6166,1,3,enemy,0,condition 1,The croissants were ,m
trial,1,amazing,... amazing.,5.6166,1,3,enemy,0,condition 1,The croissants were ,m
trial,1,other,,5.6166,1,3,enemy,0,condition 1,The croissants were ,m
trial,5,terrible,... terrible.,5.6166,2,3,enemy,0,condition 1,The apple pie was ,m
trial,5,bad,... bad.,5.6166,2,3,enemy,0,condition 1,The apple pie was ,m
trial,5,okay,... okay.,5.6166,2,3,enemy,0,condition 1,The apple pie was ,m
trial,5,good,... good.,5.6166,2,3,enemy,1,condition 1,The apple pie was ,m
trial,5,amazing,... amazing.,5.6166,2,3,enemy,0,condition 1,The apple pie was ,m
trial,5,other,,5.6166,2,3,enemy,0,condition 1,The apple pie was ,m
trial,6,terrible,... terrible.,5.6166,3,3,enemy,0,condition 1,The lemon loaf was ,m
trial,6,bad,... bad.,5.6166,3,3,enemy,0,condition 1,The lemon loaf was ,m
trial,6,okay,... okay.,5.6166,3,3,enemy,0,condition 1,The lemon loaf was ,m
trial,6,good,... good.,5.6166,3,3,enemy,0,condition 1,The lemon loaf was ,m
trial,6,amazing,... amazing.,5.6166,3,3,enemy,1,condition 1,The lemon loaf was ,m
trial,6,other,,5.6166,3,3,enemy,0,condition 1,The lemon loaf was ,m
trial,2,terrible,... terrible.,5.6166,4,3,enemy,0,condition 1,The red velvet cake was ,m
trial,2,bad,... bad.,5.6166,4,3,enemy,1,condition 1,The red velvet cake was ,m
trial,2,okay,... okay.,5.6166,4,3,enemy,0,condition 1,The red velvet cake was ,m
trial,2,good,... good.,5.6166,4,3,enemy,0,condition 1,The red velvet cake was ,m
trial,2,amazing,... amazing.,5.6166,4,3,enemy,0,condition 1,The red velvet cake was ,m
trial,2,other,,5.6166,4,3,enemy,0,condition 1,The red velvet cake was ,m
trial,5,terrible,... terrible.,5.6166,5,3,enemy,0,condition 1,The cinnamon rolls were ,m
trial,5,bad,... bad.,5.6166,5,3,enemy,0,condition 1,The cinnamon rolls were ,m
trial,5,okay,... okay.,5.6166,5,3,enemy,0,condition 1,The cinnamon rolls were ,m
trial,5,good,... good.,5.6166,5,3,enemy,1,condition 1,The cinnamon rolls were ,m
trial,5,amazing,... amazing.,5.6166,5,3,enemy,0,condition 1,The cinnamon rolls were ,m
trial,5,other,,5.6166,5,3,enemy,0,condition 1,The cinnamon rolls were ,m
trial,2,terrible,... terrible.,5.6166,6,3,enemy,0,condition 1,The bear claw was ,m
trial,2,bad,... bad.,5.6166,6,3,enemy,1,condition 1,The bear claw was ,m
trial,2,okay,... okay.,5.6166,6,3,enemy,0,condition 1,The bear claw was ,m
trial,2,good,... good.,5.6166,6,3,enemy,0,condition 1,The bear claw was ,m
trial,2,amazing,... amazing.,5.6166,6,3,enemy,0,condition 1,The bear claw was ,m
trial,2,other,,5.6166,6,3,enemy,0,condition 1,The bear claw was ,m
trial,6,terrible,... terrible.,5.6166,7,3,enemy,0,condition 1,The carrot cake was ,m
trial,6,bad,... bad.,5.6166,7,3,enemy,0,condition 1,The carrot cake was ,m
trial,6,okay,... okay.,5.6166,7,3,enemy,0,condition 1,The carrot cake was ,m
trial,6,good,... good.,5.6166,7,3,enemy,0,condition 1,The carrot cake was ,m
trial,6,amazing,... amazing.,5.6166,7,3,enemy,1,condition 1,The carrot cake was ,m
trial,6,other,,5.6166,7,3,enemy,0,condition 1,The carrot cake was ,m
trial,1,terrible,... terrible.,5.6166,8,3,enemy,1,condition 1,The chocolate chip cookies were ,m
trial,1,bad,... bad.,5.6166,8,3,enemy,0,condition 1,The chocolate chip cookies were ,m
trial,1,okay,... okay.,5.6166,8,3,enemy,0,condition 1,The chocolate chip cookies were ,m
trial,1,good,... good.,5.6166,8,3,enemy,0,condition 1,The chocolate chip cookies were ,m
trial,1,amazing,... amazing.,5.6166,8,3,enemy,0,condition 1,The chocolate chip cookies were ,m
trial,1,other,,5.6166,8,3,enemy,0,condition 1,The chocolate chip cookies were ,m
trial,4,terrible,... terrible.,5.6166,9,3,enemy,0,condition 1,The cherry pie was ,m
trial,4,bad,... bad.,5.6166,9,3,enemy,0,condition 1,The cherry pie was ,m
trial,4,okay,... okay.,5.6166,9,3,enemy,1,condition 1,The cherry pie was ,m
trial,4,good,... good.,5.6166,9,3,enemy,0,condition 1,The cherry pie was ,m
trial,4,amazing,... amazing.,5.6166,9,3,enemy,0,condition 1,The cherry pie was ,m
