modal2,image,Answer.time_in_minutes,rating1,rating_other,sentence2,workerid,rating2,type,modal1,percent_window,condition,reverse_sent_order,sentence1,Answer.condition
might,./stim/images/prob_60_2.png,10.5114,0.19,0,You might get one.,2,0.8099999999999999,aisle_5,probably,60,5,0,You'll probably get one.,undefined
might,./stim/images/prob_75_4.png,10.5114,0.6,0,You might get one.,2,0.3999999999999999,window_5,probably,75,5,0,You'll probably get one.,undefined
might,./stim/images/prob_10_4.png,10.5114,1,0,You might get one.,2,0,aisle_5,probably,10,5,0,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,10.5114,0,1,You might get one.,2,0,aisle_5,probably,100,5,0,You'll probably get one.,undefined
might,./stim/images/prob_50_5.png,10.5114,0,0,You might get one.,2,1,window_5,probably,50,5,0,You'll probably get one.,undefined
might,./stim/images/prob_0_3.png,10.5114,0,1,You might get one.,2,0,window_5,probably,0,5,0,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,10.5114,0,0,You might get one.,2,1,window_5,probably,40,5,0,You'll probably get one.,undefined
might,./stim/images/prob_75_5.png,10.5114,0,0.5900000000000001,You might get one.,2,0.41,aisle_5,probably,75,5,0,You'll probably get one.,undefined
might,./stim/images/prob_25_2.png,10.5114,1,0,You might get one.,2,0,aisle_5,probably,25,5,0,You'll probably get one.,undefined
might,./stim/images/prob_50_1.png,10.5114,0,0,You might get one.,2,1,aisle_5,probably,50,5,0,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,10.5114,0,0.81,You might get one.,2,0.18999999999999995,window_5,probably,10,5,0,You'll probably get one.,undefined
might,./stim/images/prob_0_5.png,10.5114,1,0,You might get one.,2,0,aisle_5,probably,0,5,0,You'll probably get one.,undefined
might,./stim/images/prob_10_1.png,10.5114,0,0.71,You might get one.,2,0.29,window_5,probably,10,5,0,You'll probably get one.,undefined
might,./stim/images/prob_100_3.png,10.5114,1,0,You might get one.,2,0,window_5,probably,100,5,0,You'll probably get one.,undefined
might,./stim/images/prob_90_2.png,10.5114,0,0.8400000000000001,You might get one.,2,0.16,aisle_5,probably,90,5,0,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,10.5114,1,0,You might get one.,2,0,aisle_5,probably,10,5,0,You'll probably get one.,undefined
might,./stim/images/prob_25_5.png,10.5114,0,0.81,You might get one.,2,0.19,window_5,probably,25,5,0,You'll probably get one.,undefined
might,./stim/images/prob_90_3.png,10.5114,1,0,You might get one.,2,0,window_5,probably,90,5,0,You'll probably get one.,undefined
might,./stim/images/prob_0_3.png,10.5114,0,1,You might get one.,2,0,window_5,probably,0,5,0,You'll probably get one.,undefined
might,./stim/images/prob_90_4.png,10.5114,1,0,You might get one.,2,0,window_5,probably,90,5,0,You'll probably get one.,undefined
might,./stim/images/prob_60_5.png,10.5114,0,0,You might get one.,2,1,window_5,probably,60,5,0,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,10.5114,1,0,You might get one.,2,0,aisle_5,probably,0,5,0,You'll probably get one.,undefined
might,./stim/images/prob_60_2.png,10.5114,0,0,You might get one.,2,1,window_5,probably,60,5,0,You'll probably get one.,undefined
might,./stim/images/prob_75_3.png,10.5114,0,0.81,You might get one.,2,0.19,aisle_5,probably,75,5,0,You'll probably get one.,undefined
might,./stim/images/prob_100_3.png,10.5114,1,0,You might get one.,2,0,window_5,probably,100,5,0,You'll probably get one.,undefined
might,./stim/images/prob_25_4.png,10.5114,0.81,0,You might get one.,2,0.18999999999999995,aisle_5,probably,25,5,0,You'll probably get one.,undefined
might,./stim/images/prob_75_5.png,10.5114,1,0,You might get one.,2,0,window_5,probably,75,5,0,You'll probably get one.,undefined
might,./stim/images/prob_50_4.png,10.5114,0,0,You might get one.,2,1,aisle_5,probably,50,5,0,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,10.5114,0,0,You might get one.,2,1,aisle_5,probably,40,5,0,You'll probably get one.,undefined
might,./stim/images/prob_90_1.png,10.5114,0,0.81,You might get one.,2,0.19,aisle_5,probably,90,5,0,You'll probably get one.,undefined
might,./stim/images/prob_50_1.png,10.5114,0,0,You might get one.,2,1,window_5,probably,50,5,0,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,10.5114,0,1,You might get one.,2,0,aisle_5,probably,100,5,0,You'll probably get one.,undefined
might,./stim/images/prob_40_4.png,10.5114,0,0,You might get one.,2,1,window_5,probably,40,5,0,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,10.5114,1,0,You might get one.,2,0,aisle_5,probably,40,5,0,You'll probably get one.,undefined
might,./stim/images/prob_25_4.png,10.5114,0,0.7999999999999999,You might get one.,2,0.2,window_5,probably,25,5,0,You'll probably get one.,undefined
might,./stim/images/prob_60_5.png,10.5114,0,0,You might get one.,2,1,aisle_5,probably,60,5,0,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_2.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_3.png,28.55025,0,0,You might get one.,3,1,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,28.55025,0,0,You might get one.,3,1,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_2.png,28.55025,0,0,You might get one.,3,1,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_5.png,28.55025,0,0,You might get one.,3,1,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_4.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_5.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_3.png,28.55025,0,0,You might get one.,3,1,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,28.55025,0,1,You might get one.,3,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_5.png,28.55025,0,1,You might get one.,3,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_1.png,28.55025,0,0,You might get one.,3,1,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_1.png,28.55025,0,0,You might get one.,3,1,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_5.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_4.png,28.55025,1,0,You might get one.,3,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_3.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_3.png,28.55025,0,0,You might get one.,3,1,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_2.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_1.png,28.55025,0,0,You might get one.,3,1,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,28.55025,0,0,You might get one.,3,1,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_4.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_4.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_1.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_3.png,28.55025,0,0,You might get one.,3,1,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_2.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_1.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,28.55025,1,0,You might get one.,3,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_4.png,28.55025,1,0,You might get one.,3,0,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,28.55025,0,1,You might get one.,3,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_1.png,28.55025,1,0,You might get one.,3,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_1.png,28.55025,1,0,You might get one.,3,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_5.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,28.55025,0,0,You might get one.,3,1,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_2.png,28.55025,0,0,You might get one.,3,1,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_4.png,28.55025,0,0,You might get one.,3,1,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_5.png,28.55025,0,1,You might get one.,3,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_1.png,24.8751,0.28,0,You might get one.,4,0.72,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_1.png,24.8751,1,0,You might get one.,4,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_2.png,24.8751,0,0,You might get one.,4,1,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_5.png,24.8751,1,0,You might get one.,4,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_4.png,24.8751,0.62,0,You might get one.,4,0.3799999999999999,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_1.png,24.8751,0.29999999999999993,0,You might get one.,4,0.7,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_1.png,24.8751,0.9,0,You might get one.,4,0.10000000000000009,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_2.png,24.8751,0,0,You might get one.,4,1,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_5.png,24.8751,0,0,You might get one.,4,1,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_4.png,24.8751,0,0,You might get one.,4,1,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_3.png,24.8751,0,0,You might get one.,4,1,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_1.png,24.8751,0,0,You might get one.,4,1,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_4.png,24.8751,0.6499999999999999,0,You might get one.,4,0.35,window_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,24.8751,0,1,You might get one.,4,0,window_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_4.png,24.8751,0,0.039999999999999925,You might get one.,4,0.96,aisle_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_60_5.png,24.8751,0,0,You might get one.,4,1,window_5,probably,60,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_5.png,24.8751,0,0.15999999999999992,You might get one.,4,0.84,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_3.png,24.8751,1,0,You might get one.,4,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_4.png,24.8751,1,0,You might get one.,4,0,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_2.png,24.8751,0,0,You might get one.,4,1,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_1.png,24.8751,0,1,You might get one.,4,0,aisle_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_3.png,24.8751,1,0,You might get one.,4,0,window_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_4.png,24.8751,1,0,You might get one.,4,0,window_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_100_3.png,24.8751,1,0,You might get one.,4,0,window_5,probably,100,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_1.png,24.8751,1,0,You might get one.,4,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_4.png,24.8751,0,0,You might get one.,4,1,aisle_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_50_2.png,24.8751,0,0,You might get one.,4,1,window_5,probably,50,5,1,You'll probably get one.,undefined
might,./stim/images/prob_10_2.png,24.8751,0.81,0,You might get one.,4,0.19000000000000006,aisle_5,probably,10,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_5.png,24.8751,0.09999999999999998,0,You might get one.,4,0.9,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_1.png,24.8751,0,0.22999999999999998,You might get one.,4,0.77,window_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_0_1.png,24.8751,1,0,You might get one.,4,0,aisle_5,probably,0,5,1,You'll probably get one.,undefined
might,./stim/images/prob_40_1.png,24.8751,0,0,You might get one.,4,1,aisle_5,probably,40,5,1,You'll probably get one.,undefined
might,./stim/images/prob_90_4.png,24.8751,0.78,0,You might get one.,4,0.21999999999999997,aisle_5,probably,90,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_1.png,24.8751,0,0.050000000000000044,You might get one.,4,0.95,window_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_1.png,24.8751,0,0.17000000000000004,You might get one.,4,0.83,aisle_5,probably,75,5,1,You'll probably get one.,undefined
might,./stim/images/prob_25_5.png,24.8751,0.88,0,You might get one.,4,0.12,aisle_5,probably,25,5,1,You'll probably get one.,undefined
might,./stim/images/prob_75_3.png,34.47635,0.24,0,You might get one.,5,0.76,aisle_5,probably,75,5,0,You'll probably get one.,undefined
might,./stim/images/prob_0_5.png,34.47635,0,1,You might get one.,5,0,window_5,probably,0,5,0,You'll probably get one.,undefined
might,./stim/images/prob_10_1.png,34.47635,0,0.22999999999999998,You might get one.,5,0.77,window_5,probably,10,5,0,You'll probably get one.,undefined
might,./stim/images/prob_25_3.png,34.47635,0.59,0,You might get one.,5,0.41000000000000014,aisle_5,probably,25,5,0,You'll probably get one.,undefined
might,./stim/images/prob_25_4.png,34.47635,0.54,0,You might get one.,5,0.45999999999999985,aisle_5,probably,25,5,0,You'll probably get one.,undefined
might,./stim/images/prob_100_2.png,34.47635,0,1,You might get one.,5,0,window_5,probably,100,5,0,You'll probably get one.,undefined
might,./stim/images/prob_75_4.png,34.47635,0.53,0,You might get one.,5,0.47,window_5,probably,75,5,0,You'll probably get one.,undefined
might,./stim/images/prob_60_2.png,34.47635,0.36,0,You might get one.,5,0.6399999999999999,aisle_5,probably,60,5,0,You'll probably get one.,undefined
might,./stim/images/prob_25_5.png,34.47635,0.65,0,You might get one.,5,0.3500000000000001,window_5,probably,25,5,0,You'll probably get one.,undefined
might,./stim/images/prob_90_2.png,34.47635,0,0.8,You might get one.,5,0.2,aisle_5,probably,90,5,0,You'll probably get one.,undefined
might,./stim/images/prob_100_3.png,34.47635,0,0.98,You might get one.,5,0.02,aisle_5,probably,100,5,0,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,34.47635,1,0,You might get one.,5,0,aisle_5,probably,10,5,0,You'll probably get one.,undefined
might,./stim/images/prob_10_1.png,34.47635,0.87,0,You might get one.,5,0.13,aisle_5,probably,10,5,0,You'll probably get one.,undefined
might,./stim/images/prob_0_2.png,34.47635,0.2,0.8,You might get one.,5,0,aisle_5,probably,0,5,0,You'll probably get one.,undefined
might,./stim/images/prob_50_3.png,34.47635,0,0.15000000000000002,You might get one.,5,0.85,aisle_5,probably,50,5,0,You'll probably get one.,undefined
might,./stim/images/prob_60_3.png,34.47635,0.28,0,You might get one.,5,0.72,window_5,probably,60,5,0,You'll probably get one.,undefined
might,./stim/images/prob_40_4.png,34.47635,0,0.26,You might get one.,5,0.74,window_5,probably,40,5,0,You'll probably get one.,undefined
might,./stim/images/prob_100_4.png,34.47635,0,1,You might get one.,5,0,aisle_5,probably,100,5,0,You'll probably get one.,undefined
might,./stim/images/prob_10_5.png,34.47635,0,0.5000000000000001,You might get one.,5,0.5,window_5,probably,10,5,0,You'll probably get one.,undefined
might,./stim/images/prob_40_5.png,34.47635,0,0,You might get one.,5,1,window_5,probably,40,5,0,You'll probably get one.,undefined
might,./stim/images/prob_90_3.png,34.47635,0.89,0,You might get one.,5,0.10999999999999999,window_5,probably,90,5,0,You'll probably get one.,undefined
might,./stim/images/prob_40_5.png,34.47635,0.34,0,You might get one.,5,0.6599999999999999,aisle_5,probably,40,5,0,You'll probably get one.,undefined
might,./stim/images/prob_50_2.png,34.47635,0,0,You might get one.,5,1,window_5,probably,50,5,0,You'll probably get one.,undefined
might,./stim/images/prob_40_4.png,34.47635,0.42,0,You might get one.,5,0.58,aisle_5,probably,40,5,0,You'll probably get one.,undefined
might,./stim/images/prob_75_4.png,34.47635,0,0,You might get one.,5,1,aisle_5,probably,75,5,0,You'll probably get one.,undefined
might,./stim/images/prob_60_3.png,34.47635,0.30000000000000004,0,You might get one.,5,0.7,window_5,probably,60,5,0,You'll probably get one.,undefined
might,./stim/images/prob_75_2.png,34.47635,0.7799999999999999,0,You might get one.,5,0.22,window_5,probably,75,5,0,You'll probably get one.,undefined
might,./stim/images/prob_60_4.png,34.47635,0.06,0,You might get one.,5,0.94,aisle_5,probably,60,5,0,You'll probably get one.,undefined
might,./stim/images/prob_0_4.png,34.47635,0,1,You might get one.,5,0,window_5,probably,0,5,0,You'll probably get one.,undefined
