Answer.time_in_minutes,rating2,modal1,workerid,Answer.condition,percent_window,type,rating1,image,sentence2,sentence1,condition,modal2,reverse_sent_order,rating_other
10.77705,0.06000000000000005,probably,0,undefined,40,aisle_6,0.94,./stim/images/prob_40_3.png,You might get one.,You'll probably get one.,6,might,1,0
10.77705,0,probably,0,undefined,100,window_6,0,./stim/images/prob_100_2.png,You might get one.,You'll probably get one.,6,might,1,1
10.77705,0,probably,0,undefined,0,aisle_6,0,./stim/images/prob_0_2.png,You might get one.,You'll probably get one.,6,might,1,1
10.77705,0.64,probably,0,undefined,60,window_6,0.36,./stim/images/prob_60_2.png,You might get one.,You'll probably get one.,6,might,1,0
10.77705,0.46,probably,0,undefined,60,aisle_6,0,./stim/images/prob_60_3.png,You might get one.,You'll probably get one.,6,might,1,0.54
14.3558,0.64,probably,1,undefined,25,aisle_6,0.1,./stim/images/prob_25_4.png,You might get one.,You'll probably get one.,6,might,1,0.26
14.3558,0.63,probably,1,undefined,40,window_6,0.05,./stim/images/prob_40_3.png,You might get one.,You'll probably get one.,6,might,1,0.31999999999999995
14.3558,0.51,probably,1,undefined,50,window_6,0.06,./stim/images/prob_50_4.png,You might get one.,You'll probably get one.,6,might,1,0.4299999999999998
14.3558,0,probably,1,undefined,0,window_6,0,./stim/images/prob_0_5.png,You might get one.,You'll probably get one.,6,might,1,1
14.3558,0,probably,1,undefined,0,aisle_6,1,./stim/images/prob_0_3.png,You might get one.,You'll probably get one.,6,might,1,0
14.3558,0.85,probably,1,undefined,25,window_6,0,./stim/images/prob_25_5.png,You might get one.,You'll probably get one.,6,might,1,0.15000000000000002
14.3558,0,probably,1,undefined,100,window_6,1,./stim/images/prob_100_3.png,You might get one.,You'll probably get one.,6,might,1,0
14.3558,0.52,probably,1,undefined,60,window_6,0.38,./stim/images/prob_60_5.png,You might get one.,You'll probably get one.,6,might,1,0.10000000000000009
14.3558,0.52,probably,1,undefined,60,window_6,0.1,./stim/images/prob_60_1.png,You might get one.,You'll probably get one.,6,might,1,0.3800000000000001
14.3558,0.05,probably,1,undefined,90,window_6,0.86,./stim/images/prob_90_5.png,You might get one.,You'll probably get one.,6,might,1,0.08999999999999997
14.3558,0.57,probably,1,undefined,60,aisle_6,0.09,./stim/images/prob_60_2.png,You might get one.,You'll probably get one.,6,might,1,0.3400000000000001
14.3558,0,probably,1,undefined,10,aisle_6,0.72,./stim/images/prob_10_1.png,You might get one.,You'll probably get one.,6,might,1,0.28000000000000014
14.3558,0.63,probably,1,undefined,50,aisle_6,0.03,./stim/images/prob_50_1.png,You might get one.,You'll probably get one.,6,might,1,0.3400000000000001
14.3558,0,probably,1,undefined,100,aisle_6,0,./stim/images/prob_100_2.png,You might get one.,You'll probably get one.,6,might,1,1
14.3558,0.08,probably,1,undefined,90,aisle_6,0,./stim/images/prob_90_3.png,You might get one.,You'll probably get one.,6,might,1,0.9199999999999999
14.3558,0.51,probably,1,undefined,60,aisle_6,0,./stim/images/prob_60_5.png,You might get one.,You'll probably get one.,6,might,1,0.4900000000000001
14.3558,0,probably,1,undefined,100,aisle_6,0,./stim/images/prob_100_4.png,You might get one.,You'll probably get one.,6,might,1,1
14.3558,0.25,probably,1,undefined,10,window_6,0,./stim/images/prob_10_5.png,You might get one.,You'll probably get one.,6,might,1,0.75
14.3558,0.34,probably,1,undefined,75,aisle_6,0,./stim/images/prob_75_2.png,You might get one.,You'll probably get one.,6,might,1,0.6599999999999999
14.3558,0.2,probably,1,undefined,75,window_6,0.24,./stim/images/prob_75_1.png,You might get one.,You'll probably get one.,6,might,1,0.56
14.3558,0.64,probably,1,undefined,40,window_6,0.09,./stim/images/prob_40_5.png,You might get one.,You'll probably get one.,6,might,1,0.27000000000000013
14.3558,0.56,probably,1,undefined,40,aisle_6,0.17,./stim/images/prob_40_1.png,You might get one.,You'll probably get one.,6,might,1,0.27
14.3558,0,probably,1,undefined,0,aisle_6,0.36,./stim/images/prob_0_2.png,You might get one.,You'll probably get one.,6,might,1,0.6400000000000001
14.3558,0.26,probably,1,undefined,10,window_6,0.01,./stim/images/prob_10_5.png,You might get one.,You'll probably get one.,6,might,1,0.73
14.3558,0.3,probably,1,undefined,75,window_6,0.26,./stim/images/prob_75_2.png,You might get one.,You'll probably get one.,6,might,1,0.43999999999999995
14.3558,0.17,probably,1,undefined,90,window_6,0.39,./stim/images/prob_90_4.png,You might get one.,You'll probably get one.,6,might,1,0.44000000000000006
14.3558,0.32,probably,1,undefined,25,aisle_6,0.14,./stim/images/prob_25_1.png,You might get one.,You'll probably get one.,6,might,1,0.5399999999999999
14.3558,0,probably,1,undefined,0,window_6,0,./stim/images/prob_0_4.png,You might get one.,You'll probably get one.,6,might,1,1
14.3558,0.35,probably,1,undefined,40,aisle_6,0.02,./stim/images/prob_40_3.png,You might get one.,You'll probably get one.,6,might,1,0.6300000000000001
14.3558,0.5,probably,1,undefined,50,aisle_6,0,./stim/images/prob_50_2.png,You might get one.,You'll probably get one.,6,might,1,0.4999999999999999
14.3558,0.21,probably,1,undefined,75,aisle_6,0,./stim/images/prob_75_1.png,You might get one.,You'll probably get one.,6,might,1,0.79
14.3558,0,probably,1,undefined,100,window_6,0.29,./stim/images/prob_100_3.png,You might get one.,You'll probably get one.,6,might,1,0.71
14.3558,0.09,probably,1,undefined,90,aisle_6,0,./stim/images/prob_90_1.png,You might get one.,You'll probably get one.,6,might,1,0.9099999999999999
14.3558,0.15,probably,1,undefined,10,aisle_6,0.59,./stim/images/prob_10_5.png,You might get one.,You'll probably get one.,6,might,1,0.2600000000000001
14.3558,0.37,probably,1,undefined,25,window_6,0,./stim/images/prob_25_4.png,You might get one.,You'll probably get one.,6,might,1,0.6300000000000001
14.3558,0.62,probably,1,undefined,50,window_6,0,./stim/images/prob_50_1.png,You might get one.,You'll probably get one.,6,might,1,0.38
15.63955,1,probably,2,undefined,90,aisle_6,0,./stim/images/prob_90_1.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0.05,probably,2,undefined,90,window_6,0.95,./stim/images/prob_90_3.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,50,window_6,0,./stim/images/prob_50_3.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,25,window_6,0,./stim/images/prob_25_3.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,50,window_6,0,./stim/images/prob_50_1.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,60,aisle_6,0,./stim/images/prob_60_3.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,10,window_6,0,./stim/images/prob_10_3.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,10,aisle_6,1,./stim/images/prob_10_5.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,40,aisle_6,0,./stim/images/prob_40_2.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,75,window_6,1,./stim/images/prob_75_3.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0.24,probably,2,undefined,60,window_6,0.76,./stim/images/prob_60_4.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0.71,probably,2,undefined,40,aisle_6,0.29000000000000004,./stim/images/prob_40_1.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0.18999999999999995,probably,2,undefined,25,window_6,0.81,./stim/images/prob_25_3.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,10,window_6,0,./stim/images/prob_10_2.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,25,aisle_6,1,./stim/images/prob_25_5.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,0,window_6,0,./stim/images/prob_0_4.png,You might get one.,You'll probably get one.,6,might,0,1
15.63955,1,probably,2,undefined,40,window_6,0,./stim/images/prob_40_1.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,90,aisle_6,0,./stim/images/prob_90_4.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,75,aisle_6,0,./stim/images/prob_75_1.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,100,window_6,1,./stim/images/prob_100_5.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,40,window_6,0,./stim/images/prob_40_4.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,60,aisle_6,0,./stim/images/prob_60_5.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,100,aisle_6,0,./stim/images/prob_100_5.png,You might get one.,You'll probably get one.,6,might,0,1
15.63955,0,probably,2,undefined,100,aisle_6,0,./stim/images/prob_100_5.png,You might get one.,You'll probably get one.,6,might,0,1
15.63955,0,probably,2,undefined,0,aisle_6,1,./stim/images/prob_0_4.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,10,aisle_6,1,./stim/images/prob_10_3.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,75,window_6,1,./stim/images/prob_75_4.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0.10000000000000009,probably,2,undefined,60,window_6,0.9,./stim/images/prob_60_4.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,75,aisle_6,0,./stim/images/prob_75_2.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,100,window_6,1,./stim/images/prob_100_3.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,90,window_6,1,./stim/images/prob_90_3.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,50,aisle_6,0,./stim/images/prob_50_5.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,0,aisle_6,1,./stim/images/prob_0_4.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,1,probably,2,undefined,50,aisle_6,0,./stim/images/prob_50_1.png,You might get one.,You'll probably get one.,6,might,0,0
15.63955,0,probably,2,undefined,0,window_6,0,./stim/images/prob_0_1.png,You might get one.,You'll probably get one.,6,might,0,1
15.63955,0,probably,2,undefined,25,aisle_6,1,./stim/images/prob_25_1.png,You might get one.,You'll probably get one.,6,might,0,0
13.230366666666667,0.4,probably,3,undefined,60,window_6,0.5999999999999999,./stim/images/prob_60_2.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.24,probably,3,undefined,75,window_6,0.76,./stim/images/prob_75_1.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.11,probably,3,undefined,100,aisle_6,0.03,./stim/images/prob_100_4.png,You might get one.,You'll probably get one.,6,might,1,0.8599999999999999
13.230366666666667,0.27,probably,3,undefined,40,window_6,0.6,./stim/images/prob_40_3.png,You might get one.,You'll probably get one.,6,might,1,0.13
13.230366666666667,0.24,probably,3,undefined,25,aisle_6,0.7600000000000001,./stim/images/prob_25_4.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.35,probably,3,undefined,50,aisle_6,0.6499999999999999,./stim/images/prob_50_2.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.09,probably,3,undefined,100,window_6,0.19,./stim/images/prob_100_1.png,You might get one.,You'll probably get one.,6,might,1,0.72
13.230366666666667,0.09,probably,3,undefined,10,aisle_6,0.5,./stim/images/prob_10_1.png,You might get one.,You'll probably get one.,6,might,1,0.41000000000000003
13.230366666666667,0.31,probably,3,undefined,60,window_6,0.6900000000000001,./stim/images/prob_60_2.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.08,probably,3,undefined,75,window_6,0.9199999999999999,./stim/images/prob_75_4.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.04,probably,3,undefined,0,aisle_6,0.09,./stim/images/prob_0_2.png,You might get one.,You'll probably get one.,6,might,1,0.8699999999999999
13.230366666666667,0.17,probably,3,undefined,50,window_6,0.83,./stim/images/prob_50_4.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.09,probably,3,undefined,100,aisle_6,0.04,./stim/images/prob_100_5.png,You might get one.,You'll probably get one.,6,might,1,0.8699999999999999
13.230366666666667,0.57,probably,3,undefined,60,aisle_6,0.31,./stim/images/prob_60_3.png,You might get one.,You'll probably get one.,6,might,1,0.1200000000000001
13.230366666666667,0.52,probably,3,undefined,40,window_6,0.4800000000000001,./stim/images/prob_40_5.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.31,probably,3,undefined,60,aisle_6,0.69,./stim/images/prob_60_1.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.73,probably,3,undefined,75,aisle_6,0.27,./stim/images/prob_75_4.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.03,probably,3,undefined,100,window_6,0.13,./stim/images/prob_100_4.png,You might get one.,You'll probably get one.,6,might,1,0.8400000000000001
13.230366666666667,0.47,probably,3,undefined,40,aisle_6,0.53,./stim/images/prob_40_4.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,1,probably,3,undefined,90,aisle_6,0,./stim/images/prob_90_5.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,1,probably,3,undefined,10,window_6,0,./stim/images/prob_10_2.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.41,probably,3,undefined,40,aisle_6,0.59,./stim/images/prob_40_1.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.08,probably,3,undefined,90,window_6,0.8,./stim/images/prob_90_5.png,You might get one.,You'll probably get one.,6,might,1,0.12
13.230366666666667,0.04,probably,3,undefined,90,window_6,0.93,./stim/images/prob_90_3.png,You might get one.,You'll probably get one.,6,might,1,0.029999999999999916
13.230366666666667,0.04,probably,3,undefined,0,window_6,0,./stim/images/prob_0_3.png,You might get one.,You'll probably get one.,6,might,1,0.96
13.230366666666667,0.7399999999999999,probably,3,undefined,10,window_6,0,./stim/images/prob_10_3.png,You might get one.,You'll probably get one.,6,might,1,0.2600000000000001
13.230366666666667,0.97,probably,3,undefined,90,aisle_6,0,./stim/images/prob_90_5.png,You might get one.,You'll probably get one.,6,might,1,0.030000000000000138
13.230366666666667,0.82,probably,3,undefined,25,window_6,0.17999999999999994,./stim/images/prob_25_4.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.18,probably,3,undefined,25,aisle_6,0.82,./stim/images/prob_25_3.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.35,probably,3,undefined,50,aisle_6,0.65,./stim/images/prob_50_4.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0,probably,3,undefined,0,aisle_6,0.11,./stim/images/prob_0_4.png,You might get one.,You'll probably get one.,6,might,1,0.8899999999999999
13.230366666666667,0,probably,3,undefined,10,aisle_6,1,./stim/images/prob_10_4.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.15,probably,3,undefined,50,window_6,0.8500000000000001,./stim/images/prob_50_3.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.38,probably,3,undefined,75,aisle_6,0.62,./stim/images/prob_75_4.png,You might get one.,You'll probably get one.,6,might,1,0
13.230366666666667,0.020000000000000018,probably,3,undefined,0,window_6,0,./stim/images/prob_0_5.png,You might get one.,You'll probably get one.,6,might,1,0.98
13.230366666666667,0.46,probably,3,undefined,25,window_6,0.54,./stim/images/prob_25_1.png,You might get one.,You'll probably get one.,6,might,1,0
27.14825,0,probably,4,undefined,90,window_6,0.33999999999999986,./stim/images/prob_90_5.png,You might get one.,You'll probably get one.,6,might,1,0.66
27.14825,0.15999999999999992,probably,4,undefined,60,aisle_6,0.51,./stim/images/prob_60_2.png,You might get one.,You'll probably get one.,6,might,1,0.33
27.14825,0,probably,4,undefined,100,aisle_6,0,./stim/images/prob_100_2.png,You might get one.,You'll probably get one.,6,might,1,1
27.14825,0,probably,4,undefined,90,aisle_6,0.18000000000000016,./stim/images/prob_90_4.png,You might get one.,You'll probably get one.,6,might,1,0.82
27.14825,0.46,probably,4,undefined,40,aisle_6,0.4,./stim/images/prob_40_2.png,You might get one.,You'll probably get one.,6,might,1,0.1399999999999998
27.14825,0.4,probably,4,undefined,10,aisle_6,0,./stim/images/prob_10_2.png,You might get one.,You'll probably get one.,6,might,1,0.6000000000000001
27.14825,0,probably,4,undefined,0,aisle_6,0,./stim/images/prob_0_3.png,You might get one.,You'll probably get one.,6,might,1,1
27.14825,0.53,probably,4,undefined,50,window_6,0.38,./stim/images/prob_50_1.png,You might get one.,You'll probably get one.,6,might,1,0.08999999999999986
27.14825,0.49,probably,4,undefined,40,window_6,0.24,./stim/images/prob_40_2.png,You might get one.,You'll probably get one.,6,might,1,0.27
27.14825,0.68,probably,4,undefined,25,aisle_6,0,./stim/images/prob_25_2.png,You might get one.,You'll probably get one.,6,might,1,0.31999999999999984
27.14825,0,probably,4,undefined,0,aisle_6,0,./stim/images/prob_0_5.png,You might get one.,You'll probably get one.,6,might,1,1
27.14825,0.23,probably,4,undefined,75,aisle_6,0.66,./stim/images/prob_75_3.png,You might get one.,You'll probably get one.,6,might,1,0.10999999999999988
27.14825,0.39,probably,4,undefined,50,window_6,0.46,./stim/images/prob_50_1.png,You might get one.,You'll probably get one.,6,might,1,0.1499999999999999
27.14825,0.67,probably,4,undefined,25,aisle_6,0,./stim/images/prob_25_2.png,You might get one.,You'll probably get one.,6,might,1,0.33000000000000007
27.14825,0,probably,4,undefined,90,aisle_6,0.73,./stim/images/prob_90_5.png,You might get one.,You'll probably get one.,6,might,1,0.27
27.14825,0,probably,4,undefined,50,aisle_6,0.75,./stim/images/prob_50_1.png,You might get one.,You'll probably get one.,6,might,1,0.25
27.14825,0,probably,4,undefined,75,window_6,0.56,./stim/images/prob_75_4.png,You might get one.,You'll probably get one.,6,might,1,0.43999999999999995
27.14825,0,probably,4,undefined,50,aisle_6,0.61,./stim/images/prob_50_1.png,You might get one.,You'll probably get one.,6,might,1,0.3900000000000001
27.14825,0,probably,4,undefined,100,window_6,0,./stim/images/prob_100_2.png,You might get one.,You'll probably get one.,6,might,1,1
27.14825,0.45,probably,4,undefined,10,window_6,0,./stim/images/prob_10_1.png,You might get one.,You'll probably get one.,6,might,1,0.55
27.14825,0.54,probably,4,undefined,60,window_6,0.39,./stim/images/prob_60_2.png,You might get one.,You'll probably get one.,6,might,1,0.06999999999999984
27.14825,0.6,probably,4,undefined,25,window_6,0.14,./stim/images/prob_25_1.png,You might get one.,You'll probably get one.,6,might,1,0.26
27.14825,0,probably,4,undefined,75,aisle_6,0.64,./stim/images/prob_75_1.png,You might get one.,You'll probably get one.,6,might,1,0.3599999999999999
27.14825,0,probably,4,undefined,60,window_6,0.62,./stim/images/prob_60_2.png,You might get one.,You'll probably get one.,6,might,1,0.3799999999999999
27.14825,0,probably,4,undefined,100,aisle_6,0,./stim/images/prob_100_4.png,You might get one.,You'll probably get one.,6,might,1,1
27.14825,0.38,probably,4,undefined,40,window_6,0.47,./stim/images/prob_40_2.png,You might get one.,You'll probably get one.,6,might,1,0.1499999999999999
27.14825,0,probably,4,undefined,0,window_6,0,./stim/images/prob_0_5.png,You might get one.,You'll probably get one.,6,might,1,1
27.14825,0.23,probably,4,undefined,10,window_6,0,./stim/images/prob_10_4.png,You might get one.,You'll probably get one.,6,might,1,0.77
27.14825,0,probably,4,undefined,100,window_6,0,./stim/images/prob_100_1.png,You might get one.,You'll probably get one.,6,might,1,1
27.14825,0,probably,4,undefined,90,window_6,0.17,./stim/images/prob_90_2.png,You might get one.,You'll probably get one.,6,might,1,0.8300000000000001
27.14825,0.33,probably,4,undefined,60,aisle_6,0.53,./stim/images/prob_60_5.png,You might get one.,You'll probably get one.,6,might,1,0.1399999999999999
27.14825,0,probably,4,undefined,0,window_6,0,./stim/images/prob_0_5.png,You might get one.,You'll probably get one.,6,might,1,1
27.14825,0.61,probably,4,undefined,25,window_6,0,./stim/images/prob_25_2.png,You might get one.,You'll probably get one.,6,might,1,0.3900000000000001
27.14825,0.45,probably,4,undefined,40,aisle_6,0.37,./stim/images/prob_40_1.png,You might get one.,You'll probably get one.,6,might,1,0.17999999999999994
27.14825,0.38,probably,4,undefined,10,aisle_6,0,./stim/images/prob_10_3.png,You might get one.,You'll probably get one.,6,might,1,0.6200000000000001
27.14825,0,probably,4,undefined,75,window_6,0.58,./stim/images/prob_75_4.png,You might get one.,You'll probably get one.,6,might,1,0.41999999999999993
7.95935,0,probably,5,undefined,40,window_6,1,./stim/images/prob_40_4.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0,probably,5,undefined,100,aisle_6,0,./stim/images/prob_100_3.png,You might get one.,You'll probably get one.,6,might,1,1
7.95935,0.73,probably,5,undefined,40,window_6,0.27,./stim/images/prob_40_4.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0,probably,5,undefined,75,window_6,1,./stim/images/prob_75_3.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0.7,probably,5,undefined,50,window_6,0.30000000000000004,./stim/images/prob_50_2.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,1,probably,5,undefined,10,window_6,0,./stim/images/prob_10_5.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0,probably,5,undefined,25,aisle_6,1,./stim/images/prob_25_4.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,1,probably,5,undefined,75,aisle_6,0,./stim/images/prob_75_2.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0,probably,5,undefined,90,window_6,1,./stim/images/prob_90_5.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0.28,probably,5,undefined,50,window_6,0.72,./stim/images/prob_50_5.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0,probably,5,undefined,10,aisle_6,1,./stim/images/prob_10_1.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0,probably,5,undefined,0,aisle_6,0,./stim/images/prob_0_1.png,You might get one.,You'll probably get one.,6,might,1,1
7.95935,0,probably,5,undefined,100,window_6,0,./stim/images/prob_100_1.png,You might get one.,You'll probably get one.,6,might,1,1
7.95935,0.73,probably,5,undefined,75,aisle_6,0.27,./stim/images/prob_75_4.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0.22999999999999998,probably,5,undefined,60,window_6,0.77,./stim/images/prob_60_2.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0.15000000000000013,probably,5,undefined,40,aisle_6,0.85,./stim/images/prob_40_5.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0.75,probably,5,undefined,50,aisle_6,0.25,./stim/images/prob_50_2.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0,probably,5,undefined,100,aisle_6,0,./stim/images/prob_100_2.png,You might get one.,You'll probably get one.,6,might,1,1
7.95935,0,probably,5,undefined,10,aisle_6,1,./stim/images/prob_10_5.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0,probably,5,undefined,0,aisle_6,0,./stim/images/prob_0_2.png,You might get one.,You'll probably get one.,6,might,1,1
7.95935,0,probably,5,undefined,25,aisle_6,1,./stim/images/prob_25_1.png,You might get one.,You'll probably get one.,6,might,1,0
7.95935,0.58,probably,5,undefined,60,aisle_6,0.42000000000000004,./stim/images/prob_60_1.png,You might get one.,You'll probably get one.,6,might,1,0
