image,Answer.condition,percent_window,sentence2,rating1,rating_other,type,modal2,modal1,Answer.time_in_minutes,reverse_sent_order,rating2,condition,workerid,sentence1
./stim/images/prob_40_2.png,undefined,40,You might get one.,1,0,aisle_4,might,probably,7.860033333333333,0,0,4,0,You'll probably get one.
./stim/images/prob_50_5.png,undefined,50,You might get one.,1,0,window_4,might,probably,7.860033333333333,0,0,4,0,You'll probably get one.
./stim/images/prob_40_3.png,undefined,40,You might get one.,1,0,aisle_4,might,probably,7.860033333333333,0,0,4,0,You'll probably get one.
./stim/images/prob_90_4.png,undefined,90,You might get one.,1,0,window_4,might,probably,7.860033333333333,0,0,4,0,You'll probably get one.
./stim/images/prob_25_2.png,undefined,25,You might get one.,0,0,window_4,might,probably,7.860033333333333,0,1,4,0,You'll probably get one.
./stim/images/prob_25_4.png,undefined,25,You might get one.,1,0,aisle_4,might,probably,7.860033333333333,0,0,4,0,You'll probably get one.
./stim/images/prob_60_1.png,undefined,60,You might get one.,1,0,aisle_4,might,probably,7.860033333333333,0,0,4,0,You'll probably get one.
./stim/images/prob_75_3.png,undefined,75,You might get one.,1,0,window_4,might,probably,7.860033333333333,0,0,4,0,You'll probably get one.
./stim/images/prob_0_5.png,undefined,0,You might get one.,0,1,window_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_50_2.png,undefined,50,You might get one.,0,0,window_4,might,probably,10.19045,0,1,4,1,You'll probably get one.
./stim/images/prob_0_2.png,undefined,0,You might get one.,0,1,window_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_90_4.png,undefined,90,You might get one.,1,0,window_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_60_4.png,undefined,60,You might get one.,0.18999999999999995,0,aisle_4,might,probably,10.19045,0,0.81,4,1,You'll probably get one.
./stim/images/prob_50_2.png,undefined,50,You might get one.,0.3999999999999999,0,aisle_4,might,probably,10.19045,0,0.6,4,1,You'll probably get one.
./stim/images/prob_60_2.png,undefined,60,You might get one.,0.08999999999999986,0,window_4,might,probably,10.19045,0,0.91,4,1,You'll probably get one.
./stim/images/prob_40_5.png,undefined,40,You might get one.,0.4600000000000001,0,window_4,might,probably,10.19045,0,0.54,4,1,You'll probably get one.
./stim/images/prob_40_3.png,undefined,40,You might get one.,0.5200000000000001,0,aisle_4,might,probably,10.19045,0,0.48,4,1,You'll probably get one.
./stim/images/prob_75_5.png,undefined,75,You might get one.,0.73,0,window_4,might,probably,10.19045,0,0.27,4,1,You'll probably get one.
./stim/images/prob_100_2.png,undefined,100,You might get one.,1,0,window_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_75_5.png,undefined,75,You might get one.,0,0,aisle_4,might,probably,10.19045,0,1,4,1,You'll probably get one.
./stim/images/prob_60_3.png,undefined,60,You might get one.,0,0,aisle_4,might,probably,10.19045,0,1,4,1,You'll probably get one.
./stim/images/prob_90_3.png,undefined,90,You might get one.,0,0.5299999999999999,aisle_4,might,probably,10.19045,0,0.47,4,1,You'll probably get one.
./stim/images/prob_100_1.png,undefined,100,You might get one.,0,1,aisle_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_0_1.png,undefined,0,You might get one.,1,0,aisle_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_100_1.png,undefined,100,You might get one.,1,0,window_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_25_4.png,undefined,25,You might get one.,1,0,aisle_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_0_4.png,undefined,0,You might get one.,1,0,aisle_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_90_3.png,undefined,90,You might get one.,1,0,window_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_90_2.png,undefined,90,You might get one.,0,0.75,aisle_4,might,probably,10.19045,0,0.25,4,1,You'll probably get one.
./stim/images/prob_50_2.png,undefined,50,You might get one.,0.24,0,window_4,might,probably,10.19045,0,0.76,4,1,You'll probably get one.
./stim/images/prob_75_5.png,undefined,75,You might get one.,0.12,0,window_4,might,probably,10.19045,0,0.8799999999999999,4,1,You'll probably get one.
./stim/images/prob_40_2.png,undefined,40,You might get one.,0.5299999999999998,0,aisle_4,might,probably,10.19045,0,0.4700000000000001,4,1,You'll probably get one.
./stim/images/prob_50_2.png,undefined,50,You might get one.,0.52,0,aisle_4,might,probably,10.19045,0,0.48,4,1,You'll probably get one.
./stim/images/prob_75_3.png,undefined,75,You might get one.,0,0,aisle_4,might,probably,10.19045,0,1,4,1,You'll probably get one.
./stim/images/prob_10_4.png,undefined,10,You might get one.,1,0,aisle_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_25_4.png,undefined,25,You might get one.,0,0,window_4,might,probably,10.19045,0,1,4,1,You'll probably get one.
./stim/images/prob_60_1.png,undefined,60,You might get one.,0.54,0,window_4,might,probably,10.19045,0,0.46,4,1,You'll probably get one.
./stim/images/prob_10_1.png,undefined,10,You might get one.,0,0.39,window_4,might,probably,10.19045,0,0.61,4,1,You'll probably get one.
./stim/images/prob_10_4.png,undefined,10,You might get one.,1,0,aisle_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_10_1.png,undefined,10,You might get one.,0,0.7,window_4,might,probably,10.19045,0,0.3,4,1,You'll probably get one.
./stim/images/prob_100_5.png,undefined,100,You might get one.,0,1,aisle_4,might,probably,10.19045,0,0,4,1,You'll probably get one.
./stim/images/prob_40_2.png,undefined,40,You might get one.,0,0,window_4,might,probably,10.19045,0,1,4,1,You'll probably get one.
./stim/images/prob_25_5.png,undefined,25,You might get one.,0.87,0,aisle_4,might,probably,10.19045,0,0.1299999999999999,4,1,You'll probably get one.
./stim/images/prob_25_2.png,undefined,25,You might get one.,0,0,window_4,might,probably,10.19045,0,1,4,1,You'll probably get one.
./stim/images/prob_60_5.png,undefined,60,You might get one.,0,0.040000000000000036,aisle_4,might,probably,10.874816666666666,0,0.96,4,2,You'll probably get one.
./stim/images/prob_90_5.png,undefined,90,You might get one.,0,0.82,aisle_4,might,probably,10.874816666666666,0,0.18000000000000005,4,2,You'll probably get one.
./stim/images/prob_25_1.png,undefined,25,You might get one.,0.8799999999999999,0,aisle_4,might,probably,10.874816666666666,0,0.12,4,2,You'll probably get one.
./stim/images/prob_90_5.png,undefined,90,You might get one.,1,0,window_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_75_2.png,undefined,75,You might get one.,0,0.20999999999999985,aisle_4,might,probably,10.874816666666666,0,0.79,4,2,You'll probably get one.
./stim/images/prob_40_2.png,undefined,40,You might get one.,0,0.14,window_4,might,probably,10.874816666666666,0,0.86,4,2,You'll probably get one.
./stim/images/prob_60_5.png,undefined,60,You might get one.,0,0,aisle_4,might,probably,10.874816666666666,0,1,4,2,You'll probably get one.
./stim/images/prob_10_2.png,undefined,10,You might get one.,0,0.91,window_4,might,probably,10.874816666666666,0,0.08999999999999997,4,2,You'll probably get one.
./stim/images/prob_50_1.png,undefined,50,You might get one.,0,0,aisle_4,might,probably,10.874816666666666,0,1,4,2,You'll probably get one.
./stim/images/prob_100_3.png,undefined,100,You might get one.,0,1,aisle_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_10_2.png,undefined,10,You might get one.,1,0,aisle_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_100_5.png,undefined,100,You might get one.,0,1,window_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_90_3.png,undefined,90,You might get one.,0,0.5900000000000001,aisle_4,might,probably,10.874816666666666,0,0.41,4,2,You'll probably get one.
./stim/images/prob_100_2.png,undefined,100,You might get one.,0.06000000000000005,0.94,window_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_50_5.png,undefined,50,You might get one.,0,0,aisle_4,might,probably,10.874816666666666,0,1,4,2,You'll probably get one.
./stim/images/prob_100_1.png,undefined,100,You might get one.,0,1,aisle_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_50_5.png,undefined,50,You might get one.,0,0,window_4,might,probably,10.874816666666666,0,1,4,2,You'll probably get one.
./stim/images/prob_25_1.png,undefined,25,You might get one.,0.89,0,aisle_4,might,probably,10.874816666666666,0,0.1100000000000001,4,2,You'll probably get one.
./stim/images/prob_25_2.png,undefined,25,You might get one.,0,0.15999999999999992,window_4,might,probably,10.874816666666666,0,0.84,4,2,You'll probably get one.
./stim/images/prob_0_5.png,undefined,0,You might get one.,0,1,window_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_10_1.png,undefined,10,You might get one.,1,0,aisle_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_40_4.png,undefined,40,You might get one.,0,0,window_4,might,probably,10.874816666666666,0,1,4,2,You'll probably get one.
./stim/images/prob_75_2.png,undefined,75,You might get one.,0.91,0,window_4,might,probably,10.874816666666666,0,0.08999999999999986,4,2,You'll probably get one.
./stim/images/prob_10_3.png,undefined,10,You might get one.,0,0.6200000000000001,window_4,might,probably,10.874816666666666,0,0.38,4,2,You'll probably get one.
./stim/images/prob_0_3.png,undefined,0,You might get one.,0,1,aisle_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_50_3.png,undefined,50,You might get one.,0,0,window_4,might,probably,10.874816666666666,0,1,4,2,You'll probably get one.
./stim/images/prob_40_5.png,undefined,40,You might get one.,0.050000000000000044,0,aisle_4,might,probably,10.874816666666666,0,0.95,4,2,You'll probably get one.
./stim/images/prob_0_1.png,undefined,0,You might get one.,0,1,aisle_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_0_2.png,undefined,0,You might get one.,0,1,window_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_75_5.png,undefined,75,You might get one.,1,0,window_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_60_1.png,undefined,60,You might get one.,0.41000000000000003,0,window_4,might,probably,10.874816666666666,0,0.59,4,2,You'll probably get one.
./stim/images/prob_90_1.png,undefined,90,You might get one.,1,0,window_4,might,probably,10.874816666666666,0,0,4,2,You'll probably get one.
./stim/images/prob_25_4.png,undefined,25,You might get one.,0,0,window_4,might,probably,10.874816666666666,0,1,4,2,You'll probably get one.
./stim/images/prob_75_4.png,undefined,75,You might get one.,0,0,aisle_4,might,probably,10.874816666666666,0,1,4,2,You'll probably get one.
./stim/images/prob_40_2.png,undefined,40,You might get one.,0.8,0,aisle_4,might,probably,10.874816666666666,0,0.20000000000000007,4,2,You'll probably get one.
./stim/images/prob_60_1.png,undefined,60,You might get one.,0.6,0,window_4,might,probably,10.874816666666666,0,0.40000000000000013,4,2,You'll probably get one.
./stim/images/prob_25_3.png,undefined,25,You might get one.,0,0,window_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_90_5.png,undefined,90,You might get one.,1,0,window_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_75_4.png,undefined,75,You might get one.,0,0,aisle_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_50_2.png,undefined,50,You might get one.,0,0,aisle_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_75_3.png,undefined,75,You might get one.,1,0,window_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_60_4.png,undefined,60,You might get one.,0,0,window_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_60_2.png,undefined,60,You might get one.,0,0,aisle_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_25_1.png,undefined,25,You might get one.,1,0,aisle_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_10_4.png,undefined,10,You might get one.,0,0,window_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_10_2.png,undefined,10,You might get one.,1,0,aisle_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_10_1.png,undefined,10,You might get one.,0,0,window_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_0_2.png,undefined,0,You might get one.,0,1,aisle_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_50_4.png,undefined,50,You might get one.,0,0,window_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_60_3.png,undefined,60,You might get one.,0,0,aisle_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_0_5.png,undefined,0,You might get one.,0,1,aisle_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_100_1.png,undefined,100,You might get one.,0,1,aisle_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_0_1.png,undefined,0,You might get one.,0,1,window_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_25_2.png,undefined,25,You might get one.,1,0,aisle_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_40_1.png,undefined,40,You might get one.,0,0,window_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_75_2.png,undefined,75,You might get one.,0,0,aisle_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_50_3.png,undefined,50,You might get one.,0,0,aisle_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_50_3.png,undefined,50,You might get one.,0,0,window_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_40_4.png,undefined,40,You might get one.,0.2400000000000001,0,aisle_4,might,probably,10.359933333333334,1,0.76,4,3,You'll probably get one.
./stim/images/prob_100_1.png,undefined,100,You might get one.,0,1,aisle_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_0_2.png,undefined,0,You might get one.,0,1,window_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_75_1.png,undefined,75,You might get one.,1,0,window_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_100_2.png,undefined,100,You might get one.,0,1,window_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_90_1.png,undefined,90,You might get one.,1,0,aisle_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_100_1.png,undefined,100,You might get one.,0,1,window_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_25_3.png,undefined,25,You might get one.,0,0,window_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_90_3.png,undefined,90,You might get one.,0,0,aisle_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_40_4.png,undefined,40,You might get one.,0,0,window_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_60_4.png,undefined,60,You might get one.,0,0,window_4,might,probably,10.359933333333334,1,1,4,3,You'll probably get one.
./stim/images/prob_90_3.png,undefined,90,You might get one.,1,0,window_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_40_3.png,undefined,40,You might get one.,0.13,0,aisle_4,might,probably,10.359933333333334,1,0.8700000000000001,4,3,You'll probably get one.
./stim/images/prob_10_2.png,undefined,10,You might get one.,1,0,aisle_4,might,probably,10.359933333333334,1,0,4,3,You'll probably get one.
./stim/images/prob_100_2.png,undefined,100,You might get one.,1,0,window_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_75_1.png,undefined,75,You might get one.,0,0,aisle_4,might,probably,19.330233333333332,0,1,4,4,You'll probably get one.
./stim/images/prob_75_3.png,undefined,75,You might get one.,0,0,aisle_4,might,probably,19.330233333333332,0,1,4,4,You'll probably get one.
./stim/images/prob_0_2.png,undefined,0,You might get one.,0,1,window_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_60_5.png,undefined,60,You might get one.,0,0,aisle_4,might,probably,19.330233333333332,0,1,4,4,You'll probably get one.
./stim/images/prob_10_1.png,undefined,10,You might get one.,0,0,window_4,might,probably,19.330233333333332,0,1,4,4,You'll probably get one.
./stim/images/prob_25_1.png,undefined,25,You might get one.,1,0,aisle_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_0_2.png,undefined,0,You might get one.,1,0,aisle_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_10_1.png,undefined,10,You might get one.,1,0,aisle_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_25_3.png,undefined,25,You might get one.,0,0,window_4,might,probably,19.330233333333332,0,1,4,4,You'll probably get one.
./stim/images/prob_10_2.png,undefined,10,You might get one.,1,0,aisle_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_50_1.png,undefined,50,You might get one.,0.49,0,window_4,might,probably,19.330233333333332,0,0.51,4,4,You'll probably get one.
./stim/images/prob_100_2.png,undefined,100,You might get one.,0,1,aisle_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_25_3.png,undefined,25,You might get one.,1,0,aisle_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_100_2.png,undefined,100,You might get one.,0,1,aisle_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_100_1.png,undefined,100,You might get one.,1,0,window_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_90_3.png,undefined,90,You might get one.,1,0,window_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_75_1.png,undefined,75,You might get one.,1,0,window_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_90_3.png,undefined,90,You might get one.,0,0.28,aisle_4,might,probably,19.330233333333332,0,0.72,4,4,You'll probably get one.
./stim/images/prob_60_5.png,undefined,60,You might get one.,0.019999999999999907,2.220446049250313e-16,window_4,might,probably,19.330233333333332,0,0.98,4,4,You'll probably get one.
./stim/images/prob_0_1.png,undefined,0,You might get one.,1,0,aisle_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_60_3.png,undefined,60,You might get one.,0.98,0,window_4,might,probably,19.330233333333332,0,0.020000000000000018,4,4,You'll probably get one.
./stim/images/prob_50_1.png,undefined,50,You might get one.,0.06999999999999984,0,aisle_4,might,probably,19.330233333333332,0,0.93,4,4,You'll probably get one.
./stim/images/prob_60_2.png,undefined,60,You might get one.,0.31999999999999984,2.220446049250313e-16,aisle_4,might,probably,19.330233333333332,0,0.68,4,4,You'll probably get one.
./stim/images/prob_10_2.png,undefined,10,You might get one.,0,0.48,window_4,might,probably,19.330233333333332,0,0.5200000000000001,4,4,You'll probably get one.
./stim/images/prob_40_5.png,undefined,40,You might get one.,0.97,0,aisle_4,might,probably,19.330233333333332,0,0.030000000000000027,4,4,You'll probably get one.
./stim/images/prob_90_2.png,undefined,90,You might get one.,0.98,2.220446049250313e-16,window_4,might,probably,19.330233333333332,0,0.019999999999999907,4,4,You'll probably get one.
./stim/images/prob_50_4.png,undefined,50,You might get one.,0.45000000000000007,0,window_4,might,probably,19.330233333333332,0,0.55,4,4,You'll probably get one.
./stim/images/prob_25_1.png,undefined,25,You might get one.,0,0.22999999999999998,window_4,might,probably,19.330233333333332,0,0.77,4,4,You'll probably get one.
./stim/images/prob_40_1.png,undefined,40,You might get one.,0.34,0.1499999999999999,window_4,might,probably,19.330233333333332,0,0.51,4,4,You'll probably get one.
./stim/images/prob_75_1.png,undefined,75,You might get one.,0.95,0,window_4,might,probably,19.330233333333332,0,0.050000000000000044,4,4,You'll probably get one.
./stim/images/prob_40_2.png,undefined,40,You might get one.,0.019999999999999907,2.220446049250313e-16,window_4,might,probably,19.330233333333332,0,0.98,4,4,You'll probably get one.
./stim/images/prob_40_3.png,undefined,40,You might get one.,0.56,0,aisle_4,might,probably,19.330233333333332,0,0.43999999999999995,4,4,You'll probably get one.
./stim/images/prob_90_1.png,undefined,90,You might get one.,0,0.41000000000000014,aisle_4,might,probably,19.330233333333332,0,0.59,4,4,You'll probably get one.
./stim/images/prob_50_5.png,undefined,50,You might get one.,0.51,0,aisle_4,might,probably,19.330233333333332,0,0.49,4,4,You'll probably get one.
./stim/images/prob_0_5.png,undefined,0,You might get one.,0,1,window_4,might,probably,19.330233333333332,0,0,4,4,You'll probably get one.
./stim/images/prob_75_2.png,undefined,75,You might get one.,0.51,0,window_4,might,probably,16.907516666666666,0,0.4899999999999999,4,5,You'll probably get one.
./stim/images/prob_90_2.png,undefined,90,You might get one.,0.71,0,aisle_4,might,probably,16.907516666666666,0,0.29000000000000004,4,5,You'll probably get one.
./stim/images/prob_75_3.png,undefined,75,You might get one.,0.56,0,aisle_4,might,probably,16.907516666666666,0,0.43999999999999995,4,5,You'll probably get one.
./stim/images/prob_25_2.png,undefined,25,You might get one.,0.7,0,window_4,might,probably,16.907516666666666,0,0.30000000000000004,4,5,You'll probably get one.
./stim/images/prob_40_5.png,undefined,40,You might get one.,0.5300000000000001,0,aisle_4,might,probably,16.907516666666666,0,0.47,4,5,You'll probably get one.
./stim/images/prob_40_5.png,undefined,40,You might get one.,0.51,0,aisle_4,might,probably,16.907516666666666,0,0.49,4,5,You'll probably get one.
./stim/images/prob_50_1.png,undefined,50,You might get one.,0.47,0,window_4,might,probably,16.907516666666666,0,0.53,4,5,You'll probably get one.
./stim/images/prob_25_3.png,undefined,25,You might get one.,0.65,0,window_4,might,probably,16.907516666666666,0,0.35,4,5,You'll probably get one.
./stim/images/prob_0_5.png,undefined,0,You might get one.,0,1,window_4,might,probably,16.907516666666666,0,0,4,5,You'll probably get one.
./stim/images/prob_40_3.png,undefined,40,You might get one.,0.59,0,window_4,might,probably,16.907516666666666,0,0.41,4,5,You'll probably get one.
./stim/images/prob_60_3.png,undefined,60,You might get one.,0.3799999999999999,0,window_4,might,probably,16.907516666666666,0,0.62,4,5,You'll probably get one.
./stim/images/prob_50_1.png,undefined,50,You might get one.,0.33999999999999986,0,aisle_4,might,probably,16.907516666666666,0,0.66,4,5,You'll probably get one.
./stim/images/prob_90_5.png,undefined,90,You might get one.,0.75,0,window_4,might,probably,16.907516666666666,0,0.25,4,5,You'll probably get one.
./stim/images/prob_100_2.png,undefined,100,You might get one.,0,1,aisle_4,might,probably,16.907516666666666,0,0,4,5,You'll probably get one.
./stim/images/prob_75_1.png,undefined,75,You might get one.,0.61,0,aisle_4,might,probably,16.907516666666666,0,0.3899999999999999,4,5,You'll probably get one.
./stim/images/prob_25_5.png,undefined,25,You might get one.,0.73,0,aisle_4,might,probably,16.907516666666666,0,0.27000000000000013,4,5,You'll probably get one.
./stim/images/prob_10_5.png,undefined,10,You might get one.,0.44,0,aisle_4,might,probably,16.907516666666666,0,0.5599999999999999,4,5,You'll probably get one.
./stim/images/prob_60_5.png,undefined,60,You might get one.,0.6,0,window_4,might,probably,16.907516666666666,0,0.4,4,5,You'll probably get one.
./stim/images/prob_60_2.png,undefined,60,You might get one.,0.61,0,aisle_4,might,probably,16.907516666666666,0,0.3899999999999999,4,5,You'll probably get one.
./stim/images/prob_40_2.png,undefined,40,You might get one.,0.35,0,window_4,might,probably,16.907516666666666,0,0.65,4,5,You'll probably get one.
./stim/images/prob_100_4.png,undefined,100,You might get one.,0,1,aisle_4,might,probably,16.907516666666666,0,0,4,5,You'll probably get one.
./stim/images/prob_100_2.png,undefined,100,You might get one.,0.86,0,window_4,might,probably,16.907516666666666,0,0.14,4,5,You'll probably get one.
