percent_window,Answer.condition,sentence2,rating_other,rating2,workerid,reverse_sent_order,Answer.time_in_minutes,type,modal1,rating1,image,sentence1,condition,modal2
0,undefined,You might get one.,1,0,1,1,14.848866666666666,window_3,probably,0,./stim/images/prob_0_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0.24,1,1,14.848866666666666,aisle_3,probably,0.76,./stim/images/prob_25_5.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.87,1,1,14.848866666666666,aisle_3,probably,0.1299999999999999,./stim/images/prob_60_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.44,1,1,14.848866666666666,window_3,probably,0.5599999999999999,./stim/images/prob_50_4.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,1,1,14.848866666666666,aisle_3,probably,0,./stim/images/prob_100_2.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0,1,1,14.848866666666666,window_3,probably,1,./stim/images/prob_90_1.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.35,1,1,14.848866666666666,aisle_3,probably,0.65,./stim/images/prob_40_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.18,1,1,14.848866666666666,window_3,probably,0.82,./stim/images/prob_60_3.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,1,1,14.848866666666666,aisle_3,probably,1,./stim/images/prob_10_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.94,0.06,1,1,14.848866666666666,aisle_3,probably,0,./stim/images/prob_90_4.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.14,1,1,14.848866666666666,window_3,probably,0.8599999999999999,./stim/images/prob_60_2.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.77,1,1,14.848866666666666,aisle_3,probably,0.22999999999999998,./stim/images/prob_50_4.png,You'll probably get one.,3,might
100,undefined,You might get one.,0,0,1,1,14.848866666666666,window_3,probably,1,./stim/images/prob_100_3.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,1,1,14.848866666666666,aisle_3,probably,1,./stim/images/prob_10_2.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.93,1,1,14.848866666666666,aisle_3,probably,0.06999999999999995,./stim/images/prob_75_2.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.83,1,1,14.848866666666666,window_3,probably,0.17000000000000015,./stim/images/prob_40_1.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.07,1,1,14.848866666666666,aisle_3,probably,0.9299999999999999,./stim/images/prob_40_2.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0,1,1,14.848866666666666,window_3,probably,1,./stim/images/prob_90_1.png,You'll probably get one.,3,might
100,undefined,You might get one.,0,0,1,1,14.848866666666666,window_3,probably,1,./stim/images/prob_100_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.1,1,1,14.848866666666666,window_3,probably,0.8999999999999999,./stim/images/prob_75_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.97,1,1,14.848866666666666,aisle_3,probably,0.030000000000000027,./stim/images/prob_75_2.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.96,0.04,1,1,14.848866666666666,window_3,probably,0,./stim/images/prob_10_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,1,1,14.848866666666666,window_3,probably,0,./stim/images/prob_25_4.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.98,0.019999999999999907,1,1,14.848866666666666,aisle_3,probably,0,./stim/images/prob_90_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,0,0,1,1,14.848866666666666,aisle_3,probably,1,./stim/images/prob_0_3.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,1,1,14.848866666666666,aisle_3,probably,0,./stim/images/prob_100_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,1,1,14.848866666666666,window_3,probably,0,./stim/images/prob_0_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.93,1,1,14.848866666666666,window_3,probably,0.06999999999999984,./stim/images/prob_40_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,1,1,14.848866666666666,aisle_3,probably,0,./stim/images/prob_60_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.6499999999999999,0.35,1,1,14.848866666666666,window_3,probably,0,./stim/images/prob_25_5.png,You'll probably get one.,3,might
0,undefined,You might get one.,0,0,1,1,14.848866666666666,aisle_3,probably,1,./stim/images/prob_0_1.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.8800000000000001,0.12,1,1,14.848866666666666,window_3,probably,0,./stim/images/prob_10_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.17000000000000004,0.43000000000000005,2,0,8.8439,aisle_3,probably,0.4,./stim/images/prob_10_4.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.31000000000000005,0.25,2,0,8.8439,window_3,probably,0.44,./stim/images/prob_90_5.png,You'll probably get one.,3,might
60,undefined,You might get one.,0.07000000000000017,0.31,2,0,8.8439,aisle_3,probably,0.62,./stim/images/prob_60_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.09999999999999998,0.49,2,0,8.8439,window_3,probably,0.41,./stim/images/prob_25_5.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.12,0.27,2,0,8.8439,window_3,probably,0.61,./stim/images/prob_10_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0.3400000000000001,0.35,2,0,8.8439,aisle_3,probably,0.31,./stim/images/prob_50_4.png,You'll probably get one.,3,might
100,undefined,You might get one.,0.29999999999999993,0.06,2,0,8.8439,aisle_3,probably,0.64,./stim/images/prob_100_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.3500000000000001,0.3,2,0,8.8439,window_3,probably,0.35,./stim/images/prob_90_5.png,You'll probably get one.,3,might
100,undefined,You might get one.,0.18999999999999995,0.29,2,0,8.8439,window_3,probably,0.52,./stim/images/prob_100_5.png,You'll probably get one.,3,might
40,undefined,You might get one.,0.17999999999999994,0.29,2,0,8.8439,window_3,probably,0.53,./stim/images/prob_40_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.5,0.27,2,0,8.8439,aisle_3,probably,0.23,./stim/images/prob_90_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.06999999999999995,0.36,2,0,8.8439,aisle_3,probably,0.57,./stim/images/prob_25_1.png,You'll probably get one.,3,might
75,undefined,You might get one.,0.21000000000000008,0.28,2,0,8.8439,window_3,probably,0.51,./stim/images/prob_75_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,0.23999999999999988,0.45,2,0,8.8439,aisle_3,probably,0.31,./stim/images/prob_0_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.1399999999999999,0.32,2,0,8.8439,window_3,probably,0.54,./stim/images/prob_10_5.png,You'll probably get one.,3,might
75,undefined,You might get one.,0.3700000000000001,0.23,2,0,8.8439,aisle_3,probably,0.4,./stim/images/prob_75_3.png,You'll probably get one.,3,might
50,undefined,You might get one.,0.040000000000000036,0.68,2,0,8.8439,window_3,probably,0.28,./stim/images/prob_50_1.png,You'll probably get one.,3,might
60,undefined,You might get one.,0.3999999999999999,0.41,2,0,8.8439,window_3,probably,0.19,./stim/images/prob_60_3.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.039999999999999925,0.58,2,0,8.8439,aisle_3,probably,0.38,./stim/images/prob_25_4.png,You'll probably get one.,3,might
60,undefined,You might get one.,0.48,0.27,2,0,8.8439,window_3,probably,0.25,./stim/images/prob_60_2.png,You'll probably get one.,3,might
100,undefined,You might get one.,0.31999999999999995,0.31,2,0,8.8439,aisle_3,probably,0.37,./stim/images/prob_100_4.png,You'll probably get one.,3,might
50,undefined,You might get one.,0.46999999999999986,0.28,2,0,8.8439,aisle_3,probably,0.25,./stim/images/prob_50_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0.31000000000000005,0.31,2,0,8.8439,window_3,probably,0.38,./stim/images/prob_75_2.png,You'll probably get one.,3,might
60,undefined,You might get one.,0.32999999999999996,0.36,2,0,8.8439,aisle_3,probably,0.31,./stim/images/prob_60_2.png,You'll probably get one.,3,might
40,undefined,You might get one.,0.13000000000000012,0.29,2,0,8.8439,aisle_3,probably,0.58,./stim/images/prob_40_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.27,0.47,2,0,8.8439,aisle_3,probably,0.26,./stim/images/prob_10_3.png,You'll probably get one.,3,might
40,undefined,You might get one.,0.47,0.31,2,0,8.8439,aisle_3,probably,0.22,./stim/images/prob_40_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0.20999999999999985,0.31,2,0,8.8439,window_3,probably,0.48,./stim/images/prob_50_1.png,You'll probably get one.,3,might
100,undefined,You might get one.,0.38,0.28,2,0,8.8439,window_3,probably,0.34,./stim/images/prob_100_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,0.31000000000000005,0.26,2,0,8.8439,window_3,probably,0.43,./stim/images/prob_0_5.png,You'll probably get one.,3,might
0,undefined,You might get one.,0.20999999999999996,0.38,2,0,8.8439,window_3,probably,0.41,./stim/images/prob_0_3.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.09000000000000019,0.57,2,0,8.8439,window_3,probably,0.34,./stim/images/prob_25_1.png,You'll probably get one.,3,might
40,undefined,You might get one.,1.1102230246251565e-16,0.6,2,0,8.8439,window_3,probably,0.4,./stim/images/prob_40_5.png,You'll probably get one.,3,might
75,undefined,You might get one.,0.3500000000000001,0.36,2,0,8.8439,aisle_3,probably,0.29,./stim/images/prob_75_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,0.19999999999999996,0.31,2,0,8.8439,aisle_3,probably,0.49,./stim/images/prob_0_1.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.19999999999999996,0.53,2,0,8.8439,aisle_3,probably,0.27,./stim/images/prob_90_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.97,3,1,15.643783333333333,window_3,probably,0.029999999999999916,./stim/images/prob_60_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0.03,0.95,3,1,15.643783333333333,aisle_3,probably,0.02,./stim/images/prob_50_5.png,You'll probably get one.,3,might
40,undefined,You might get one.,0.15,0.52,3,1,15.643783333333333,aisle_3,probably,0.33,./stim/images/prob_40_5.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.9299999999999999,0.07,3,1,15.643783333333333,aisle_3,probably,0,./stim/images/prob_90_1.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,3,1,15.643783333333333,aisle_3,probably,0,./stim/images/prob_100_1.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.010000000000000009,0,3,1,15.643783333333333,window_3,probably,0.99,./stim/images/prob_90_4.png,You'll probably get one.,3,might
75,undefined,You might get one.,0.19999999999999996,0.76,3,1,15.643783333333333,aisle_3,probably,0.04,./stim/images/prob_75_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0.15999999999999992,0.72,3,1,15.643783333333333,window_3,probably,0.12,./stim/images/prob_40_4.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,3,1,15.643783333333333,window_3,probably,0,./stim/images/prob_100_2.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,3,1,15.643783333333333,window_3,probably,0,./stim/images/prob_0_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.010000000000000009,0,3,1,15.643783333333333,window_3,probably,0.99,./stim/images/prob_90_5.png,You'll probably get one.,3,might
50,undefined,You might get one.,0.10999999999999988,0.78,3,1,15.643783333333333,window_3,probably,0.11,./stim/images/prob_50_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.010000000000000009,0,3,1,15.643783333333333,aisle_3,probably,0.99,./stim/images/prob_10_3.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.010000000000000009,0,3,1,15.643783333333333,aisle_3,probably,0.99,./stim/images/prob_10_2.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.33,3,1,15.643783333333333,window_3,probably,0.6699999999999999,./stim/images/prob_75_1.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,3,1,15.643783333333333,aisle_3,probably,0,./stim/images/prob_0_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.28,0.67,3,1,15.643783333333333,window_3,probably,0.05,./stim/images/prob_25_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0.10999999999999999,0.7,3,1,15.643783333333333,window_3,probably,0.19,./stim/images/prob_40_5.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.73,0.27,3,1,15.643783333333333,window_3,probably,0,./stim/images/prob_10_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,3,1,15.643783333333333,window_3,probably,0,./stim/images/prob_0_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0.01,0.78,3,1,15.643783333333333,aisle_3,probably,0.21,./stim/images/prob_50_3.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,3,1,15.643783333333333,window_3,probably,0,./stim/images/prob_100_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.030000000000000027,0.12,3,1,15.643783333333333,aisle_3,probably,0.85,./stim/images/prob_25_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0.019999999999999907,0.72,3,1,15.643783333333333,aisle_3,probably,0.26,./stim/images/prob_60_4.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,3,1,15.643783333333333,aisle_3,probably,0,./stim/images/prob_100_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0.1399999999999999,3,1,15.643783333333333,aisle_3,probably,0.86,./stim/images/prob_25_3.png,You'll probably get one.,3,might
50,undefined,You might get one.,1.1102230246251565e-16,0.81,3,1,15.643783333333333,window_3,probably,0.18999999999999995,./stim/images/prob_50_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,0.08000000000000007,0.82,3,1,15.643783333333333,aisle_3,probably,0.1,./stim/images/prob_60_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.88,0.12,3,1,15.643783333333333,window_3,probably,0,./stim/images/prob_10_5.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.41,3,1,15.643783333333333,aisle_3,probably,0.5900000000000001,./stim/images/prob_40_3.png,You'll probably get one.,3,might
60,undefined,You might get one.,2.220446049250313e-16,0.4099999999999999,3,1,15.643783333333333,window_3,probably,0.59,./stim/images/prob_60_2.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,3,1,15.643783333333333,aisle_3,probably,0,./stim/images/prob_0_3.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.9099999999999999,0.09,3,1,15.643783333333333,aisle_3,probably,0,./stim/images/prob_90_5.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.14,3,1,15.643783333333333,window_3,probably,0.86,./stim/images/prob_75_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.09000000000000019,0.85,3,1,15.643783333333333,window_3,probably,0.06,./stim/images/prob_25_1.png,You'll probably get one.,3,might
75,undefined,You might get one.,0.04,0.84,3,1,15.643783333333333,aisle_3,probably,0.12,./stim/images/prob_75_1.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.83,4,1,8.07195,aisle_3,probably,0.17000000000000015,./stim/images/prob_60_1.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0.08999999999999986,4,1,8.07195,window_3,probably,0.91,./stim/images/prob_10_4.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.75,0.25,4,1,8.07195,window_3,probably,0,./stim/images/prob_25_4.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0.10999999999999999,4,1,8.07195,window_3,probably,0.89,./stim/images/prob_90_4.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,4,1,8.07195,window_3,probably,0,./stim/images/prob_0_1.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,4,1,8.07195,window_3,probably,0,./stim/images/prob_100_4.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.93,4,1,8.07195,window_3,probably,0.06999999999999984,./stim/images/prob_50_4.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.2899999999999999,4,1,8.07195,window_3,probably,0.71,./stim/images/prob_75_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0.1499999999999999,4,1,8.07195,aisle_3,probably,0.85,./stim/images/prob_25_1.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0.07000000000000006,4,1,8.07195,aisle_3,probably,0.93,./stim/images/prob_10_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.95,4,1,8.07195,window_3,probably,0.050000000000000155,./stim/images/prob_40_5.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,4,1,8.07195,aisle_3,probably,0,./stim/images/prob_100_2.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,0.08999999999999997,4,1,8.07195,window_3,probably,0.91,./stim/images/prob_75_4.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,4,1,8.07195,aisle_3,probably,0,./stim/images/prob_0_2.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.88,4,1,8.07195,aisle_3,probably,0.12,./stim/images/prob_60_3.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.76,4,1,8.07195,aisle_3,probably,0.24,./stim/images/prob_50_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0.93,0.06999999999999984,4,1,8.07195,window_3,probably,0,./stim/images/prob_10_5.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0.1299999999999999,4,1,8.07195,aisle_3,probably,0.87,./stim/images/prob_25_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.88,4,1,8.07195,aisle_3,probably,0.1200000000000001,./stim/images/prob_50_4.png,You'll probably get one.,3,might
75,undefined,You might get one.,0.76,0.24,4,1,8.07195,aisle_3,probably,0,./stim/images/prob_75_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,4,1,8.07195,window_3,probably,0,./stim/images/prob_0_2.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,4,1,8.07195,aisle_3,probably,0,./stim/images/prob_100_5.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.56,4,1,8.07195,window_3,probably,0.43,./stim/images/prob_60_5.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0.09999999999999987,4,1,8.07195,window_3,probably,0.9,./stim/images/prob_90_4.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.87,4,1,8.07195,window_3,probably,0.1299999999999999,./stim/images/prob_40_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0.6699999999999999,0.33,4,1,8.07195,window_3,probably,0,./stim/images/prob_25_5.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.8899999999999999,0.11,4,1,8.07195,aisle_3,probably,0,./stim/images/prob_90_3.png,You'll probably get one.,3,might
75,undefined,You might get one.,0.30999999999999994,0.69,4,1,8.07195,aisle_3,probably,0,./stim/images/prob_75_1.png,You'll probably get one.,3,might
90,undefined,You might get one.,0.56,0.44,4,1,8.07195,aisle_3,probably,0,./stim/images/prob_90_3.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0.09000000000000008,4,1,8.07195,aisle_3,probably,0.91,./stim/images/prob_10_5.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.3699999999999999,4,1,8.07195,window_3,probably,0.63,./stim/images/prob_60_4.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,4,1,8.07195,aisle_3,probably,0,./stim/images/prob_0_2.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.16999999999999993,4,1,8.07195,aisle_3,probably,0.83,./stim/images/prob_40_1.png,You'll probably get one.,3,might
50,undefined,You might get one.,0,0.56,4,1,8.07195,window_3,probably,0.43999999999999984,./stim/images/prob_50_2.png,You'll probably get one.,3,might
40,undefined,You might get one.,0,0.16000000000000003,4,1,8.07195,aisle_3,probably,0.84,./stim/images/prob_40_1.png,You'll probably get one.,3,might
100,undefined,You might get one.,1,0,4,1,8.07195,window_3,probably,0,./stim/images/prob_100_4.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,5,0,12.181216666666666,aisle_3,probably,0,./stim/images/prob_0_4.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,5,0,12.181216666666666,aisle_3,probably,1,./stim/images/prob_10_3.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,5,0,12.181216666666666,window_3,probably,0,./stim/images/prob_25_2.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,1,5,0,12.181216666666666,aisle_3,probably,0,./stim/images/prob_60_1.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,1,5,0,12.181216666666666,aisle_3,probably,0,./stim/images/prob_90_2.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,0,5,0,12.181216666666666,aisle_3,probably,1,./stim/images/prob_25_4.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,5,0,12.181216666666666,aisle_3,probably,0,./stim/images/prob_0_1.png,You'll probably get one.,3,might
60,undefined,You might get one.,0,0.49,5,0,12.181216666666666,window_3,probably,0.51,./stim/images/prob_60_3.png,You'll probably get one.,3,might
0,undefined,You might get one.,1,0,5,0,12.181216666666666,window_3,probably,0,./stim/images/prob_0_3.png,You'll probably get one.,3,might
10,undefined,You might get one.,0,0,5,0,12.181216666666666,aisle_3,probably,1,./stim/images/prob_10_4.png,You'll probably get one.,3,might
90,undefined,You might get one.,0,0,5,0,12.181216666666666,window_3,probably,1,./stim/images/prob_90_1.png,You'll probably get one.,3,might
25,undefined,You might get one.,0,1,5,0,12.181216666666666,window_3,probably,0,./stim/images/prob_25_1.png,You'll probably get one.,3,might
75,undefined,You might get one.,0,1,5,0,12.181216666666666,aisle_3,probably,0,./stim/images/prob_75_1.png,You'll probably get one.,3,might
