Answer.condition,reverse_sent_order,sentence1,rating1,modal2,modal1,percent_window,type,rating2,sentence2,rating_other,condition,image,workerid,Answer.time_in_minutes
undefined,0,You'll probably get one.,1,might,probably,10,aisle_1,0,You might get one.,0,1,./stim/images/prob_10_2.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,40,window_1,1,You might get one.,0,1,./stim/images/prob_40_3.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,75,aisle_1,1,You might get one.,0,1,./stim/images/prob_75_1.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,60,window_1,1,You might get one.,0,1,./stim/images/prob_60_4.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,50,window_1,1,You might get one.,0,1,./stim/images/prob_50_4.png,0,14.7583
undefined,0,You'll probably get one.,1,might,probably,0,aisle_1,0,You might get one.,0,1,./stim/images/prob_0_4.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,0,window_1,0,You might get one.,1,1,./stim/images/prob_0_3.png,0,14.7583
undefined,0,You'll probably get one.,1,might,probably,100,window_1,0,You might get one.,0,1,./stim/images/prob_100_3.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,75,window_1,1,You might get one.,0,1,./stim/images/prob_75_1.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,60,aisle_1,1,You might get one.,0,1,./stim/images/prob_60_3.png,0,14.7583
undefined,0,You'll probably get one.,1,might,probably,90,window_1,0,You might get one.,0,1,./stim/images/prob_90_2.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,10,window_1,1,You might get one.,0,1,./stim/images/prob_10_2.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,50,aisle_1,1,You might get one.,0,1,./stim/images/prob_50_3.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,40,window_1,1,You might get one.,0,1,./stim/images/prob_40_4.png,0,14.7583
undefined,0,You'll probably get one.,1,might,probably,10,aisle_1,0,You might get one.,0,1,./stim/images/prob_10_2.png,0,14.7583
undefined,0,You'll probably get one.,0,might,probably,90,aisle_1,1,You might get one.,0,1,./stim/images/prob_90_3.png,0,14.7583
undefined,1,You'll probably get one.,0.24,might,probably,50,aisle_1,0.23,You might get one.,0.53,1,./stim/images/prob_50_2.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.18,might,probably,75,window_1,0.17,You might get one.,0.6499999999999999,1,./stim/images/prob_75_3.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.25,might,probably,10,window_1,0.16,You might get one.,0.5899999999999999,1,./stim/images/prob_10_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.26,might,probably,90,aisle_1,0.27,You might get one.,0.46999999999999986,1,./stim/images/prob_90_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.24,might,probably,25,aisle_1,0.21,You might get one.,0.55,1,./stim/images/prob_25_5.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.23,might,probably,40,aisle_1,0.23,You might get one.,0.54,1,./stim/images/prob_40_2.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.4,might,probably,50,window_1,0.36,You might get one.,0.23999999999999988,1,./stim/images/prob_50_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.28,might,probably,60,window_1,0.25,You might get one.,0.47,1,./stim/images/prob_60_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.57,might,probably,10,aisle_1,0.1,You might get one.,0.33000000000000007,1,./stim/images/prob_10_2.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.24,might,probably,60,aisle_1,0.13,You might get one.,0.63,1,./stim/images/prob_60_2.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.2,might,probably,50,window_1,0.18,You might get one.,0.6200000000000001,1,./stim/images/prob_50_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.26,might,probably,25,window_1,0.22,You might get one.,0.5199999999999999,1,./stim/images/prob_25_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0,might,probably,100,window_1,0,You might get one.,1,1,./stim/images/prob_100_3.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.33,might,probably,40,window_1,0.28,You might get one.,0.3899999999999999,1,./stim/images/prob_40_4.png,1,7.427233333333334
undefined,1,You'll probably get one.,0,might,probably,0,aisle_1,0,You might get one.,1,1,./stim/images/prob_0_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.4,might,probably,75,window_1,0.39,You might get one.,0.20999999999999996,1,./stim/images/prob_75_5.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.25,might,probably,10,aisle_1,0.22,You might get one.,0.5299999999999999,1,./stim/images/prob_10_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.3,might,probably,25,window_1,0.3,You might get one.,0.40000000000000013,1,./stim/images/prob_25_2.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.22,might,probably,90,window_1,0.2,You might get one.,0.58,1,./stim/images/prob_90_5.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.27,might,probably,50,aisle_1,0.22,You might get one.,0.5100000000000001,1,./stim/images/prob_50_5.png,1,7.427233333333334
undefined,1,You'll probably get one.,0,might,probably,0,window_1,0,You might get one.,1,1,./stim/images/prob_0_3.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.32,might,probably,40,aisle_1,0.32,You might get one.,0.3599999999999999,1,./stim/images/prob_40_3.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.32,might,probably,90,aisle_1,0.3,You might get one.,0.38,1,./stim/images/prob_90_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.31,might,probably,60,window_1,0.27,You might get one.,0.41999999999999993,1,./stim/images/prob_60_3.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.43,might,probably,40,window_1,0.34,You might get one.,0.22999999999999998,1,./stim/images/prob_40_5.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.35,might,probably,75,aisle_1,0.38,You might get one.,0.27,1,./stim/images/prob_75_3.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.52,might,probably,90,window_1,0.14,You might get one.,0.33999999999999997,1,./stim/images/prob_90_5.png,1,7.427233333333334
undefined,1,You'll probably get one.,0,might,probably,100,window_1,0,You might get one.,1,1,./stim/images/prob_100_5.png,1,7.427233333333334
undefined,1,You'll probably get one.,0,might,probably,100,aisle_1,0,You might get one.,1,1,./stim/images/prob_100_2.png,1,7.427233333333334
undefined,1,You'll probably get one.,0,might,probably,10,window_1,0.32,You might get one.,0.6799999999999999,1,./stim/images/prob_10_3.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.29,might,probably,75,aisle_1,0.37,You might get one.,0.34,1,./stim/images/prob_75_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0,might,probably,0,aisle_1,0,You might get one.,1,1,./stim/images/prob_0_5.png,1,7.427233333333334
undefined,1,You'll probably get one.,0,might,probably,100,aisle_1,0,You might get one.,1,1,./stim/images/prob_100_2.png,1,7.427233333333334
undefined,1,You'll probably get one.,0,might,probably,0,window_1,0,You might get one.,1,1,./stim/images/prob_0_5.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.4700000000000001,might,probably,60,aisle_1,0.28,You might get one.,0.25,1,./stim/images/prob_60_4.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.44000000000000006,might,probably,25,aisle_1,0.4,You might get one.,0.16,1,./stim/images/prob_25_1.png,1,7.427233333333334
undefined,1,You'll probably get one.,0.72,might,probably,25,aisle_1,0.27,You might get one.,0.009999999999999898,1,./stim/images/prob_25_5.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.19,might,probably,90,aisle_1,0.81,You might get one.,0,1,./stim/images/prob_90_1.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.5800000000000001,might,probably,40,window_1,0.42,You might get one.,0,1,./stim/images/prob_40_2.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.01,might,probably,100,aisle_1,0.01,You might get one.,0.97,1,./stim/images/prob_100_3.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.19999999999999996,might,probably,25,window_1,0.8,You might get one.,0,1,./stim/images/prob_25_3.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.8599999999999999,might,probably,10,aisle_1,0.14,You might get one.,0,1,./stim/images/prob_10_3.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.02,might,probably,10,window_1,0.14,You might get one.,0.8400000000000001,1,./stim/images/prob_10_3.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.6299999999999999,might,probably,50,window_1,0.37,You might get one.,0,1,./stim/images/prob_50_5.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.97,might,probably,10,aisle_1,0.03,You might get one.,0,1,./stim/images/prob_10_5.png,2,20.714533333333332
undefined,1,You'll probably get one.,0,might,probably,0,window_1,0.01,You might get one.,0.99,1,./stim/images/prob_0_3.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.04,might,probably,10,window_1,0.87,You might get one.,0.08999999999999986,1,./stim/images/prob_10_2.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.99,might,probably,75,window_1,0.01,You might get one.,0,1,./stim/images/prob_75_2.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.96,might,probably,60,window_1,0.04,You might get one.,0,1,./stim/images/prob_60_4.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.01,might,probably,0,window_1,0,You might get one.,0.99,1,./stim/images/prob_0_3.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.16,might,probably,75,aisle_1,0.81,You might get one.,0.030000000000000027,1,./stim/images/prob_75_5.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.8999999999999999,might,probably,40,aisle_1,0.1,You might get one.,0,1,./stim/images/prob_40_1.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.79,might,probably,50,window_1,0.21,You might get one.,0,1,./stim/images/prob_50_2.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.56,might,probably,50,aisle_1,0.44,You might get one.,0,1,./stim/images/prob_50_5.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.99,might,probably,90,window_1,0.01,You might get one.,0,1,./stim/images/prob_90_1.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.08,might,probably,75,aisle_1,0.72,You might get one.,0.19999999999999996,1,./stim/images/prob_75_5.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.26,might,probably,40,window_1,0.66,You might get one.,0.08000000000000007,1,./stim/images/prob_40_4.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.94,might,probably,100,window_1,0.06,You might get one.,0,1,./stim/images/prob_100_2.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.8899999999999999,might,probably,60,window_1,0.11,You might get one.,0,1,./stim/images/prob_60_4.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.81,might,probably,60,aisle_1,0.19,You might get one.,0,1,./stim/images/prob_60_1.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.94,might,probably,40,aisle_1,0.06,You might get one.,0,1,./stim/images/prob_40_1.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.15,might,probably,25,window_1,0.69,You might get one.,0.15999999999999992,1,./stim/images/prob_25_5.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.01,might,probably,100,aisle_1,0.01,You might get one.,0.98,1,./stim/images/prob_100_3.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.95,might,probably,25,aisle_1,0.05,You might get one.,0,1,./stim/images/prob_25_4.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.9199999999999999,might,probably,0,aisle_1,0.08,You might get one.,0,1,./stim/images/prob_0_1.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.95,might,probably,100,window_1,0.05,You might get one.,0,1,./stim/images/prob_100_1.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.09,might,probably,90,aisle_1,0.56,You might get one.,0.35,1,./stim/images/prob_90_2.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.5200000000000001,might,probably,75,window_1,0.48,You might get one.,0,1,./stim/images/prob_75_4.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.8599999999999999,might,probably,0,aisle_1,0.14,You might get one.,0,1,./stim/images/prob_0_5.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.14,might,probably,60,aisle_1,0.74,You might get one.,0.12,1,./stim/images/prob_60_3.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.8200000000000001,might,probably,50,aisle_1,0.18,You might get one.,0,1,./stim/images/prob_50_4.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.8599999999999999,might,probably,90,window_1,0.14,You might get one.,0,1,./stim/images/prob_90_5.png,2,20.714533333333332
undefined,1,You'll probably get one.,0.19000000000000006,might,probably,90,window_1,0.81,You might get one.,0,1,./stim/images/prob_90_4.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,100,aisle_1,0,You might get one.,1,1,./stim/images/prob_100_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,90,aisle_1,1,You might get one.,0,1,./stim/images/prob_90_2.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.76,might,probably,60,window_1,0.24,You might get one.,0,1,./stim/images/prob_60_3.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.29000000000000004,might,probably,10,aisle_1,0,You might get one.,0.71,1,./stim/images/prob_10_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.69,might,probably,40,aisle_1,0.31000000000000005,You might get one.,0,1,./stim/images/prob_40_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.6000000000000001,might,probably,50,aisle_1,0.4,You might get one.,0,1,./stim/images/prob_50_5.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.78,might,probably,90,window_1,0.22000000000000008,You might get one.,0,1,./stim/images/prob_90_3.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.13,might,probably,60,aisle_1,0.8700000000000001,You might get one.,0,1,./stim/images/prob_60_4.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.77,might,probably,25,aisle_1,0.22999999999999987,You might get one.,0,1,./stim/images/prob_25_2.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.52,might,probably,40,aisle_1,0.4800000000000001,You might get one.,0,1,./stim/images/prob_40_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.83,might,probably,10,aisle_1,0.17000000000000004,You might get one.,0,1,./stim/images/prob_10_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.52,might,probably,50,window_1,0.48,You might get one.,0,1,./stim/images/prob_50_3.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,10,window_1,0.1,You might get one.,0.8999999999999999,1,./stim/images/prob_10_4.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.55,might,probably,50,window_1,0.45,You might get one.,0,1,./stim/images/prob_50_4.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.3400000000000001,might,probably,40,window_1,0.66,You might get one.,0,1,./stim/images/prob_40_3.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.27,might,probably,75,aisle_1,0.73,You might get one.,0,1,./stim/images/prob_75_4.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.49,might,probably,50,aisle_1,0.5100000000000001,You might get one.,0,1,./stim/images/prob_50_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,0,window_1,0,You might get one.,1,1,./stim/images/prob_0_5.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.57,might,probably,25,aisle_1,0.43000000000000005,You might get one.,0,1,./stim/images/prob_25_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.74,might,probably,25,window_1,0.2599999999999999,You might get one.,0,1,./stim/images/prob_25_5.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.82,might,probably,100,window_1,0.18000000000000005,You might get one.,0,1,./stim/images/prob_100_2.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.19000000000000006,might,probably,10,window_1,0.81,You might get one.,0,1,./stim/images/prob_10_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,100,aisle_1,0,You might get one.,1,1,./stim/images/prob_100_3.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,0,window_1,0,You might get one.,1,1,./stim/images/prob_0_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.22999999999999987,might,probably,25,window_1,0.77,You might get one.,0,1,./stim/images/prob_25_4.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,0,aisle_1,0,You might get one.,1,1,./stim/images/prob_0_2.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.8,might,probably,60,window_1,0.20000000000000007,You might get one.,0,1,./stim/images/prob_60_4.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.67,might,probably,75,window_1,0.32999999999999985,You might get one.,0,1,./stim/images/prob_75_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,90,aisle_1,0.7,You might get one.,0.30000000000000004,1,./stim/images/prob_90_4.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,40,window_1,0.67,You might get one.,0.32999999999999996,1,./stim/images/prob_40_5.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,0,aisle_1,0,You might get one.,1,1,./stim/images/prob_0_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.82,might,probably,75,window_1,0.18000000000000016,You might get one.,0,1,./stim/images/prob_75_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,75,aisle_1,0.81,You might get one.,0.18999999999999995,1,./stim/images/prob_75_5.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.34999999999999987,might,probably,60,aisle_1,0.65,You might get one.,0,1,./stim/images/prob_60_1.png,3,9.913433333333334
undefined,1,You'll probably get one.,0,might,probably,100,window_1,0,You might get one.,1,1,./stim/images/prob_100_5.png,3,9.913433333333334
undefined,1,You'll probably get one.,0.77,might,probably,40,window_1,0.23,You might get one.,0,1,./stim/images/prob_40_1.png,4,11.929966666666667
undefined,1,You'll probably get one.,0.51,might,probably,75,window_1,0.29,You might get one.,0.19999999999999984,1,./stim/images/prob_75_1.png,4,11.929966666666667
undefined,1,You'll probably get one.,0.31000000000000005,might,probably,60,aisle_1,0.53,You might get one.,0.16,1,./stim/images/prob_60_5.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,60,aisle_1,1,You might get one.,0,1,./stim/images/prob_60_5.png,4,11.929966666666667
undefined,1,You'll probably get one.,0.7000000000000001,might,probably,50,window_1,0.3,You might get one.,0,1,./stim/images/prob_50_3.png,4,11.929966666666667
undefined,1,You'll probably get one.,0.84,might,probably,60,window_1,0.16000000000000003,You might get one.,0,1,./stim/images/prob_60_2.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,0,aisle_1,0,You might get one.,1,1,./stim/images/prob_0_1.png,4,11.929966666666667
undefined,1,You'll probably get one.,0.84,might,probably,40,aisle_1,0.16000000000000014,You might get one.,0,1,./stim/images/prob_40_2.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,100,aisle_1,0,You might get one.,1,1,./stim/images/prob_100_4.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,100,window_1,0,You might get one.,1,1,./stim/images/prob_100_3.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,25,aisle_1,0,You might get one.,1,1,./stim/images/prob_25_3.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,100,window_1,0,You might get one.,1,1,./stim/images/prob_100_2.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,25,aisle_1,0,You might get one.,1,1,./stim/images/prob_25_3.png,4,11.929966666666667
undefined,1,You'll probably get one.,1,might,probably,10,window_1,0,You might get one.,0,1,./stim/images/prob_10_3.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,25,window_1,1,You might get one.,0,1,./stim/images/prob_25_4.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,10,aisle_1,0,You might get one.,1,1,./stim/images/prob_10_4.png,4,11.929966666666667
undefined,1,You'll probably get one.,0.4,might,probably,50,aisle_1,0.6000000000000001,You might get one.,0,1,./stim/images/prob_50_3.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,25,window_1,1,You might get one.,0,1,./stim/images/prob_25_5.png,4,11.929966666666667
undefined,1,You'll probably get one.,0.28,might,probably,50,window_1,0.72,You might get one.,0,1,./stim/images/prob_50_1.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,75,aisle_1,1,You might get one.,0,1,./stim/images/prob_75_2.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,90,aisle_1,1,You might get one.,0,1,./stim/images/prob_90_1.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,0,aisle_1,0,You might get one.,1,1,./stim/images/prob_0_5.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,40,window_1,1,You might get one.,0,1,./stim/images/prob_40_5.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,10,aisle_1,0,You might get one.,1,1,./stim/images/prob_10_5.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,90,window_1,0,You might get one.,1,1,./stim/images/prob_90_5.png,4,11.929966666666667
undefined,1,You'll probably get one.,0.99,might,probably,40,aisle_1,0.010000000000000009,You might get one.,0,1,./stim/images/prob_40_5.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,90,window_1,0,You might get one.,1,1,./stim/images/prob_90_3.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,0,window_1,0,You might get one.,1,1,./stim/images/prob_0_3.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,75,aisle_1,1,You might get one.,0,1,./stim/images/prob_75_2.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,100,aisle_1,0,You might get one.,1,1,./stim/images/prob_100_3.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,90,aisle_1,0,You might get one.,1,1,./stim/images/prob_90_4.png,4,11.929966666666667
undefined,1,You'll probably get one.,1,might,probably,75,window_1,0,You might get one.,0,1,./stim/images/prob_75_1.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,0,window_1,0,You might get one.,1,1,./stim/images/prob_0_5.png,4,11.929966666666667
undefined,1,You'll probably get one.,1,might,probably,60,window_1,0,You might get one.,0,1,./stim/images/prob_60_3.png,4,11.929966666666667
undefined,1,You'll probably get one.,0,might,probably,10,window_1,1,You might get one.,0,1,./stim/images/prob_10_1.png,4,11.929966666666667
undefined,1,You'll probably get one.,0.32000000000000006,might,probably,50,aisle_1,0.68,You might get one.,0,1,./stim/images/prob_50_5.png,4,11.929966666666667
undefined,0,You'll probably get one.,0.37,might,probably,100,window_1,0.54,You might get one.,0.08999999999999986,1,./stim/images/prob_100_5.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.48,might,probably,10,aisle_1,0.44,You might get one.,0.08000000000000007,1,./stim/images/prob_10_3.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.36,might,probably,50,window_1,0.55,You might get one.,0.08999999999999997,1,./stim/images/prob_50_5.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.43,might,probably,0,window_1,0.47,You might get one.,0.10000000000000009,1,./stim/images/prob_0_3.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.3,might,probably,90,window_1,0.56,You might get one.,0.1399999999999998,1,./stim/images/prob_90_5.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.17,might,probably,50,aisle_1,0.69,You might get one.,0.14000000000000012,1,./stim/images/prob_50_1.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.62,might,probably,10,window_1,0.26,You might get one.,0.11999999999999988,1,./stim/images/prob_10_4.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.17,might,probably,25,aisle_1,0.51,You might get one.,0.31999999999999995,1,./stim/images/prob_25_2.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.38,might,probably,40,window_1,0.23,You might get one.,0.39,1,./stim/images/prob_40_1.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.59,might,probably,50,aisle_1,0.22,You might get one.,0.19000000000000017,1,./stim/images/prob_50_4.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.32,might,probably,90,aisle_1,0.51,You might get one.,0.17,1,./stim/images/prob_90_1.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.26,might,probably,25,window_1,0.57,You might get one.,0.17000000000000004,1,./stim/images/prob_25_5.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.22999999999999998,might,probably,60,aisle_1,0.51,You might get one.,0.26,1,./stim/images/prob_60_2.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.84,might,probably,90,aisle_1,0.05,You might get one.,0.10999999999999999,1,./stim/images/prob_90_3.png,5,24.597716666666667
undefined,0,You'll probably get one.,0.58,might,probably,40,aisle_1,0.23,You might get one.,0.18999999999999995,1,./stim/images/prob_40_3.png,5,24.597716666666667
