rating2,modal2,percent_window,Answer.time_in_minutes,modal1,sentence2,type,image,rating_other,condition,reverse_sent_order,workerid,Answer.condition,rating1,sentence1
0,might,25,4.7725333333333335,probably,You might get one.,aisle_4,./stim/images/prob_25_5.png,0,4,1,0,undefined,1,You'll probably get one.
0,might,0,4.7725333333333335,probably,You might get one.,aisle_4,./stim/images/prob_0_3.png,1,4,1,0,undefined,0,You'll probably get one.
1,might,50,4.7725333333333335,probably,You might get one.,window_4,./stim/images/prob_50_2.png,0,4,1,0,undefined,0,You'll probably get one.
0,might,90,4.7725333333333335,probably,You might get one.,window_4,./stim/images/prob_90_4.png,0,4,1,0,undefined,1,You'll probably get one.
0.3600000000000001,might,50,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_50_3.png,0,4,0,1,undefined,0.64,You'll probably get one.
0.14,might,75,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_75_5.png,0.21999999999999997,4,0,1,undefined,0.64,You'll probably get one.
0.16000000000000003,might,75,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_75_1.png,0,4,0,1,undefined,0.84,You'll probably get one.
0.23,might,25,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_25_5.png,0.08000000000000007,4,0,1,undefined,0.69,You'll probably get one.
0.32,might,25,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_25_4.png,0.1399999999999999,4,0,1,undefined,0.54,You'll probably get one.
0.3999999999999999,might,40,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_40_4.png,0,4,0,1,undefined,0.6,You'll probably get one.
0.3799999999999999,might,40,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_40_5.png,0,4,0,1,undefined,0.62,You'll probably get one.
0.07999999999999985,might,10,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_10_5.png,0,4,0,1,undefined,0.92,You'll probably get one.
0.29000000000000004,might,60,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_60_5.png,0,4,0,1,undefined,0.71,You'll probably get one.
0,might,90,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_90_1.png,0,4,0,1,undefined,1,You'll probably get one.
0.16,might,40,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_40_2.png,0.09000000000000008,4,0,1,undefined,0.75,You'll probably get one.
0.23,might,60,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_60_1.png,0.15999999999999992,4,0,1,undefined,0.61,You'll probably get one.
0,might,100,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_100_4.png,0,4,0,1,undefined,1,You'll probably get one.
0,might,100,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_100_3.png,1,4,0,1,undefined,0,You'll probably get one.
0,might,10,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_10_3.png,1,4,0,1,undefined,0,You'll probably get one.
0.20000000000000007,might,40,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_40_4.png,0,4,0,1,undefined,0.8,You'll probably get one.
0,might,10,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_10_1.png,1,4,0,1,undefined,0,You'll probably get one.
0.29000000000000004,might,75,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_75_5.png,0,4,0,1,undefined,0.71,You'll probably get one.
0.35,might,60,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_60_5.png,0,4,0,1,undefined,0.65,You'll probably get one.
0.17,might,75,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_75_3.png,0.04999999999999982,4,0,1,undefined,0.78,You'll probably get one.
0.44,might,50,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_50_5.png,0.07000000000000006,4,0,1,undefined,0.49,You'll probably get one.
0.27,might,25,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_25_2.png,0.10000000000000009,4,0,1,undefined,0.63,You'll probably get one.
0,might,10,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_10_1.png,1,4,0,1,undefined,0,You'll probably get one.
0,might,0,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_0_2.png,1,4,0,1,undefined,0,You'll probably get one.
0,might,100,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_100_2.png,1,4,0,1,undefined,0,You'll probably get one.
0,might,90,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_90_1.png,0.92,4,0,1,undefined,0.07,You'll probably get one.
0.2500000000000001,might,25,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_25_5.png,0,4,0,1,undefined,0.75,You'll probably get one.
0,might,90,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_90_5.png,0.82,4,0,1,undefined,0.18000000000000005,You'll probably get one.
0.33999999999999997,might,50,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_50_1.png,0,4,0,1,undefined,0.66,You'll probably get one.
0.28,might,50,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_50_3.png,0.050000000000000044,4,0,1,undefined,0.67,You'll probably get one.
0,might,0,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_0_2.png,1,4,0,1,undefined,0,You'll probably get one.
0,might,0,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_0_5.png,1,4,0,1,undefined,0,You'll probably get one.
0.48,might,60,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_60_4.png,0.17999999999999994,4,0,1,undefined,0.34,You'll probably get one.
0,might,100,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_100_3.png,1,4,0,1,undefined,0,You'll probably get one.
0,might,0,8.377833333333333,probably,You might get one.,aisle_4,./stim/images/prob_0_3.png,1,4,0,1,undefined,0,You'll probably get one.
0,might,90,8.377833333333333,probably,You might get one.,window_4,./stim/images/prob_90_1.png,0.87,4,0,1,undefined,0.1299999999999999,You'll probably get one.
0.28,might,25,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_25_5.png,0,4,0,2,undefined,0.72,You'll probably get one.
0.1499999999999999,might,90,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_90_2.png,0,4,0,2,undefined,0.85,You'll probably get one.
0.3599999999999999,might,10,9.5832,probably,You might get one.,window_4,./stim/images/prob_10_1.png,1.1102230246251565e-16,4,0,2,undefined,0.64,You'll probably get one.
0.41000000000000003,might,60,9.5832,probably,You might get one.,window_4,./stim/images/prob_60_5.png,1.1102230246251565e-16,4,0,2,undefined,0.59,You'll probably get one.
0.4800000000000001,might,50,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_50_4.png,0,4,0,2,undefined,0.52,You'll probably get one.
0.63,might,75,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_75_3.png,0,4,0,2,undefined,0.37,You'll probably get one.
0.38,might,100,9.5832,probably,You might get one.,window_4,./stim/images/prob_100_5.png,0.07000000000000006,4,0,2,undefined,0.55,You'll probably get one.
0.44999999999999996,might,90,9.5832,probably,You might get one.,window_4,./stim/images/prob_90_3.png,0,4,0,2,undefined,0.55,You'll probably get one.
0.36,might,90,9.5832,probably,You might get one.,window_4,./stim/images/prob_90_2.png,0.31,4,0,2,undefined,0.33000000000000007,You'll probably get one.
0.32,might,75,9.5832,probably,You might get one.,window_4,./stim/images/prob_75_4.png,0.15999999999999992,4,0,2,undefined,0.52,You'll probably get one.
0.72,might,10,9.5832,probably,You might get one.,window_4,./stim/images/prob_10_2.png,0.02000000000000013,4,0,2,undefined,0.26,You'll probably get one.
0.47999999999999987,might,100,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_100_2.png,1.1102230246251565e-16,4,0,2,undefined,0.52,You'll probably get one.
0.5499999999999999,might,60,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_60_5.png,0,4,0,2,undefined,0.45,You'll probably get one.
0.42,might,40,9.5832,probably,You might get one.,window_4,./stim/images/prob_40_5.png,0.3400000000000001,4,0,2,undefined,0.24,You'll probably get one.
0.6200000000000001,might,0,9.5832,probably,You might get one.,window_4,./stim/images/prob_0_1.png,0,4,0,2,undefined,0.38,You'll probably get one.
0.55,might,40,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_40_5.png,0.20000000000000007,4,0,2,undefined,0.25,You'll probably get one.
0.58,might,75,9.5832,probably,You might get one.,window_4,./stim/images/prob_75_1.png,0.1100000000000001,4,0,2,undefined,0.31,You'll probably get one.
0.55,might,50,9.5832,probably,You might get one.,window_4,./stim/images/prob_50_5.png,0.1399999999999999,4,0,2,undefined,0.31,You'll probably get one.
0.7399999999999999,might,0,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_0_3.png,0,4,0,2,undefined,0.26,You'll probably get one.
0.44,might,100,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_100_5.png,0.30000000000000016,4,0,2,undefined,0.26,You'll probably get one.
0.38,might,90,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_90_2.png,0.07999999999999985,4,0,2,undefined,0.54,You'll probably get one.
0.52,might,10,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_10_5.png,0.15999999999999992,4,0,2,undefined,0.32,You'll probably get one.
0.24,might,60,9.5832,probably,You might get one.,window_4,./stim/images/prob_60_3.png,0.33999999999999997,4,0,2,undefined,0.42,You'll probably get one.
0.26,might,0,9.5832,probably,You might get one.,window_4,./stim/images/prob_0_5.png,0.41,4,0,2,undefined,0.33,You'll probably get one.
0.6499999999999999,might,25,9.5832,probably,You might get one.,window_4,./stim/images/prob_25_5.png,2.220446049250313e-16,4,0,2,undefined,0.35,You'll probably get one.
0.6100000000000001,might,50,9.5832,probably,You might get one.,window_4,./stim/images/prob_50_3.png,0,4,0,2,undefined,0.39,You'll probably get one.
0.4,might,40,9.5832,probably,You might get one.,window_4,./stim/images/prob_40_2.png,0.1399999999999999,4,0,2,undefined,0.46,You'll probably get one.
0.59,might,100,9.5832,probably,You might get one.,window_4,./stim/images/prob_100_4.png,0.050000000000000044,4,0,2,undefined,0.36,You'll probably get one.
0.55,might,25,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_25_1.png,0.1499999999999998,4,0,2,undefined,0.3,You'll probably get one.
0.58,might,60,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_60_4.png,0.19000000000000006,4,0,2,undefined,0.23,You'll probably get one.
0.34999999999999987,might,10,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_10_3.png,2.220446049250313e-16,4,0,2,undefined,0.65,You'll probably get one.
0.49,might,25,9.5832,probably,You might get one.,window_4,./stim/images/prob_25_2.png,0.18999999999999995,4,0,2,undefined,0.32,You'll probably get one.
0.49,might,50,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_50_5.png,0.25,4,0,2,undefined,0.26,You'll probably get one.
0.26,might,75,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_75_3.png,0.33999999999999986,4,0,2,undefined,0.4,You'll probably get one.
0.52,might,0,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_0_5.png,0.1499999999999999,4,0,2,undefined,0.33,You'll probably get one.
0.47,might,40,9.5832,probably,You might get one.,aisle_4,./stim/images/prob_40_4.png,0.21999999999999997,4,0,2,undefined,0.31,You'll probably get one.
0.9,might,60,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_60_2.png,0.09999999999999998,4,1,3,undefined,0,You'll probably get one.
0,might,75,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_75_2.png,0,4,1,3,undefined,1,You'll probably get one.
0.010000000000000009,might,90,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_90_1.png,0.99,4,1,3,undefined,0,You'll probably get one.
0.91,might,60,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_60_2.png,0.08999999999999997,4,1,3,undefined,0,You'll probably get one.
0.03,might,10,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_10_5.png,0.97,4,1,3,undefined,0,You'll probably get one.
0.9,might,60,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_60_5.png,0.1,4,1,3,undefined,0,You'll probably get one.
0.9,might,60,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_60_3.png,0.09999999999999987,4,1,3,undefined,0,You'll probably get one.
0,might,90,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_90_1.png,0,4,1,3,undefined,1,You'll probably get one.
0.75,might,40,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_40_1.png,0,4,1,3,undefined,0.25,You'll probably get one.
0.9,might,50,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_50_5.png,0.09999999999999998,4,1,3,undefined,0,You'll probably get one.
0,might,100,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_100_3.png,1,4,1,3,undefined,0,You'll probably get one.
0,might,0,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_0_5.png,0.97,4,1,3,undefined,0.030000000000000027,You'll probably get one.
0,might,0,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_0_2.png,1,4,1,3,undefined,0,You'll probably get one.
0.9,might,50,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_50_5.png,0.09999999999999998,4,1,3,undefined,0,You'll probably get one.
0.9,might,50,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_50_2.png,0.09999999999999998,4,1,3,undefined,0,You'll probably get one.
0.19999999999999984,might,75,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_75_2.png,2.220446049250313e-16,4,1,3,undefined,0.8,You'll probably get one.
0,might,10,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_10_4.png,0,4,1,3,undefined,1,You'll probably get one.
0,might,0,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_0_5.png,1,4,1,3,undefined,0,You'll probably get one.
0.19999999999999984,might,25,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_25_3.png,2.220446049250313e-16,4,1,3,undefined,0.8,You'll probably get one.
0,might,10,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_10_1.png,0,4,1,3,undefined,1,You'll probably get one.
1,might,50,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_50_5.png,0,4,1,3,undefined,0,You'll probably get one.
0.5,might,25,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_25_1.png,0.5,4,1,3,undefined,0,You'll probably get one.
1,might,40,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_40_5.png,0,4,1,3,undefined,0,You'll probably get one.
0.09999999999999998,might,75,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_75_2.png,0,4,1,3,undefined,0.9,You'll probably get one.
0.1,might,10,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_10_3.png,0.9,4,1,3,undefined,0,You'll probably get one.
0,might,100,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_100_2.png,1,4,1,3,undefined,0,You'll probably get one.
0,might,100,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_100_1.png,1,4,1,3,undefined,0,You'll probably get one.
0,might,90,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_90_5.png,0,4,1,3,undefined,1,You'll probably get one.
1,might,40,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_40_1.png,0,4,1,3,undefined,1.1102230246251565e-16,You'll probably get one.
0.9,might,75,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_75_2.png,0.09999999999999998,4,1,3,undefined,0,You'll probably get one.
0.1,might,90,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_90_3.png,0.8999999999999999,4,1,3,undefined,0,You'll probably get one.
0,might,100,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_100_1.png,1,4,1,3,undefined,0,You'll probably get one.
0,might,0,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_0_1.png,1,4,1,3,undefined,0,You'll probably get one.
0.30000000000000004,might,40,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_40_3.png,0,4,1,3,undefined,0.7,You'll probably get one.
0.30000000000000004,might,25,18.820266666666665,probably,You might get one.,aisle_4,./stim/images/prob_25_4.png,0,4,1,3,undefined,0.7,You'll probably get one.
0.4,might,25,18.820266666666665,probably,You might get one.,window_4,./stim/images/prob_25_1.png,0.6000000000000001,4,1,3,undefined,-2.220446049250313e-16,You'll probably get one.
0,might,25,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_25_5.png,0,4,1,4,undefined,1,You'll probably get one.
1,might,25,8.93195,probably,You might get one.,window_4,./stim/images/prob_25_1.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,75,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_75_3.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,10,8.93195,probably,You might get one.,window_4,./stim/images/prob_10_2.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,10,8.93195,probably,You might get one.,window_4,./stim/images/prob_10_3.png,0,4,1,4,undefined,0,You'll probably get one.
0,might,100,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_100_4.png,1,4,1,4,undefined,0,You'll probably get one.
0,might,0,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_0_5.png,1,4,1,4,undefined,0,You'll probably get one.
0,might,0,8.93195,probably,You might get one.,window_4,./stim/images/prob_0_2.png,1,4,1,4,undefined,0,You'll probably get one.
0,might,10,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_10_2.png,0,4,1,4,undefined,1,You'll probably get one.
1,might,60,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_60_3.png,0,4,1,4,undefined,0,You'll probably get one.
0,might,10,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_10_2.png,0,4,1,4,undefined,1,You'll probably get one.
0,might,90,8.93195,probably,You might get one.,window_4,./stim/images/prob_90_1.png,0,4,1,4,undefined,1,You'll probably get one.
1,might,75,8.93195,probably,You might get one.,window_4,./stim/images/prob_75_3.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,75,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_75_2.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,50,8.93195,probably,You might get one.,window_4,./stim/images/prob_50_2.png,0,4,1,4,undefined,0,You'll probably get one.
0.10999999999999999,might,25,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_25_4.png,0,4,1,4,undefined,0.89,You'll probably get one.
1,might,40,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_40_3.png,0,4,1,4,undefined,0,You'll probably get one.
0,might,90,8.93195,probably,You might get one.,window_4,./stim/images/prob_90_1.png,0,4,1,4,undefined,1,You'll probably get one.
1,might,50,8.93195,probably,You might get one.,window_4,./stim/images/prob_50_5.png,0,4,1,4,undefined,0,You'll probably get one.
0.2300000000000001,might,75,8.93195,probably,You might get one.,window_4,./stim/images/prob_75_1.png,0,4,1,4,undefined,0.77,You'll probably get one.
1,might,60,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_60_4.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,50,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_50_2.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,40,8.93195,probably,You might get one.,window_4,./stim/images/prob_40_1.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,60,8.93195,probably,You might get one.,window_4,./stim/images/prob_60_2.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,40,8.93195,probably,You might get one.,window_4,./stim/images/prob_40_5.png,0,4,1,4,undefined,0,You'll probably get one.
0,might,0,8.93195,probably,You might get one.,window_4,./stim/images/prob_0_3.png,1,4,1,4,undefined,0,You'll probably get one.
1,might,40,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_40_1.png,0,4,1,4,undefined,0,You'll probably get one.
0,might,100,8.93195,probably,You might get one.,window_4,./stim/images/prob_100_2.png,1,4,1,4,undefined,0,You'll probably get one.
1,might,25,8.93195,probably,You might get one.,window_4,./stim/images/prob_25_2.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,60,8.93195,probably,You might get one.,window_4,./stim/images/prob_60_1.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,90,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_90_3.png,0,4,1,4,undefined,0,You'll probably get one.
0,might,0,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_0_1.png,1,4,1,4,undefined,0,You'll probably get one.
0,might,100,8.93195,probably,You might get one.,window_4,./stim/images/prob_100_5.png,1,4,1,4,undefined,0,You'll probably get one.
0,might,100,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_100_3.png,1,4,1,4,undefined,0,You'll probably get one.
1,might,50,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_50_3.png,0,4,1,4,undefined,0,You'll probably get one.
1,might,90,8.93195,probably,You might get one.,aisle_4,./stim/images/prob_90_4.png,0,4,1,4,undefined,0,You'll probably get one.
0.96,might,25,10.88365,probably,You might get one.,window_4,./stim/images/prob_25_1.png,0.040000000000000036,4,1,5,undefined,0,You'll probably get one.
1,might,10,10.88365,probably,You might get one.,window_4,./stim/images/prob_10_2.png,0,4,1,5,undefined,0,You'll probably get one.
0,might,0,10.88365,probably,You might get one.,aisle_4,./stim/images/prob_0_5.png,0.99,4,1,5,undefined,0.01000000000000012,You'll probably get one.
0,might,0,10.88365,probably,You might get one.,window_4,./stim/images/prob_0_4.png,1,4,1,5,undefined,0,You'll probably get one.
0.92,might,40,10.88365,probably,You might get one.,aisle_4,./stim/images/prob_40_4.png,0,4,1,5,undefined,0.07999999999999996,You'll probably get one.
0.95,might,50,10.88365,probably,You might get one.,aisle_4,./stim/images/prob_50_1.png,0,4,1,5,undefined,0.050000000000000044,You'll probably get one.
0.92,might,60,10.88365,probably,You might get one.,aisle_4,./stim/images/prob_60_5.png,0.08000000000000007,4,1,5,undefined,0,You'll probably get one.
0.10999999999999999,might,25,10.88365,probably,You might get one.,aisle_4,./stim/images/prob_25_5.png,0,4,1,5,undefined,0.89,You'll probably get one.
0.95,might,90,10.88365,probably,You might get one.,aisle_4,./stim/images/prob_90_4.png,0.050000000000000044,4,1,5,undefined,0,You'll probably get one.
0.89,might,60,10.88365,probably,You might get one.,window_4,./stim/images/prob_60_1.png,0.05999999999999983,4,1,5,undefined,0.05,You'll probably get one.
0.91,might,90,10.88365,probably,You might get one.,aisle_4,./stim/images/prob_90_4.png,0.08999999999999997,4,1,5,undefined,0,You'll probably get one.
0,might,0,10.88365,probably,You might get one.,window_4,./stim/images/prob_0_3.png,0.8999999999999999,4,1,5,undefined,0.1,You'll probably get one.
0.91,might,60,10.88365,probably,You might get one.,aisle_4,./stim/images/prob_60_5.png,0.08999999999999997,4,1,5,undefined,0,You'll probably get one.
0,might,100,10.88365,probably,You might get one.,aisle_4,./stim/images/prob_100_4.png,1,4,1,5,undefined,0,You'll probably get one.
0.94,might,75,10.88365,probably,You might get one.,aisle_4,./stim/images/prob_75_2.png,0.05999999999999994,4,1,5,undefined,0,You'll probably get one.
0.17,might,75,10.88365,probably,You might get one.,window_4,./stim/images/prob_75_3.png,0,4,1,5,undefined,0.83,You'll probably get one.
0.9,might,50,10.88365,probably,You might get one.,window_4,./stim/images/prob_50_3.png,0,4,1,5,undefined,0.09999999999999987,You'll probably get one.
0,might,90,10.88365,probably,You might get one.,window_4,./stim/images/prob_90_1.png,0.040000000000000036,4,1,5,undefined,0.96,You'll probably get one.
