workerid,sentence2,modal2,Answer.time_in_minutes,condition,modal1,reverse_sent_order,sentence1,Answer.condition,type,rating2,rating1,percent_window,image,rating_other
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.43999999999999995,0.56,100,./stim/images/prob_100_1.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.43,0.52,60,./stim/images/prob_60_2.png,0.050000000000000044
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.38,0.45,10,./stim/images/prob_10_4.png,0.16999999999999982
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.38,0.62,50,./stim/images/prob_50_3.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.39,0.61,25,./stim/images/prob_25_3.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.38,0.62,100,./stim/images/prob_100_1.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.1499999999999999,0.85,60,./stim/images/prob_60_2.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.3599999999999999,0.64,0,./stim/images/prob_0_4.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.33000000000000007,0.67,90,./stim/images/prob_90_2.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.24,0.76,40,./stim/images/prob_40_5.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.19999999999999996,0.8,25,./stim/images/prob_25_5.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.20999999999999996,0.79,60,./stim/images/prob_60_1.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.26,0.74,40,./stim/images/prob_40_3.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.27,0.73,0,./stim/images/prob_0_1.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.31000000000000005,0.69,10,./stim/images/prob_10_4.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.3799999999999999,0.62,100,./stim/images/prob_100_4.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.22999999999999987,0.77,50,./stim/images/prob_50_1.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.42000000000000004,0.58,50,./stim/images/prob_50_4.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.5700000000000001,0.43,0,./stim/images/prob_0_2.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.68,0.31999999999999984,25,./stim/images/prob_25_2.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.36,0.64,75,./stim/images/prob_75_3.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.59,0.41000000000000003,100,./stim/images/prob_100_3.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.30000000000000004,0.7,25,./stim/images/prob_25_1.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.28,0.72,10,./stim/images/prob_10_5.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.31999999999999995,0.68,75,./stim/images/prob_75_3.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.42000000000000004,0.58,75,./stim/images/prob_75_3.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.58,0.42,75,./stim/images/prob_75_1.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.3500000000000001,0.65,50,./stim/images/prob_50_2.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.4800000000000001,0.52,90,./stim/images/prob_90_3.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.22999999999999998,0.77,0,./stim/images/prob_0_3.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.3600000000000001,0.64,90,./stim/images/prob_90_1.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.32999999999999985,0.67,60,./stim/images/prob_60_2.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.3799999999999999,0.62,40,./stim/images/prob_40_1.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.37,0.63,10,./stim/images/prob_10_2.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,aisle_6,0.26,0.74,40,./stim/images/prob_40_4.png,0
1,You might get one.,might,9.1733,6,probably,0,You'll probably get one.,undefined,window_6,0.28,0.72,90,./stim/images/prob_90_5.png,0
