modal1,rating1,modal2,reverse_sent_order,valence,type,Answer.time_in_minutes,Answer.condition,sentence2,image,sentence1,percent_middle,rating_other,workerid,rating2
probably,0.7,might,1,negative,aisle-negative,13.234033333333333,undefined,You might get a middle seat,./stim/images/31_aisle_40_v1.png,You'll probably get a middle seat,40,0,0,0.3
probably,0.8,might,1,negative,aisle-negative,13.234033333333333,undefined,You might get a middle seat,./stim/images/34_aisle_75_v6.png,You'll probably get a middle seat,75,0,0,0.2
probably,0.9299999999999999,might,1,negative,window-negative,13.234033333333333,undefined,You might get a middle seat,./stim/images/17_window_90_v2.png,You'll probably get a middle seat,90,0,0,0.07
probably,0.06,might,1,positive,window-positive,13.234033333333333,undefined,You might get a window seat,./stim/images/3_window_25_v3.png,You'll probably get a window seat,25,0.1200000000000001,0,0.82
probably,0,might,1,positive,aisle-positive,13.234033333333333,undefined,You might get an aisle seat,./stim/images/26_aisle_90_v6.png,You'll probably get an aisle seat,90,0.96,0,0.04
probably,0.17,might,1,negative,window-negative,13.234033333333333,undefined,You might get a middle seat,./stim/images/12_window_25_v8.png,You'll probably get a middle seat,25,0.1599999999999998,0,0.67
probably,0.4,might,1,positive,window-positive,13.234033333333333,undefined,You might get a window seat,./stim/images/6_window_60_v6.png,You'll probably get a window seat,60,0.010000000000000009,0,0.59
probably,0,might,1,positive,window-positive,13.234033333333333,undefined,You might get a window seat,./stim/images/9_window_100_v3.png,You'll probably get a window seat,100,1,0,0
probably,0,might,1,positive,aisle-positive,13.234033333333333,undefined,You might get an aisle seat,./stim/images/27_aisle_100_v6.png,You'll probably get an aisle seat,100,1,0,0
probably,0,might,1,negative,aisle-negative,13.234033333333333,undefined,You might get a middle seat,./stim/images/28_aisle_0_v1.png,You'll probably get a middle seat,0,1,0,0
probably,0.76,might,1,positive,aisle-positive,13.234033333333333,undefined,You might get an aisle seat,./stim/images/19_aisle_0_v2.png,You'll probably get an aisle seat,0,0.22999999999999998,0,0.01
probably,0.44,might,1,positive,window-positive,13.234033333333333,undefined,You might get a window seat,./stim/images/2_window_10_v2.png,You'll probably get a window seat,10,0.5599999999999999,0,0
probably,0.9199999999999999,might,1,negative,window-negative,13.234033333333333,undefined,You might get a middle seat,./stim/images/15_window_60_v10.png,You'll probably get a middle seat,60,0,0,0.08
,0,,,,test,11.370566666666667,undefined,You might get a window seat,./stim/images/4_window_40_v1.png,You'll probably get a window seat,,1,1,0
probably,0.76,might,1,positive,aisle-positive,11.370566666666667,undefined,You might get an aisle seat,./stim/images/20_aisle_10_v5.png,You'll probably get an aisle seat,10,0,1,0.24
probably,0,might,1,negative,window-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/15_window_60_v10.png,You'll probably get a middle seat,60,1,1,0
probably,0,might,1,negative,window-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/16_window_75_v2.png,You'll probably get a middle seat,75,1,1,0
probably,0,might,1,negative,aisle-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/32_aisle_50_v9.png,You'll probably get a middle seat,50,1,1,0
probably,0,might,1,negative,window-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/14_window_50_v7.png,You'll probably get a middle seat,50,1,1,0
probably,1,might,1,positive,window-positive,11.370566666666667,undefined,You might get a window seat,./stim/images/1_window_0_v9.png,You'll probably get a window seat,0,0,1,0
probably,1,might,1,positive,aisle-positive,11.370566666666667,undefined,You might get an aisle seat,./stim/images/24_aisle_60_v9.png,You'll probably get an aisle seat,60,0,1,0
probably,0.76,might,1,positive,window-positive,11.370566666666667,undefined,You might get a window seat,./stim/images/3_window_25_v2.png,You'll probably get a window seat,25,0,1,0.2400000000000001
probably,0,might,1,negative,window-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/12_window_25_v10.png,You'll probably get a middle seat,25,1,1,0
probably,0,might,1,negative,aisle-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/33_aisle_60_v3.png,You'll probably get a middle seat,60,1,1,0
probably,0.5,might,1,positive,window-positive,11.370566666666667,undefined,You might get a window seat,./stim/images/4_window_40_v7.png,You'll probably get a window seat,40,0,1,0.5
probably,0,might,1,negative,aisle-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/30_aisle_25_v10.png,You'll probably get a middle seat,25,1,1,0
probably,0,might,1,negative,aisle-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/29_aisle_10_v9.png,You'll probably get a middle seat,10,0.99,1,0
probably,0,might,1,negative,window-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/13_window_40_v6.png,You'll probably get a middle seat,40,1,1,0
probably,0,might,1,negative,aisle-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/35_aisle_90_v2.png,You'll probably get a middle seat,90,1,1,0
probably,0,might,1,negative,window-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/10_window_0_v4.png,You'll probably get a middle seat,0,1,1,0
probably,0,might,1,negative,window-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/11_window_10_v4.png,You'll probably get a middle seat,10,1,1,0
probably,0,might,1,negative,window-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/18_window_100_v9.png,You'll probably get a middle seat,100,1,1,0
probably,0,might,1,negative,aisle-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/34_aisle_75_v10.png,You'll probably get a middle seat,75,1,1,0
probably,0,might,1,positive,aisle-positive,11.370566666666667,undefined,You might get an aisle seat,./stim/images/27_aisle_100_v2.png,You'll probably get an aisle seat,100,1,1,0
probably,0,might,1,positive,aisle-positive,11.370566666666667,undefined,You might get an aisle seat,./stim/images/22_aisle_40_v3.png,You'll probably get an aisle seat,40,0.2599999999999999,1,0.74
probably,0,might,1,positive,window-positive,11.370566666666667,undefined,You might get a window seat,./stim/images/7_window_75_v4.png,You'll probably get a window seat,75,0.5,1,0.5
probably,0,might,1,positive,window-positive,11.370566666666667,undefined,You might get a window seat,./stim/images/9_window_100_v1.png,You'll probably get a window seat,100,1,1,0
probably,0,might,1,negative,aisle-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/28_aisle_0_v9.png,You'll probably get a middle seat,0,1,1,0
probably,0,might,1,positive,window-positive,11.370566666666667,undefined,You might get a window seat,./stim/images/8_window_90_v3.png,You'll probably get a window seat,90,0.77,1,0.23
probably,0.3999999999999999,might,1,positive,aisle-positive,11.370566666666667,undefined,You might get an aisle seat,./stim/images/21_aisle_25_v10.png,You'll probably get an aisle seat,25,0,1,0.6
probably,0,might,1,negative,window-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/17_window_90_v6.png,You'll probably get a middle seat,90,1,1,0
probably,1,might,1,positive,aisle-positive,11.370566666666667,undefined,You might get an aisle seat,./stim/images/19_aisle_0_v9.png,You'll probably get an aisle seat,0,0,1,0
probably,0,might,1,positive,aisle-positive,11.370566666666667,undefined,You might get an aisle seat,./stim/images/23_aisle_50_v4.png,You'll probably get an aisle seat,50,0.5099999999999999,1,0.49
probably,0,might,1,positive,aisle-positive,11.370566666666667,undefined,You might get an aisle seat,./stim/images/26_aisle_90_v8.png,You'll probably get an aisle seat,90,0.49,1,0.51
probably,0,might,1,positive,aisle-positive,11.370566666666667,undefined,You might get an aisle seat,./stim/images/25_aisle_75_v2.png,You'll probably get an aisle seat,75,0.55,1,0.45
probably,0,might,1,positive,window-positive,11.370566666666667,undefined,You might get a window seat,./stim/images/2_window_10_v8.png,You'll probably get a window seat,10,0.5999999999999999,1,0.4
probably,0,might,1,negative,aisle-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/36_aisle_100_v5.png,You'll probably get a middle seat,100,1,1,0
probably,0,might,1,negative,aisle-negative,11.370566666666667,undefined,You might get a middle seat,./stim/images/31_aisle_40_v7.png,You'll probably get a middle seat,40,1,1,0
probably,0.4900000000000001,might,1,positive,window-positive,11.370566666666667,undefined,You might get a window seat,./stim/images/6_window_60_v8.png,You'll probably get a window seat,60,0,1,0.51
probably,0.45,might,1,positive,window-positive,11.370566666666667,undefined,You might get a window seat,./stim/images/5_window_50_v2.png,You'll probably get a window seat,50,0.030000000000000027,1,0.52
,0.51,,,,test,8.73475,undefined,You might get a window seat,./stim/images/4_window_40_v1.png,You'll probably get a window seat,,0.18999999999999984,2,0.30000000000000004
probably,0.69,might,1,positive,window-positive,8.73475,undefined,You might get a window seat,./stim/images/2_window_10_v5.png,You'll probably get a window seat,10,0.10000000000000009,2,0.21
probably,0.58,might,1,positive,window-positive,8.73475,undefined,You might get a window seat,./stim/images/3_window_25_v8.png,You'll probably get a window seat,25,0.26,2,0.16
probably,0.31999999999999984,might,1,positive,window-positive,8.73475,undefined,You might get a window seat,./stim/images/6_window_60_v4.png,You'll probably get a window seat,60,0.15000000000000002,2,0.5300000000000001
probably,0.57,might,1,negative,window-negative,8.73475,undefined,You might get a middle seat,./stim/images/11_window_10_v9.png,You'll probably get a middle seat,10,0.17999999999999994,2,0.25
probably,0.3899999999999999,might,1,negative,window-negative,8.73475,undefined,You might get a middle seat,./stim/images/15_window_60_v10.png,You'll probably get a middle seat,60,0.2,2,0.41
probably,0.09,might,1,negative,window-negative,8.73475,undefined,You might get a middle seat,./stim/images/17_window_90_v6.png,You'll probably get a middle seat,90,0.5300000000000001,2,0.38
probably,0,might,1,negative,aisle-negative,8.73475,undefined,You might get a middle seat,./stim/images/30_aisle_25_v9.png,You'll probably get a middle seat,25,0.94,2,0.06
probably,0.34,might,1,positive,window-positive,8.73475,undefined,You might get a window seat,./stim/images/4_window_40_v1.png,You'll probably get a window seat,40,0.17999999999999994,2,0.48
probably,0.17,might,1,negative,window-negative,8.73475,undefined,You might get a middle seat,./stim/images/16_window_75_v5.png,You'll probably get a middle seat,75,0.22999999999999987,2,0.6
probably,0.22,might,1,negative,window-negative,8.73475,undefined,You might get a middle seat,./stim/images/14_window_50_v9.png,You'll probably get a middle seat,50,0.20999999999999996,2,0.57
probably,0,might,1,negative,aisle-negative,8.73475,undefined,You might get a middle seat,./stim/images/33_aisle_60_v9.png,You'll probably get a middle seat,60,0.9299999999999999,2,0.07
probably,0.67,might,1,negative,window-negative,8.73475,undefined,You might get a middle seat,./stim/images/10_window_0_v7.png,You'll probably get a middle seat,0,0.1499999999999999,2,0.18
probably,0,might,1,positive,aisle-positive,8.73475,undefined,You might get an aisle seat,./stim/images/22_aisle_40_v3.png,You'll probably get an aisle seat,40,0.8599999999999999,2,0.14
probably,0.05,might,1,negative,aisle-negative,8.73475,undefined,You might get a middle seat,./stim/images/35_aisle_90_v1.png,You'll probably get a middle seat,90,0.8899999999999999,2,0.06
probably,0,might,1,positive,window-positive,8.73475,undefined,You might get a window seat,./stim/images/7_window_75_v8.png,You'll probably get a window seat,75,0.58,2,0.42
probably,0,might,1,negative,aisle-negative,8.73475,undefined,You might get a middle seat,./stim/images/31_aisle_40_v3.png,You'll probably get a middle seat,40,0.9199999999999999,2,0.08
probably,0.03,might,1,negative,aisle-negative,8.73475,undefined,You might get a middle seat,./stim/images/36_aisle_100_v4.png,You'll probably get a middle seat,100,0.9299999999999999,2,0.04
probably,0.74,might,1,negative,window-negative,8.73475,undefined,You might get a middle seat,./stim/images/12_window_25_v6.png,You'll probably get a middle seat,25,0.08000000000000007,2,0.18
probably,0.04,might,1,positive,window-positive,8.73475,undefined,You might get a window seat,./stim/images/9_window_100_v9.png,You'll probably get a window seat,100,0.9099999999999999,2,0.05
probably,0.62,might,1,negative,window-negative,8.73475,undefined,You might get a middle seat,./stim/images/13_window_40_v4.png,You'll probably get a middle seat,40,0.14000000000000012,2,0.24
probably,0.58,might,1,positive,aisle-positive,8.73475,undefined,You might get an aisle seat,./stim/images/24_aisle_60_v9.png,You'll probably get an aisle seat,60,0.25,2,0.17
probably,0.23,might,1,negative,aisle-negative,8.73475,undefined,You might get a middle seat,./stim/images/34_aisle_75_v6.png,You'll probably get a middle seat,75,0.1100000000000001,2,0.66
probably,0.6,might,1,positive,window-positive,8.73475,undefined,You might get a window seat,./stim/images/5_window_50_v3.png,You'll probably get a window seat,50,0.1299999999999999,2,0.27
probably,0.75,might,1,positive,aisle-positive,8.73475,undefined,You might get an aisle seat,./stim/images/19_aisle_0_v7.png,You'll probably get an aisle seat,0,0.07999999999999985,2,0.17
probably,0.53,might,1,positive,aisle-positive,8.73475,undefined,You might get an aisle seat,./stim/images/23_aisle_50_v10.png,You'll probably get an aisle seat,50,0.21999999999999997,2,0.25
probably,0.09,might,1,positive,aisle-positive,8.73475,undefined,You might get an aisle seat,./stim/images/26_aisle_90_v5.png,You'll probably get an aisle seat,90,0.6599999999999999,2,0.25
probably,0.86,might,1,negative,aisle-negative,8.73475,undefined,You might get a middle seat,./stim/images/28_aisle_0_v7.png,You'll probably get a middle seat,0,0.07000000000000006,2,0.07
probably,0.46,might,1,positive,aisle-positive,8.73475,undefined,You might get an aisle seat,./stim/images/21_aisle_25_v5.png,You'll probably get an aisle seat,25,0.1399999999999999,2,0.4
probably,0.7,might,1,negative,aisle-negative,8.73475,undefined,You might get a middle seat,./stim/images/29_aisle_10_v6.png,You'll probably get a middle seat,10,0.09000000000000019,2,0.21
probably,0.63,might,1,positive,window-positive,8.73475,undefined,You might get a window seat,./stim/images/1_window_0_v10.png,You'll probably get a window seat,0,0.17999999999999994,2,0.19
probably,0,might,1,positive,aisle-positive,8.73475,undefined,You might get an aisle seat,./stim/images/27_aisle_100_v10.png,You'll probably get an aisle seat,100,0.9299999999999999,2,0.07
probably,0.7999999999999999,might,1,negative,window-negative,8.73475,undefined,You might get a middle seat,./stim/images/18_window_100_v6.png,You'll probably get a middle seat,100,0,2,0.2
probably,0.61,might,1,positive,aisle-positive,8.73475,undefined,You might get an aisle seat,./stim/images/20_aisle_10_v3.png,You'll probably get an aisle seat,10,0.2599999999999999,2,0.13
probably,0.22,might,1,positive,aisle-positive,8.73475,undefined,You might get an aisle seat,./stim/images/25_aisle_75_v1.png,You'll probably get an aisle seat,75,0.20999999999999996,2,0.57
probably,0.49,might,1,negative,aisle-negative,8.73475,undefined,You might get a middle seat,./stim/images/32_aisle_50_v1.png,You'll probably get a middle seat,50,0.15000000000000013,2,0.36
probably,0.15,might,1,positive,window-positive,8.73475,undefined,You might get a window seat,./stim/images/8_window_90_v6.png,You'll probably get a window seat,90,0.2499999999999999,2,0.6
,0.8,,,,test,17.41111666666667,undefined,You might get a window seat,./stim/images/4_window_40_v1.png,You'll probably get a window seat,,0.09999999999999998,3,0.1
probably,1,might,0,positive,aisle-positive,17.41111666666667,undefined,You might get an aisle seat,./stim/images/19_aisle_0_v1.png,You'll probably get an aisle seat,0,0,3,0
probably,0.79,might,0,negative,window-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/15_window_60_v5.png,You'll probably get a middle seat,60,0.13,3,0.08
probably,0,might,0,positive,window-positive,17.41111666666667,undefined,You might get a window seat,./stim/images/8_window_90_v9.png,You'll probably get a window seat,90,1,3,0
probably,0,might,0,negative,window-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/10_window_0_v3.png,You'll probably get a middle seat,0,1,3,0
probably,1,might,0,negative,aisle-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/35_aisle_90_v9.png,You'll probably get a middle seat,90,0,3,0
probably,1,might,0,positive,window-positive,17.41111666666667,undefined,You might get a window seat,./stim/images/1_window_0_v7.png,You'll probably get a window seat,0,0,3,0
probably,0.51,might,0,negative,aisle-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/30_aisle_25_v1.png,You'll probably get a middle seat,25,0.23,3,0.2599999999999999
probably,0,might,0,positive,window-positive,17.41111666666667,undefined,You might get a window seat,./stim/images/9_window_100_v4.png,You'll probably get a window seat,100,1,3,0
probably,0,might,0,negative,window-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/18_window_100_v4.png,You'll probably get a middle seat,100,1,3,0
probably,0.81,might,0,positive,aisle-positive,17.41111666666667,undefined,You might get an aisle seat,./stim/images/21_aisle_25_v6.png,You'll probably get an aisle seat,25,0.11,3,0.07999999999999985
probably,0.26,might,0,positive,window-positive,17.41111666666667,undefined,You might get a window seat,./stim/images/6_window_60_v9.png,You'll probably get a window seat,60,0.10000000000000009,3,0.64
probably,0.8,might,0,negative,window-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/16_window_75_v5.png,You'll probably get a middle seat,75,0.19999999999999984,3,0
probably,0.5,might,0,negative,aisle-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/34_aisle_75_v6.png,You'll probably get a middle seat,75,0.24,3,0.26
probably,1,might,0,positive,aisle-positive,17.41111666666667,undefined,You might get an aisle seat,./stim/images/20_aisle_10_v9.png,You'll probably get an aisle seat,10,0,3,0
probably,0.46,might,0,negative,window-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/13_window_40_v7.png,You'll probably get a middle seat,40,0.1499999999999999,3,0.39
probably,0.33,might,0,negative,window-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/14_window_50_v4.png,You'll probably get a middle seat,50,0.25,3,0.42
probably,0.35,might,0,positive,aisle-positive,17.41111666666667,undefined,You might get an aisle seat,./stim/images/23_aisle_50_v4.png,You'll probably get an aisle seat,50,0.15999999999999992,3,0.49
probably,0.58,might,0,positive,window-positive,17.41111666666667,undefined,You might get a window seat,./stim/images/3_window_25_v2.png,You'll probably get a window seat,25,0.15999999999999992,3,0.26
probably,0.38,might,0,positive,window-positive,17.41111666666667,undefined,You might get a window seat,./stim/images/5_window_50_v6.png,You'll probably get a window seat,50,0.19999999999999984,3,0.42
probably,0.25,might,0,positive,aisle-positive,17.41111666666667,undefined,You might get an aisle seat,./stim/images/24_aisle_60_v6.png,You'll probably get an aisle seat,60,0.3900000000000001,3,0.36
probably,0.22,might,0,positive,aisle-positive,17.41111666666667,undefined,You might get an aisle seat,./stim/images/22_aisle_40_v7.png,You'll probably get an aisle seat,40,0.3599999999999999,3,0.42
probably,0.2500000000000001,might,0,positive,window-positive,17.41111666666667,undefined,You might get a window seat,./stim/images/4_window_40_v6.png,You'll probably get a window seat,40,0.41,3,0.34
probably,0,might,0,negative,window-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/12_window_25_v3.png,You'll probably get a middle seat,25,1,3,0
probably,1,might,0,positive,window-positive,17.41111666666667,undefined,You might get a window seat,./stim/images/2_window_10_v8.png,You'll probably get a window seat,10,0,3,0
probably,0.18,might,0,positive,window-positive,17.41111666666667,undefined,You might get a window seat,./stim/images/7_window_75_v4.png,You'll probably get a window seat,75,0.59,3,0.23
probably,0.05,might,0,positive,aisle-positive,17.41111666666667,undefined,You might get an aisle seat,./stim/images/26_aisle_90_v8.png,You'll probably get an aisle seat,90,0.8500000000000001,3,0.1
probably,0.29,might,0,negative,aisle-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/31_aisle_40_v10.png,You'll probably get a middle seat,40,0.31000000000000005,3,0.4
probably,0,might,0,positive,aisle-positive,17.41111666666667,undefined,You might get an aisle seat,./stim/images/27_aisle_100_v3.png,You'll probably get an aisle seat,100,1,3,0
probably,1,might,0,negative,window-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/17_window_90_v5.png,You'll probably get a middle seat,90,0,3,0
probably,0.34,might,0,negative,aisle-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/32_aisle_50_v7.png,You'll probably get a middle seat,50,0.33999999999999997,3,0.32
probably,0.06999999999999995,might,0,negative,window-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/11_window_10_v7.png,You'll probably get a middle seat,10,0.83,3,0.1
probably,0,might,0,negative,aisle-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/29_aisle_10_v1.png,You'll probably get a middle seat,10,0.9199999999999999,3,0.08
probably,0,might,0,negative,aisle-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/28_aisle_0_v2.png,You'll probably get a middle seat,0,1,3,0
probably,0.6,might,0,negative,aisle-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/33_aisle_60_v4.png,You'll probably get a middle seat,60,0,3,0.4
probably,0.2,might,0,positive,aisle-positive,17.41111666666667,undefined,You might get an aisle seat,./stim/images/25_aisle_75_v6.png,You'll probably get an aisle seat,75,0.47999999999999987,3,0.32
probably,1,might,0,negative,aisle-negative,17.41111666666667,undefined,You might get a middle seat,./stim/images/36_aisle_100_v10.png,You'll probably get a middle seat,100,0,3,0
,0.20999999999999996,,,,test,12.2363,undefined,You might get a window seat,./stim/images/4_window_40_v1.png,You'll probably get a window seat,,0,4,0.79
probably,0.21999999999999997,might,1,negative,window-negative,12.2363,undefined,You might get a middle seat,./stim/images/14_window_50_v6.png,You'll probably get a middle seat,50,0,4,0.78
probably,0.2,might,1,positive,window-positive,12.2363,undefined,You might get a window seat,./stim/images/6_window_60_v10.png,You'll probably get a window seat,60,0.2499999999999999,4,0.55
probably,0.09,might,1,positive,window-positive,12.2363,undefined,You might get a window seat,./stim/images/7_window_75_v10.png,You'll probably get a window seat,75,0.6000000000000001,4,0.31
probably,1,might,1,positive,aisle-positive,12.2363,undefined,You might get an aisle seat,./stim/images/19_aisle_0_v9.png,You'll probably get an aisle seat,0,0,4,0
probably,0.2500000000000001,might,1,positive,aisle-positive,12.2363,undefined,You might get an aisle seat,./stim/images/21_aisle_25_v2.png,You'll probably get an aisle seat,25,0,4,0.75
probably,0.23,might,1,positive,window-positive,12.2363,undefined,You might get a window seat,./stim/images/5_window_50_v8.png,You'll probably get a window seat,50,0.07000000000000006,4,0.7
probably,0,might,1,negative,aisle-negative,12.2363,undefined,You might get a middle seat,./stim/images/29_aisle_10_v6.png,You'll probably get a middle seat,10,0.6,4,0.4
probably,0.87,might,1,negative,aisle-negative,12.2363,undefined,You might get a middle seat,./stim/images/35_aisle_90_v5.png,You'll probably get a middle seat,90,0,4,0.1299999999999999
probably,0.09999999999999998,might,1,positive,aisle-positive,12.2363,undefined,You might get an aisle seat,./stim/images/24_aisle_60_v7.png,You'll probably get an aisle seat,60,0.28,4,0.62
probably,0,might,1,negative,window-negative,12.2363,undefined,You might get a middle seat,./stim/images/12_window_25_v10.png,You'll probably get a middle seat,25,0.28,4,0.72
probably,0.31000000000000005,might,1,negative,window-negative,12.2363,undefined,You might get a middle seat,./stim/images/15_window_60_v1.png,You'll probably get a middle seat,60,0,4,0.69
probably,0.49,might,1,positive,window-positive,12.2363,undefined,You might get a window seat,./stim/images/2_window_10_v1.png,You'll probably get a window seat,10,0,4,0.51
probably,0,might,1,negative,aisle-negative,12.2363,undefined,You might get a middle seat,./stim/images/34_aisle_75_v3.png,You'll probably get a middle seat,75,0.26,4,0.74
probably,0.1,might,1,negative,aisle-negative,12.2363,undefined,You might get a middle seat,./stim/images/31_aisle_40_v5.png,You'll probably get a middle seat,40,0.37,4,0.53
probably,0,might,1,positive,aisle-positive,12.2363,undefined,You might get an aisle seat,./stim/images/26_aisle_90_v10.png,You'll probably get an aisle seat,90,0.9199999999999999,4,0.08
probably,0,might,1,positive,aisle-positive,12.2363,undefined,You might get an aisle seat,./stim/images/27_aisle_100_v2.png,You'll probably get an aisle seat,100,1,4,0
probably,0.06000000000000005,might,1,negative,aisle-negative,12.2363,undefined,You might get a middle seat,./stim/images/30_aisle_25_v8.png,You'll probably get a middle seat,25,0.23,4,0.71
probably,0.82,might,1,negative,window-negative,12.2363,undefined,You might get a middle seat,./stim/images/17_window_90_v6.png,You'll probably get a middle seat,90,0.18000000000000005,4,0
probably,0,might,1,positive,aisle-positive,12.2363,undefined,You might get an aisle seat,./stim/images/22_aisle_40_v8.png,You'll probably get an aisle seat,40,0.35,4,0.65
