Answer.condition,workerid,percent_window,Answer.time_in_minutes,sentence2,image,modal1,rating_other,type,reverse_sent_order,sentence1,rating1,rating2,modal2
undefined,0,60,5.693766666666667,You might get an aisle seat,./stim/images/prob_60_3.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.42999999999999994,0.57,might
undefined,1,10,6.367766666666666,You might get an aisle seat,./stim/images/prob_10_5.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.56,0.44,might
undefined,1,0,6.367766666666666,You might get an aisle seat,./stim/images/prob_0_3.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.8300000000000001,0.17,might
undefined,1,90,6.367766666666666,You might get a window seat,./stim/images/prob_90_5.png,probably,0,window_normal,1,You'll probably get a window seat,0.89,0.11,might
undefined,1,100,6.367766666666666,You might get a window seat,./stim/images/prob_100_1.png,probably,0,window_normal,1,You'll probably get a window seat,1,0,might
undefined,1,25,6.367766666666666,You might get an aisle seat,./stim/images/prob_25_5.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.2499999999999999,0.75,might
undefined,1,60,6.367766666666666,You might get a window seat,./stim/images/prob_60_2.png,probably,0,window_normal,1,You'll probably get a window seat,0.46999999999999975,0.5300000000000001,might
undefined,1,90,6.367766666666666,You might get an aisle seat,./stim/images/prob_90_1.png,probably,0.35,aislenormal,1,You'll probably get an aisle seat,0.040000000000000036,0.61,might
undefined,1,50,6.367766666666666,You might get an aisle seat,./stim/images/prob_50_4.png,probably,0.15000000000000002,aislenormal,1,You'll probably get an aisle seat,0.22,0.63,might
undefined,1,100,6.367766666666666,You might get an aisle seat,./stim/images/prob_100_4.png,probably,1,aislenormal,1,You'll probably get an aisle seat,0,0,might
undefined,1,50,6.367766666666666,You might get an aisle seat,./stim/images/prob_50_4.png,probably,0.22999999999999998,aislenormal,1,You'll probably get an aisle seat,0.22,0.55,might
undefined,1,40,6.367766666666666,You might get a window seat,./stim/images/prob_40_1.png,probably,0,window_normal,1,You'll probably get a window seat,0.32000000000000006,0.68,might
undefined,1,75,6.367766666666666,You might get a window seat,./stim/images/prob_75_3.png,probably,0,window_normal,1,You'll probably get a window seat,0.54,0.45999999999999985,might
undefined,1,50,6.367766666666666,You might get a window seat,./stim/images/prob_50_4.png,probably,0,window_normal,1,You'll probably get a window seat,0.45999999999999996,0.54,might
undefined,1,25,6.367766666666666,You might get an aisle seat,./stim/images/prob_25_3.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.5099999999999999,0.49,might
undefined,1,0,6.367766666666666,You might get an aisle seat,./stim/images/prob_0_2.png,probably,0,aislenormal,1,You'll probably get an aisle seat,1,0,might
undefined,1,25,6.367766666666666,You might get a window seat,./stim/images/prob_25_3.png,probably,0.08000000000000007,window_normal,1,You'll probably get a window seat,0.45,0.47,might
undefined,1,100,6.367766666666666,You might get an aisle seat,./stim/images/prob_100_2.png,probably,1,aislenormal,1,You'll probably get an aisle seat,0,0,might
undefined,1,75,6.367766666666666,You might get an aisle seat,./stim/images/prob_75_2.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.30999999999999994,0.69,might
undefined,1,40,6.367766666666666,You might get an aisle seat,./stim/images/prob_40_1.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.76,0.2400000000000001,might
undefined,1,75,6.367766666666666,You might get an aisle seat,./stim/images/prob_75_2.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.3899999999999999,0.61,might
undefined,1,100,6.367766666666666,You might get a window seat,./stim/images/prob_100_1.png,probably,1,window_normal,1,You'll probably get a window seat,0,0,might
undefined,1,40,6.367766666666666,You might get a window seat,./stim/images/prob_40_3.png,probably,0,window_normal,1,You'll probably get a window seat,0.31999999999999995,0.68,might
undefined,1,90,6.367766666666666,You might get a window seat,./stim/images/prob_90_4.png,probably,0,window_normal,1,You'll probably get a window seat,1,0,might
undefined,1,60,6.367766666666666,You might get an aisle seat,./stim/images/prob_60_1.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.3699999999999999,0.63,might
undefined,1,40,6.367766666666666,You might get an aisle seat,./stim/images/prob_40_2.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.3999999999999999,0.6,might
undefined,1,0,6.367766666666666,You might get a window seat,./stim/images/prob_0_4.png,probably,1,window_normal,1,You'll probably get a window seat,0,0,might
undefined,1,90,6.367766666666666,You might get an aisle seat,./stim/images/prob_90_5.png,probably,0.6200000000000001,aislenormal,1,You'll probably get an aisle seat,-2.220446049250313e-16,0.38,might
undefined,1,25,6.367766666666666,You might get a window seat,./stim/images/prob_25_3.png,probably,0.67,window_normal,1,You'll probably get a window seat,0,0.33,might
undefined,1,60,6.367766666666666,You might get a window seat,./stim/images/prob_60_1.png,probably,0,window_normal,1,You'll probably get a window seat,0.76,0.23999999999999988,might
undefined,1,10,6.367766666666666,You might get a window seat,./stim/images/prob_10_2.png,probably,0.43000000000000016,window_normal,1,You'll probably get a window seat,0,0.57,might
undefined,1,0,6.367766666666666,You might get a window seat,./stim/images/prob_0_4.png,probably,1,window_normal,1,You'll probably get a window seat,0,0,might
undefined,1,75,6.367766666666666,You might get a window seat,./stim/images/prob_75_2.png,probably,0,window_normal,1,You'll probably get a window seat,0.68,0.31999999999999984,might
undefined,1,60,6.367766666666666,You might get an aisle seat,./stim/images/prob_60_5.png,probably,0,aislenormal,1,You'll probably get an aisle seat,0.4099999999999999,0.59,might
undefined,1,10,6.367766666666666,You might get an aisle seat,./stim/images/prob_10_3.png,probably,0,aislenormal,1,You'll probably get an aisle seat,1,0,might
undefined,1,10,6.367766666666666,You might get a window seat,./stim/images/prob_10_5.png,probably,0.81,window_normal,1,You'll probably get a window seat,0,0.19,might
undefined,1,50,6.367766666666666,You might get a window seat,./stim/images/prob_50_1.png,probably,0,window_normal,1,You'll probably get a window seat,0.9,0.09999999999999987,might
undefined,2,100,13.811866666666667,You might get a window seat,./stim/images/prob_100_3.png,probably,0,window_normal,0,You'll probably get a window seat,1,0,might
undefined,2,60,13.811866666666667,You might get a window seat,./stim/images/prob_60_1.png,probably,0,window_normal,0,You'll probably get a window seat,0.71,0.2899999999999999,might
undefined,2,60,13.811866666666667,You might get a window seat,./stim/images/prob_60_5.png,probably,0,window_normal,0,You'll probably get a window seat,0.73,0.27,might
undefined,2,90,13.811866666666667,You might get a window seat,./stim/images/prob_90_1.png,probably,0,window_normal,0,You'll probably get a window seat,0.9,0.09999999999999998,might
undefined,2,75,13.811866666666667,You might get a window seat,./stim/images/prob_75_1.png,probably,0,window_normal,0,You'll probably get a window seat,0.9,0.09999999999999987,might
undefined,2,90,13.811866666666667,You might get an aisle seat,./stim/images/prob_90_2.png,probably,0.5900000000000001,aislenormal,0,You'll probably get an aisle seat,0,0.41,might
undefined,2,50,13.811866666666667,You might get a window seat,./stim/images/prob_50_4.png,probably,0.25,window_normal,0,You'll probably get a window seat,0.24,0.51,might
undefined,2,90,13.811866666666667,You might get a window seat,./stim/images/prob_90_1.png,probably,0,window_normal,0,You'll probably get a window seat,0.91,0.08999999999999986,might
undefined,2,90,13.811866666666667,You might get an aisle seat,./stim/images/prob_90_5.png,probably,2.220446049250313e-16,aislenormal,0,You'll probably get an aisle seat,0.91,0.08999999999999986,might
undefined,2,25,13.811866666666667,You might get an aisle seat,./stim/images/prob_25_5.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.8,0.19999999999999984,might
undefined,2,40,13.811866666666667,You might get an aisle seat,./stim/images/prob_40_3.png,probably,2.220446049250313e-16,aislenormal,0,You'll probably get an aisle seat,0.59,0.4099999999999999,might
undefined,2,100,13.811866666666667,You might get an aisle seat,./stim/images/prob_100_4.png,probably,1,aislenormal,0,You'll probably get an aisle seat,0,0,might
undefined,2,10,13.811866666666667,You might get a window seat,./stim/images/prob_10_4.png,probably,0.77,window_normal,0,You'll probably get a window seat,0,0.23,might
undefined,2,40,13.811866666666667,You might get a window seat,./stim/images/prob_40_5.png,probably,0.6099999999999999,window_normal,0,You'll probably get a window seat,0,0.39,might
undefined,2,75,13.811866666666667,You might get a window seat,./stim/images/prob_75_3.png,probably,0,window_normal,0,You'll probably get a window seat,0.91,0.08999999999999997,might
undefined,2,60,13.811866666666667,You might get an aisle seat,./stim/images/prob_60_2.png,probably,0.28,aislenormal,0,You'll probably get an aisle seat,0,0.72,might
undefined,2,25,13.811866666666667,You might get an aisle seat,./stim/images/prob_25_2.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.84,0.16000000000000003,might
undefined,2,100,13.811866666666667,You might get an aisle seat,./stim/images/prob_100_5.png,probably,1,aislenormal,0,You'll probably get an aisle seat,0,0,might
undefined,2,0,13.811866666666667,You might get a window seat,./stim/images/prob_0_2.png,probably,1,window_normal,0,You'll probably get a window seat,0,0,might
undefined,2,50,13.811866666666667,You might get a window seat,./stim/images/prob_50_1.png,probably,0.31,window_normal,0,You'll probably get a window seat,0,0.69,might
undefined,2,75,13.811866666666667,You might get an aisle seat,./stim/images/prob_75_5.png,probably,0.74,aislenormal,0,You'll probably get an aisle seat,0,0.26,might
undefined,2,40,13.811866666666667,You might get a window seat,./stim/images/prob_40_2.png,probably,0.6199999999999999,window_normal,0,You'll probably get a window seat,0,0.38,might
undefined,2,25,13.811866666666667,You might get a window seat,./stim/images/prob_25_2.png,probably,0.6000000000000001,window_normal,0,You'll probably get a window seat,0,0.4,might
undefined,2,0,13.811866666666667,You might get an aisle seat,./stim/images/prob_0_2.png,probably,0,aislenormal,0,You'll probably get an aisle seat,1,0,might
undefined,2,0,13.811866666666667,You might get a window seat,./stim/images/prob_0_4.png,probably,1,window_normal,0,You'll probably get a window seat,0,0,might
undefined,2,10,13.811866666666667,You might get an aisle seat,./stim/images/prob_10_3.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.97,0.030000000000000027,might
undefined,2,50,13.811866666666667,You might get an aisle seat,./stim/images/prob_50_3.png,probably,0.45,aislenormal,0,You'll probably get an aisle seat,0,0.5499999999999999,might
undefined,2,40,13.811866666666667,You might get an aisle seat,./stim/images/prob_40_1.png,probably,0.10999999999999999,aislenormal,0,You'll probably get an aisle seat,0.25,0.64,might
undefined,2,60,13.811866666666667,You might get an aisle seat,./stim/images/prob_60_5.png,probably,0.4099999999999999,aislenormal,0,You'll probably get an aisle seat,0.03,0.56,might
undefined,2,10,13.811866666666667,You might get a window seat,./stim/images/prob_10_4.png,probably,0.76,window_normal,0,You'll probably get a window seat,0,0.24,might
undefined,2,0,13.811866666666667,You might get an aisle seat,./stim/images/prob_0_1.png,probably,0,aislenormal,0,You'll probably get an aisle seat,1,0,might
undefined,2,10,13.811866666666667,You might get an aisle seat,./stim/images/prob_10_5.png,probably,0.07999999999999985,aislenormal,0,You'll probably get an aisle seat,0.92,0,might
undefined,2,50,13.811866666666667,You might get an aisle seat,./stim/images/prob_50_2.png,probably,0.15999999999999992,aislenormal,0,You'll probably get an aisle seat,0.1,0.74,might
undefined,2,100,13.811866666666667,You might get a window seat,./stim/images/prob_100_3.png,probably,0,window_normal,0,You'll probably get a window seat,1,0,might
undefined,2,75,13.811866666666667,You might get an aisle seat,./stim/images/prob_75_1.png,probably,0.8400000000000001,aislenormal,0,You'll probably get an aisle seat,0,0.16,might
undefined,2,25,13.811866666666667,You might get a window seat,./stim/images/prob_25_4.png,probably,0.6299999999999999,window_normal,0,You'll probably get a window seat,0,0.37,might
undefined,3,60,10.506733333333333,You might get a window seat,./stim/images/prob_60_5.png,probably,0,window_normal,0,You'll probably get a window seat,0.8,0.19999999999999996,might
undefined,3,40,10.506733333333333,You might get an aisle seat,./stim/images/prob_40_5.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.91,0.08999999999999986,might
undefined,3,60,10.506733333333333,You might get a window seat,./stim/images/prob_60_3.png,probably,0.050000000000000044,window_normal,0,You'll probably get a window seat,0.64,0.31,might
undefined,3,100,10.506733333333333,You might get an aisle seat,./stim/images/prob_100_2.png,probably,1,aislenormal,0,You'll probably get an aisle seat,0,0,might
undefined,3,0,10.506733333333333,You might get a window seat,./stim/images/prob_0_1.png,probably,1,window_normal,0,You'll probably get a window seat,0,0,might
undefined,3,0,10.506733333333333,You might get an aisle seat,./stim/images/prob_0_4.png,probably,1,aislenormal,0,You'll probably get an aisle seat,0,0,might
undefined,3,60,10.506733333333333,You might get an aisle seat,./stim/images/prob_60_4.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.33,0.67,might
undefined,3,25,10.506733333333333,You might get a window seat,./stim/images/prob_25_1.png,probably,0,window_normal,0,You'll probably get a window seat,0.29,0.71,might
undefined,3,75,10.506733333333333,You might get an aisle seat,./stim/images/prob_75_1.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.24,0.76,might
undefined,3,60,10.506733333333333,You might get an aisle seat,./stim/images/prob_60_4.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.61,0.3900000000000001,might
undefined,3,25,10.506733333333333,You might get an aisle seat,./stim/images/prob_25_5.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.79,0.20999999999999996,might
undefined,3,25,10.506733333333333,You might get a window seat,./stim/images/prob_25_3.png,probably,0,window_normal,0,You'll probably get a window seat,0.22,0.78,might
undefined,3,90,10.506733333333333,You might get an aisle seat,./stim/images/prob_90_1.png,probably,0.9099999999999999,aislenormal,0,You'll probably get an aisle seat,0,0.09,might
undefined,3,25,10.506733333333333,You might get an aisle seat,./stim/images/prob_25_2.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.75,0.25,might
undefined,3,40,10.506733333333333,You might get a window seat,./stim/images/prob_40_2.png,probably,0,window_normal,0,You'll probably get a window seat,0.66,0.33999999999999997,might
undefined,3,50,10.506733333333333,You might get a window seat,./stim/images/prob_50_3.png,probably,0,window_normal,0,You'll probably get a window seat,0.73,0.27,might
undefined,3,90,10.506733333333333,You might get an aisle seat,./stim/images/prob_90_5.png,probably,0.95,aislenormal,0,You'll probably get an aisle seat,0,0.05,might
undefined,3,100,10.506733333333333,You might get a window seat,./stim/images/prob_100_1.png,probably,1,window_normal,0,You'll probably get a window seat,0,0,might
undefined,3,50,10.506733333333333,You might get a window seat,./stim/images/prob_50_3.png,probably,0,window_normal,0,You'll probably get a window seat,0.73,0.27,might
undefined,3,0,10.506733333333333,You might get an aisle seat,./stim/images/prob_0_5.png,probably,1,aislenormal,0,You'll probably get an aisle seat,0,0,might
undefined,3,75,10.506733333333333,You might get a window seat,./stim/images/prob_75_1.png,probably,0,window_normal,0,You'll probably get a window seat,0.85,0.1499999999999999,might
undefined,3,90,10.506733333333333,You might get a window seat,./stim/images/prob_90_1.png,probably,0,window_normal,0,You'll probably get a window seat,0.84,0.16000000000000014,might
undefined,3,10,10.506733333333333,You might get an aisle seat,./stim/images/prob_10_4.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.94,0.06000000000000005,might
undefined,3,0,10.506733333333333,You might get a window seat,./stim/images/prob_0_5.png,probably,1,window_normal,0,You'll probably get a window seat,0,0,might
undefined,3,100,10.506733333333333,You might get an aisle seat,./stim/images/prob_100_1.png,probably,1,aislenormal,0,You'll probably get an aisle seat,0,0,might
undefined,3,75,10.506733333333333,You might get a window seat,./stim/images/prob_75_1.png,probably,0,window_normal,0,You'll probably get a window seat,0.76,0.24,might
undefined,3,10,10.506733333333333,You might get an aisle seat,./stim/images/prob_10_1.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.94,0.06000000000000005,might
undefined,3,10,10.506733333333333,You might get a window seat,./stim/images/prob_10_4.png,probably,0.94,window_normal,0,You'll probably get a window seat,0,0.06,might
undefined,3,50,10.506733333333333,You might get an aisle seat,./stim/images/prob_50_2.png,probably,0.63,aislenormal,0,You'll probably get an aisle seat,0.05,0.32,might
undefined,3,10,10.506733333333333,You might get a window seat,./stim/images/prob_10_4.png,probably,0.81,window_normal,0,You'll probably get a window seat,0.05,0.14,might
undefined,3,75,10.506733333333333,You might get an aisle seat,./stim/images/prob_75_3.png,probably,0.95,aislenormal,0,You'll probably get an aisle seat,0,0.05,might
undefined,3,50,10.506733333333333,You might get an aisle seat,./stim/images/prob_50_3.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.04,0.96,might
undefined,3,40,10.506733333333333,You might get a window seat,./stim/images/prob_40_5.png,probably,0,window_normal,0,You'll probably get a window seat,0.2,0.8,might
undefined,3,100,10.506733333333333,You might get a window seat,./stim/images/prob_100_1.png,probably,1,window_normal,0,You'll probably get a window seat,0,0,might
undefined,3,90,10.506733333333333,You might get a window seat,./stim/images/prob_90_3.png,probably,0,window_normal,0,You'll probably get a window seat,0.92,0.08000000000000007,might
undefined,3,40,10.506733333333333,You might get an aisle seat,./stim/images/prob_40_2.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.71,0.2899999999999999,might
undefined,4,60,6.79825,You might get a window seat,./stim/images/prob_60_2.png,probably,0,window_normal,0,You'll probably get a window seat,0.21999999999999997,0.78,might
undefined,4,40,6.79825,You might get an aisle seat,./stim/images/prob_40_1.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.24,0.76,might
undefined,4,75,6.79825,You might get an aisle seat,./stim/images/prob_75_2.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.16,0.84,might
undefined,4,40,6.79825,You might get an aisle seat,./stim/images/prob_40_2.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.52,0.48,might
undefined,4,60,6.79825,You might get a window seat,./stim/images/prob_60_5.png,probably,0,window_normal,0,You'll probably get a window seat,0.49,0.51,might
undefined,4,100,6.79825,You might get an aisle seat,./stim/images/prob_100_3.png,probably,1,aislenormal,0,You'll probably get an aisle seat,0,0,might
undefined,4,75,6.79825,You might get a window seat,./stim/images/prob_75_1.png,probably,0,window_normal,0,You'll probably get a window seat,0.74,0.26,might
undefined,4,60,6.79825,You might get an aisle seat,./stim/images/prob_60_1.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.46,0.5399999999999999,might
undefined,4,25,6.79825,You might get an aisle seat,./stim/images/prob_25_1.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.71,0.29000000000000004,might
undefined,4,50,6.79825,You might get a window seat,./stim/images/prob_50_3.png,probably,0,window_normal,0,You'll probably get a window seat,0.3,0.7,might
undefined,4,40,6.79825,You might get a window seat,./stim/images/prob_40_2.png,probably,0,window_normal,0,You'll probably get a window seat,0.25,0.7500000000000001,might
undefined,4,100,6.79825,You might get a window seat,./stim/images/prob_100_5.png,probably,0.5100000000000001,window_normal,0,You'll probably get a window seat,0.49,0,might
undefined,4,10,6.79825,You might get an aisle seat,./stim/images/prob_10_4.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.88,0.12,might
undefined,4,25,6.79825,You might get a window seat,./stim/images/prob_25_5.png,probably,0.57,window_normal,0,You'll probably get a window seat,0.06,0.37,might
undefined,4,60,6.79825,You might get an aisle seat,./stim/images/prob_60_3.png,probably,0.41000000000000014,aislenormal,0,You'll probably get an aisle seat,0.1,0.49,might
undefined,4,10,6.79825,You might get an aisle seat,./stim/images/prob_10_5.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.81,0.18999999999999995,might
undefined,4,25,6.79825,You might get a window seat,./stim/images/prob_25_4.png,probably,0.54,window_normal,0,You'll probably get a window seat,0.17,0.29,might
undefined,4,50,6.79825,You might get an aisle seat,./stim/images/prob_50_2.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.27,0.7300000000000001,might
undefined,4,25,6.79825,You might get an aisle seat,./stim/images/prob_25_5.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.74,0.26,might
undefined,4,90,6.79825,You might get a window seat,./stim/images/prob_90_5.png,probably,0,window_normal,0,You'll probably get a window seat,0.92,0.07999999999999996,might
undefined,4,0,6.79825,You might get a window seat,./stim/images/prob_0_2.png,probably,1,window_normal,0,You'll probably get a window seat,0,0,might
undefined,4,40,6.79825,You might get a window seat,./stim/images/prob_40_3.png,probably,0.3900000000000001,window_normal,0,You'll probably get a window seat,0.08,0.53,might
undefined,4,0,6.79825,You might get an aisle seat,./stim/images/prob_0_1.png,probably,1,aislenormal,0,You'll probably get an aisle seat,0,0,might
undefined,4,90,6.79825,You might get an aisle seat,./stim/images/prob_90_5.png,probably,0.88,aislenormal,0,You'll probably get an aisle seat,0,0.12,might
undefined,4,75,6.79825,You might get a window seat,./stim/images/prob_75_1.png,probably,0,window_normal,0,You'll probably get a window seat,0.55,0.44999999999999996,might
undefined,4,100,6.79825,You might get an aisle seat,./stim/images/prob_100_4.png,probably,1,aislenormal,0,You'll probably get an aisle seat,0,0,might
undefined,4,10,6.79825,You might get a window seat,./stim/images/prob_10_3.png,probably,0.85,window_normal,0,You'll probably get a window seat,0,0.15,might
undefined,4,75,6.79825,You might get an aisle seat,./stim/images/prob_75_2.png,probably,0.62,aislenormal,0,You'll probably get an aisle seat,0,0.38,might
undefined,4,50,6.79825,You might get a window seat,./stim/images/prob_50_5.png,probably,0,window_normal,0,You'll probably get a window seat,0.25,0.7499999999999999,might
undefined,4,90,6.79825,You might get an aisle seat,./stim/images/prob_90_3.png,probably,0.7799999999999999,aislenormal,0,You'll probably get an aisle seat,0,0.22,might
undefined,4,100,6.79825,You might get a window seat,./stim/images/prob_100_4.png,probably,0.9099999999999999,window_normal,0,You'll probably get a window seat,0.09,0,might
undefined,4,0,6.79825,You might get a window seat,./stim/images/prob_0_4.png,probably,1,window_normal,0,You'll probably get a window seat,0,0,might
undefined,4,10,6.79825,You might get a window seat,./stim/images/prob_10_5.png,probably,0.58,window_normal,0,You'll probably get a window seat,0,0.42,might
undefined,4,0,6.79825,You might get an aisle seat,./stim/images/prob_0_5.png,probably,0.68,aislenormal,0,You'll probably get an aisle seat,0.32,0,might
undefined,4,90,6.79825,You might get a window seat,./stim/images/prob_90_4.png,probably,0.04000000000000015,window_normal,0,You'll probably get a window seat,0.86,0.1,might
undefined,4,50,6.79825,You might get an aisle seat,./stim/images/prob_50_2.png,probably,0,aislenormal,0,You'll probably get an aisle seat,0.1,0.8999999999999999,might
undefined,5,60,21.660016666666667,You might get a window seat,./stim/images/prob_60_4.png,probably,0.36,window_normal,0,You'll probably get a window seat,0.34,0.3,might
