Answer.condition,modal2,rating2,sentence2,percent_window,rating_other,modal1,sentence1,image,workerid,reverse_sent_order,rating1,condition,Answer.time_in_minutes,type
undefined,might,0,You might get an aisle seat,100,1,probably,You'll probably get an aisle seat,./stim/images/prob_100_5.png,0,0,0,,6.912266666666667,aislehappy
undefined,might,0,You might get an aisle seat,0,0,probably,You'll probably get an aisle seat,./stim/images/prob_0_3.png,0,0,1,,6.912266666666667,aislehappy
undefined,might,0,You might get a window seat,75,0,probably,You'll probably get a window seat,./stim/images/prob_75_2.png,0,0,1,,6.912266666666667,window_happy
undefined,might,0.28,You might get an aisle seat,40,0,probably,You'll probably get an aisle seat,./stim/images/prob_40_2.png,0,0,0.72,,6.912266666666667,aislehappy
undefined,might,0,You might get a window seat,100,0,probably,You'll probably get a window seat,./stim/images/prob_100_5.png,0,0,1,,6.912266666666667,window_happy
undefined,might,0.5300000000000001,You might get an aisle seat,60,0,probably,You'll probably get an aisle seat,./stim/images/prob_60_4.png,0,0,0.47,,6.912266666666667,aislehappy
undefined,might,0.41999999999999993,You might get a window seat,60,0,probably,You'll probably get a window seat,./stim/images/prob_60_3.png,0,0,0.58,,6.912266666666667,window_happy
undefined,might,0,You might get an aisle seat,0,0,probably,You'll probably get an aisle seat,./stim/images/prob_0_3.png,0,0,1,,6.912266666666667,aislehappy
undefined,might,0.25,You might get an aisle seat,50,0,probably,You'll probably get an aisle seat,./stim/images/prob_50_1.png,0,0,0.75,,6.912266666666667,aislehappy
undefined,might,0,You might get a window seat,0,1,probably,You'll probably get a window seat,./stim/images/prob_0_5.png,0,0,0,,6.912266666666667,window_happy
undefined,might,0,You might get an aisle seat,25,0,probably,You'll probably get an aisle seat,./stim/images/prob_25_4.png,0,0,1,,6.912266666666667,aislehappy
undefined,,0.11999999999999988,,,,,,,1,,0.76,happy,9.758166666666666,test
undefined,might,0.59,You might get a window seat,40,0.27,probably,You'll probably get a window seat,./stim/images/prob_40_2.png,1,1,0.14,,9.758166666666666,window_happy
undefined,might,0.09,You might get an aisle seat,100,0.9099999999999999,probably,You'll probably get an aisle seat,./stim/images/prob_100_1.png,1,1,0,,9.758166666666666,aislehappy
undefined,might,0.66,You might get an aisle seat,75,0.33999999999999997,probably,You'll probably get an aisle seat,./stim/images/prob_75_4.png,1,1,0,,9.758166666666666,aislehappy
undefined,might,0.22,You might get a window seat,10,0.7600000000000001,probably,You'll probably get a window seat,./stim/images/prob_10_3.png,1,1,0.02,,9.758166666666666,window_happy
undefined,might,0.59,You might get an aisle seat,25,0,probably,You'll probably get an aisle seat,./stim/images/prob_25_1.png,1,1,0.41000000000000003,,9.758166666666666,aislehappy
undefined,might,0.5,You might get a window seat,40,0.33999999999999997,probably,You'll probably get a window seat,./stim/images/prob_40_5.png,1,1,0.16,,9.758166666666666,window_happy
undefined,might,0.04,You might get an aisle seat,100,0.94,probably,You'll probably get an aisle seat,./stim/images/prob_100_3.png,1,1,0.02,,9.758166666666666,aislehappy
undefined,might,0.35,You might get an aisle seat,25,0.08000000000000007,probably,You'll probably get an aisle seat,./stim/images/prob_25_4.png,1,1,0.57,,9.758166666666666,aislehappy
undefined,might,0.14,You might get an aisle seat,75,0.74,probably,You'll probably get an aisle seat,./stim/images/prob_75_5.png,1,1,0.12,,9.758166666666666,aislehappy
undefined,might,0.26,You might get an aisle seat,10,0,probably,You'll probably get an aisle seat,./stim/images/prob_10_2.png,1,1,0.74,,9.758166666666666,aislehappy
undefined,might,0.42,You might get a window seat,60,0,probably,You'll probably get a window seat,./stim/images/prob_60_3.png,1,1,0.58,,9.758166666666666,window_happy
undefined,might,0.44,You might get an aisle seat,50,0.30000000000000004,probably,You'll probably get an aisle seat,./stim/images/prob_50_2.png,1,1,0.26,,9.758166666666666,aislehappy
undefined,might,0.56,You might get an aisle seat,60,0.28,probably,You'll probably get an aisle seat,./stim/images/prob_60_4.png,1,1,0.16,,9.758166666666666,aislehappy
undefined,might,0.45,You might get a window seat,100,0,probably,You'll probably get a window seat,./stim/images/prob_100_3.png,1,1,0.5499999999999999,,9.758166666666666,window_happy
undefined,might,0.6,You might get an aisle seat,40,0.09000000000000019,probably,You'll probably get an aisle seat,./stim/images/prob_40_2.png,1,1,0.31,,9.758166666666666,aislehappy
undefined,might,0.4,You might get an aisle seat,10,0,probably,You'll probably get an aisle seat,./stim/images/prob_10_3.png,1,1,0.6000000000000001,,9.758166666666666,aislehappy
undefined,might,0.01,You might get a window seat,0,0.98,probably,You'll probably get a window seat,./stim/images/prob_0_1.png,1,1,0.01,,9.758166666666666,window_happy
undefined,might,0.33,You might get a window seat,60,0,probably,You'll probably get a window seat,./stim/images/prob_60_2.png,1,1,0.6699999999999999,,9.758166666666666,window_happy
undefined,might,0.53,You might get an aisle seat,40,0.040000000000000036,probably,You'll probably get an aisle seat,./stim/images/prob_40_4.png,1,1,0.43,,9.758166666666666,aislehappy
undefined,might,0.55,You might get a window seat,50,0.12999999999999978,probably,You'll probably get a window seat,./stim/images/prob_50_1.png,1,1,0.32,,9.758166666666666,window_happy
undefined,might,0.48,You might get an aisle seat,50,0.07000000000000006,probably,You'll probably get an aisle seat,./stim/images/prob_50_2.png,1,1,0.45,,9.758166666666666,aislehappy
undefined,might,0.09,You might get a window seat,0,0.3400000000000001,probably,You'll probably get a window seat,./stim/images/prob_0_1.png,1,1,0.57,,9.758166666666666,window_happy
undefined,might,0.6,You might get a window seat,75,0.019999999999999907,probably,You'll probably get a window seat,./stim/images/prob_75_5.png,1,1,0.38,,9.758166666666666,window_happy
undefined,might,0.27,You might get an aisle seat,0,0,probably,You'll probably get an aisle seat,./stim/images/prob_0_4.png,1,1,0.7299999999999999,,9.758166666666666,aislehappy
undefined,might,0.34,You might get an aisle seat,0,0,probably,You'll probably get an aisle seat,./stim/images/prob_0_5.png,1,1,0.66,,9.758166666666666,aislehappy
undefined,might,0.57,You might get an aisle seat,90,0.39,probably,You'll probably get an aisle seat,./stim/images/prob_90_4.png,1,1,0.04,,9.758166666666666,aislehappy
undefined,might,0.41,You might get a window seat,75,0,probably,You'll probably get a window seat,./stim/images/prob_75_4.png,1,1,0.59,,9.758166666666666,window_happy
undefined,might,0.78,You might get a window seat,25,0,probably,You'll probably get a window seat,./stim/images/prob_25_1.png,1,1,0.21999999999999997,,9.758166666666666,window_happy
undefined,might,0.73,You might get a window seat,50,0,probably,You'll probably get a window seat,./stim/images/prob_50_4.png,1,1,0.27,,9.758166666666666,window_happy
undefined,might,0.77,You might get an aisle seat,60,0,probably,You'll probably get an aisle seat,./stim/images/prob_60_3.png,1,1,0.22999999999999998,,9.758166666666666,aislehappy
undefined,might,0.75,You might get an aisle seat,90,0.25,probably,You'll probably get an aisle seat,./stim/images/prob_90_5.png,1,1,0,,9.758166666666666,aislehappy
undefined,might,0.37,You might get a window seat,90,0,probably,You'll probably get a window seat,./stim/images/prob_90_1.png,1,1,0.63,,9.758166666666666,window_happy
undefined,might,0.44,You might get a window seat,100,0,probably,You'll probably get a window seat,./stim/images/prob_100_1.png,1,1,0.5599999999999999,,9.758166666666666,window_happy
undefined,might,0.45,You might get a window seat,90,0,probably,You'll probably get a window seat,./stim/images/prob_90_4.png,1,1,0.55,,9.758166666666666,window_happy
undefined,might,0.71,You might get a window seat,10,0,probably,You'll probably get a window seat,./stim/images/prob_10_1.png,1,1,0.2899999999999999,,9.758166666666666,window_happy
undefined,might,0.56,You might get a window seat,25,0,probably,You'll probably get a window seat,./stim/images/prob_25_1.png,1,1,0.44000000000000006,,9.758166666666666,window_happy
undefined,,0.1399999999999999,,,,,,,2,,0.86,happy,18.206016666666667,test
undefined,might,0,You might get a window seat,100,0,probably,You'll probably get a window seat,./stim/images/prob_100_3.png,2,1,1,,18.206016666666667,window_happy
undefined,might,0.16,You might get an aisle seat,90,0.84,probably,You'll probably get an aisle seat,./stim/images/prob_90_1.png,2,1,0,,18.206016666666667,aislehappy
undefined,might,0.41,You might get a window seat,60,0,probably,You'll probably get a window seat,./stim/images/prob_60_2.png,2,1,0.59,,18.206016666666667,window_happy
undefined,might,0.7,You might get an aisle seat,60,0,probably,You'll probably get an aisle seat,./stim/images/prob_60_5.png,2,1,0.30000000000000004,,18.206016666666667,aislehappy
undefined,might,0.040000000000000036,You might get an aisle seat,10,0,probably,You'll probably get an aisle seat,./stim/images/prob_10_5.png,2,1,0.96,,18.206016666666667,aislehappy
undefined,might,0.020000000000000018,You might get a window seat,90,0,probably,You'll probably get a window seat,./stim/images/prob_90_4.png,2,1,0.98,,18.206016666666667,window_happy
undefined,might,0.32999999999999985,You might get an aisle seat,50,0,probably,You'll probably get an aisle seat,./stim/images/prob_50_3.png,2,1,0.67,,18.206016666666667,aislehappy
undefined,might,0.8899999999999999,You might get a window seat,40,0,probably,You'll probably get a window seat,./stim/images/prob_40_4.png,2,1,0.11,,18.206016666666667,window_happy
undefined,might,0,You might get a window seat,0,1,probably,You'll probably get a window seat,./stim/images/prob_0_3.png,2,1,0,,18.206016666666667,window_happy
undefined,might,0,You might get an aisle seat,100,1,probably,You'll probably get an aisle seat,./stim/images/prob_100_5.png,2,1,0,,18.206016666666667,aislehappy
undefined,might,0,You might get an aisle seat,100,1,probably,You'll probably get an aisle seat,./stim/images/prob_100_3.png,2,1,0,,18.206016666666667,aislehappy
undefined,might,0.08999999999999997,You might get an aisle seat,25,0,probably,You'll probably get an aisle seat,./stim/images/prob_25_2.png,2,1,0.91,,18.206016666666667,aislehappy
undefined,might,0,You might get an aisle seat,0,0.49,probably,You'll probably get an aisle seat,./stim/images/prob_0_2.png,2,1,0.51,,18.206016666666667,aislehappy
undefined,might,0.01000000000000012,You might get an aisle seat,10,0,probably,You'll probably get an aisle seat,./stim/images/prob_10_3.png,2,1,0.99,,18.206016666666667,aislehappy
undefined,might,0.08999999999999997,You might get a window seat,75,0,probably,You'll probably get a window seat,./stim/images/prob_75_1.png,2,1,0.91,,18.206016666666667,window_happy
undefined,might,0.05,You might get a window seat,10,0.95,probably,You'll probably get a window seat,./stim/images/prob_10_3.png,2,1,0,,18.206016666666667,window_happy
undefined,might,0.05,You might get a window seat,10,0.95,probably,You'll probably get a window seat,./stim/images/prob_10_5.png,2,1,0,,18.206016666666667,window_happy
undefined,might,0.43999999999999995,You might get an aisle seat,40,0,probably,You'll probably get an aisle seat,./stim/images/prob_40_3.png,2,1,0.56,,18.206016666666667,aislehappy
undefined,might,0.56,You might get an aisle seat,75,0.36,probably,You'll probably get an aisle seat,./stim/images/prob_75_1.png,2,1,0.08,,18.206016666666667,aislehappy
undefined,might,0.8,You might get an aisle seat,75,0.19999999999999996,probably,You'll probably get an aisle seat,./stim/images/prob_75_4.png,2,1,0,,18.206016666666667,aislehappy
undefined,might,0.13,You might get an aisle seat,25,0,probably,You'll probably get an aisle seat,./stim/images/prob_25_3.png,2,1,0.87,,18.206016666666667,aislehappy
undefined,might,0,You might get a window seat,100,0.10999999999999988,probably,You'll probably get a window seat,./stim/images/prob_100_1.png,2,1,0.89,,18.206016666666667,window_happy
undefined,might,0.5599999999999999,You might get an aisle seat,60,0,probably,You'll probably get an aisle seat,./stim/images/prob_60_1.png,2,1,0.44,,18.206016666666667,aislehappy
undefined,might,0.74,You might get a window seat,25,0.2599999999999999,probably,You'll probably get a window seat,./stim/images/prob_25_2.png,2,1,0,,18.206016666666667,window_happy
undefined,might,0.050000000000000044,You might get a window seat,90,0,probably,You'll probably get a window seat,./stim/images/prob_90_1.png,2,1,0.95,,18.206016666666667,window_happy
undefined,might,0.31999999999999995,You might get a window seat,50,0,probably,You'll probably get a window seat,./stim/images/prob_50_1.png,2,1,0.68,,18.206016666666667,window_happy
undefined,might,0.1499999999999999,You might get a window seat,75,0,probably,You'll probably get a window seat,./stim/images/prob_75_4.png,2,1,0.85,,18.206016666666667,window_happy
undefined,might,0,You might get a window seat,0,1,probably,You'll probably get a window seat,./stim/images/prob_0_4.png,2,1,0,,18.206016666666667,window_happy
undefined,might,0.5499999999999999,You might get an aisle seat,50,0,probably,You'll probably get an aisle seat,./stim/images/prob_50_4.png,2,1,0.45,,18.206016666666667,aislehappy
undefined,might,0.04,You might get an aisle seat,90,0.96,probably,You'll probably get an aisle seat,./stim/images/prob_90_1.png,2,1,0,,18.206016666666667,aislehappy
undefined,might,0.5499999999999999,You might get a window seat,40,0,probably,You'll probably get a window seat,./stim/images/prob_40_3.png,2,1,0.45,,18.206016666666667,window_happy
undefined,might,0.2699999999999999,You might get a window seat,60,0,probably,You'll probably get a window seat,./stim/images/prob_60_1.png,2,1,0.73,,18.206016666666667,window_happy
undefined,might,0,You might get an aisle seat,0,0.029999999999999916,probably,You'll probably get an aisle seat,./stim/images/prob_0_5.png,2,1,0.97,,18.206016666666667,aislehappy
undefined,might,0.8500000000000001,You might get a window seat,25,0.15,probably,You'll probably get a window seat,./stim/images/prob_25_3.png,2,1,0,,18.206016666666667,window_happy
undefined,might,0.31000000000000005,You might get an aisle seat,40,0,probably,You'll probably get an aisle seat,./stim/images/prob_40_2.png,2,1,0.69,,18.206016666666667,aislehappy
undefined,might,0.42000000000000004,You might get a window seat,50,0,probably,You'll probably get a window seat,./stim/images/prob_50_1.png,2,1,0.58,,18.206016666666667,window_happy
undefined,,0,,,,,,,3,,0.7400000000000001,happy,13.829916666666668,test
undefined,might,0.22,You might get a window seat,90,0.16,probably,You'll probably get a window seat,./stim/images/prob_90_1.png,3,0,0.6200000000000001,,13.829916666666668,window_happy
undefined,might,0.15,You might get a window seat,50,0.15000000000000013,probably,You'll probably get a window seat,./stim/images/prob_50_3.png,3,0,0.7,,13.829916666666668,window_happy
undefined,might,0.12,You might get an aisle seat,75,0.8600000000000001,probably,You'll probably get an aisle seat,./stim/images/prob_75_2.png,3,0,0.02,,13.829916666666668,aislehappy
undefined,might,0.19,You might get a window seat,10,0.57,probably,You'll probably get a window seat,./stim/images/prob_10_3.png,3,0,0.2400000000000001,,13.829916666666668,window_happy
undefined,might,0.06,You might get a window seat,50,0.09000000000000008,probably,You'll probably get a window seat,./stim/images/prob_50_5.png,3,0,0.85,,13.829916666666668,window_happy
undefined,might,0.08,You might get an aisle seat,75,0.9199999999999999,probably,You'll probably get an aisle seat,./stim/images/prob_75_1.png,3,0,0,,13.829916666666668,aislehappy
undefined,might,0.1,You might get an aisle seat,25,0,probably,You'll probably get an aisle seat,./stim/images/prob_25_3.png,3,0,0.8999999999999999,,13.829916666666668,aislehappy
undefined,might,0.11,You might get an aisle seat,50,0,probably,You'll probably get an aisle seat,./stim/images/prob_50_1.png,3,0,0.89,,13.829916666666668,aislehappy
undefined,might,0,You might get a window seat,75,0,probably,You'll probably get a window seat,./stim/images/prob_75_2.png,3,0,1,,13.829916666666668,window_happy
undefined,might,0,You might get a window seat,75,0,probably,You'll probably get a window seat,./stim/images/prob_75_4.png,3,0,1,,13.829916666666668,window_happy
undefined,might,0,You might get a window seat,100,0,probably,You'll probably get a window seat,./stim/images/prob_100_5.png,3,0,1,,13.829916666666668,window_happy
undefined,might,0,You might get a window seat,100,0,probably,You'll probably get a window seat,./stim/images/prob_100_4.png,3,0,1,,13.829916666666668,window_happy
undefined,might,0.11999999999999988,You might get a window seat,60,0.07,probably,You'll probably get a window seat,./stim/images/prob_60_1.png,3,0,0.81,,13.829916666666668,window_happy
undefined,might,0.12,You might get a window seat,60,0.19,probably,You'll probably get a window seat,./stim/images/prob_60_3.png,3,0,0.69,,13.829916666666668,window_happy
undefined,might,0.3500000000000001,You might get an aisle seat,90,0.61,probably,You'll probably get an aisle seat,./stim/images/prob_90_4.png,3,0,0.04,,13.829916666666668,aislehappy
undefined,might,0.2,You might get an aisle seat,50,0.1,probably,You'll probably get an aisle seat,./stim/images/prob_50_5.png,3,0,0.6999999999999998,,13.829916666666668,aislehappy
undefined,might,0.039999999999999925,You might get an aisle seat,10,0,probably,You'll probably get an aisle seat,./stim/images/prob_10_1.png,3,0,0.96,,13.829916666666668,aislehappy
undefined,might,0,You might get a window seat,0,1,probably,You'll probably get a window seat,./stim/images/prob_0_1.png,3,0,0,,13.829916666666668,window_happy
undefined,might,0,You might get an aisle seat,100,1,probably,You'll probably get an aisle seat,./stim/images/prob_100_4.png,3,0,0,,13.829916666666668,aislehappy
undefined,might,0.5399999999999999,You might get a window seat,40,0,probably,You'll probably get a window seat,./stim/images/prob_40_2.png,3,0,0.46,,13.829916666666668,window_happy
undefined,might,0.24,You might get an aisle seat,40,0,probably,You'll probably get an aisle seat,./stim/images/prob_40_4.png,3,0,0.7600000000000001,,13.829916666666668,aislehappy
undefined,might,0.51,You might get an aisle seat,90,0.16,probably,You'll probably get an aisle seat,./stim/images/prob_90_1.png,3,0,0.33000000000000007,,13.829916666666668,aislehappy
undefined,might,0.22999999999999998,You might get an aisle seat,40,0,probably,You'll probably get an aisle seat,./stim/images/prob_40_4.png,3,0,0.77,,13.829916666666668,aislehappy
undefined,might,0.6299999999999997,You might get a window seat,10,0.12,probably,You'll probably get a window seat,./stim/images/prob_10_3.png,3,0,0.2500000000000002,,13.829916666666668,window_happy
undefined,might,0,You might get an aisle seat,0,0.31999999999999995,probably,You'll probably get an aisle seat,./stim/images/prob_0_1.png,3,0,0.68,,13.829916666666668,aislehappy
undefined,might,0.16000000000000014,You might get an aisle seat,25,0,probably,You'll probably get an aisle seat,./stim/images/prob_25_4.png,3,0,0.84,,13.829916666666668,aislehappy
undefined,might,0.5099999999999999,You might get a window seat,25,0,probably,You'll probably get a window seat,./stim/images/prob_25_3.png,3,0,0.49,,13.829916666666668,window_happy
undefined,might,0,You might get a window seat,90,0.08999999999999997,probably,You'll probably get a window seat,./stim/images/prob_90_4.png,3,0,0.91,,13.829916666666668,window_happy
undefined,might,0,You might get a window seat,0,1,probably,You'll probably get a window seat,./stim/images/prob_0_1.png,3,0,0,,13.829916666666668,window_happy
undefined,might,0.6099999999999999,You might get an aisle seat,60,0,probably,You'll probably get an aisle seat,./stim/images/prob_60_4.png,3,0,0.39,,13.829916666666668,aislehappy
undefined,might,0,You might get an aisle seat,100,1,probably,You'll probably get an aisle seat,./stim/images/prob_100_2.png,3,0,0,,13.829916666666668,aislehappy
undefined,might,0,You might get an aisle seat,0,0.49,probably,You'll probably get an aisle seat,./stim/images/prob_0_1.png,3,0,0.5099999999999999,,13.829916666666668,aislehappy
undefined,might,0.6300000000000002,You might get a window seat,25,0,probably,You'll probably get a window seat,./stim/images/prob_25_5.png,3,0,0.3699999999999999,,13.829916666666668,window_happy
undefined,might,0.3899999999999999,You might get an aisle seat,60,0,probably,You'll probably get an aisle seat,./stim/images/prob_60_2.png,3,0,0.61,,13.829916666666668,aislehappy
undefined,might,0.28,You might get a window seat,40,0,probably,You'll probably get a window seat,./stim/images/prob_40_3.png,3,0,0.7200000000000001,,13.829916666666668,window_happy
undefined,might,0,You might get an aisle seat,10,0.07000000000000006,probably,You'll probably get an aisle seat,./stim/images/prob_10_3.png,3,0,0.93,,13.829916666666668,aislehappy
undefined,,0.10999999999999999,,,,,,,4,,0.89,happy,19.349533333333333,test
undefined,might,0.95,You might get a window seat,10,0,probably,You'll probably get a window seat,./stim/images/prob_10_4.png,4,1,0.05,,19.349533333333333,window_happy
undefined,might,0.86,You might get an aisle seat,75,0,probably,You'll probably get an aisle seat,./stim/images/prob_75_5.png,4,1,0.14,,19.349533333333333,aislehappy
undefined,might,0.19,You might get an aisle seat,25,0,probably,You'll probably get an aisle seat,./stim/images/prob_25_2.png,4,1,0.8099999999999999,,19.349533333333333,aislehappy
undefined,might,0.22,You might get a window seat,75,0,probably,You'll probably get a window seat,./stim/images/prob_75_2.png,4,1,0.7799999999999999,,19.349533333333333,window_happy
undefined,might,0.75,You might get an aisle seat,75,0,probably,You'll probably get an aisle seat,./stim/images/prob_75_3.png,4,1,0.25,,19.349533333333333,aislehappy
undefined,might,0.63,You might get a window seat,40,0,probably,You'll probably get a window seat,./stim/images/prob_40_1.png,4,1,0.3699999999999999,,19.349533333333333,window_happy
undefined,might,0.33,You might get an aisle seat,40,0,probably,You'll probably get an aisle seat,./stim/images/prob_40_3.png,4,1,0.6699999999999999,,19.349533333333333,aislehappy
undefined,might,0.49,You might get a window seat,50,0,probably,You'll probably get a window seat,./stim/images/prob_50_3.png,4,1,0.51,,19.349533333333333,window_happy
undefined,might,0,You might get an aisle seat,100,1,probably,You'll probably get an aisle seat,./stim/images/prob_100_1.png,4,1,0,,19.349533333333333,aislehappy
undefined,might,0.27,You might get a window seat,60,0,probably,You'll probably get a window seat,./stim/images/prob_60_1.png,4,1,0.73,,19.349533333333333,window_happy
undefined,might,0.04,You might get a window seat,90,0,probably,You'll probably get a window seat,./stim/images/prob_90_1.png,4,1,0.96,,19.349533333333333,window_happy
undefined,might,0.22999999999999998,You might get a window seat,60,0,probably,You'll probably get a window seat,./stim/images/prob_60_1.png,4,1,0.77,,19.349533333333333,window_happy
undefined,might,0.37,You might get an aisle seat,50,0,probably,You'll probably get an aisle seat,./stim/images/prob_50_3.png,4,1,0.6299999999999999,,19.349533333333333,aislehappy
undefined,might,0,You might get an aisle seat,0,0,probably,You'll probably get an aisle seat,./stim/images/prob_0_5.png,4,1,1,,19.349533333333333,aislehappy
undefined,might,0,You might get a window seat,100,0,probably,You'll probably get a window seat,./stim/images/prob_100_1.png,4,1,1,,19.349533333333333,window_happy
undefined,might,0,You might get an aisle seat,0,0,probably,You'll probably get an aisle seat,./stim/images/prob_0_2.png,4,1,1,,19.349533333333333,aislehappy
undefined,might,0.04,You might get an aisle seat,10,0,probably,You'll probably get an aisle seat,./stim/images/prob_10_1.png,4,1,0.96,,19.349533333333333,aislehappy
undefined,might,0,You might get an aisle seat,100,1,probably,You'll probably get an aisle seat,./stim/images/prob_100_5.png,4,1,0,,19.349533333333333,aislehappy
undefined,might,0.07,You might get an aisle seat,10,0,probably,You'll probably get an aisle seat,./stim/images/prob_10_1.png,4,1,0.9299999999999999,,19.349533333333333,aislehappy
undefined,might,0.21,You might get an aisle seat,40,0,probably,You'll probably get an aisle seat,./stim/images/prob_40_4.png,4,1,0.7899999999999999,,19.349533333333333,aislehappy
undefined,might,0,You might get a window seat,0,1,probably,You'll probably get a window seat,./stim/images/prob_0_3.png,4,1,0,,19.349533333333333,window_happy
undefined,might,0.44999999999999996,You might get a window seat,25,0,probably,You'll probably get a window seat,./stim/images/prob_25_4.png,4,1,0.55,,19.349533333333333,window_happy
undefined,might,0.41,You might get a window seat,40,0,probably,You'll probably get a window seat,./stim/images/prob_40_3.png,4,1,0.59,,19.349533333333333,window_happy
undefined,might,0,You might get a window seat,100,0,probably,You'll probably get a window seat,./stim/images/prob_100_1.png,4,1,1,,19.349533333333333,window_happy
undefined,might,0.59,You might get an aisle seat,60,0,probably,You'll probably get an aisle seat,./stim/images/prob_60_1.png,4,1,0.41000000000000014,,19.349533333333333,aislehappy
undefined,might,0,You might get a window seat,0,1,probably,You'll probably get a window seat,./stim/images/prob_0_3.png,4,1,0,,19.349533333333333,window_happy
undefined,might,1,You might get an aisle seat,90,0,probably,You'll probably get an aisle seat,./stim/images/prob_90_2.png,4,1,0,,19.349533333333333,aislehappy
undefined,might,0.09,You might get a window seat,90,0,probably,You'll probably get a window seat,./stim/images/prob_90_5.png,4,1,0.9099999999999999,,19.349533333333333,window_happy
undefined,might,0.58,You might get an aisle seat,60,0,probably,You'll probably get an aisle seat,./stim/images/prob_60_1.png,4,1,0.42000000000000015,,19.349533333333333,aislehappy
undefined,might,0.92,You might get a window seat,10,0,probably,You'll probably get a window seat,./stim/images/prob_10_4.png,4,1,0.07999999999999985,,19.349533333333333,window_happy
undefined,might,0.12,You might get an aisle seat,25,0,probably,You'll probably get an aisle seat,./stim/images/prob_25_1.png,4,1,0.8799999999999999,,19.349533333333333,aislehappy
