image,rating2,modal2,rating_other,sentence2,workerid,Answer.condition,condition,modal1,percent_window,reverse_sent_order,Answer.time_in_minutes,type,rating1,sentence1
./stim/images/prob_60_3.png,1,might,0,You might get one.,0,undefined,1,probably,60,1,11.10855,aisle_1,0,You'll probably get one.
./stim/images/prob_0_3.png,0,might,1,You might get one.,0,undefined,1,probably,0,1,11.10855,window_1,0,You'll probably get one.
./stim/images/prob_90_2.png,1,might,0,You might get one.,0,undefined,1,probably,90,1,11.10855,aisle_1,0,You'll probably get one.
./stim/images/prob_40_5.png,0,might,0,You might get one.,0,undefined,1,probably,40,1,11.10855,aisle_1,1,You'll probably get one.
./stim/images/prob_50_1.png,0,might,0,You might get one.,0,undefined,1,probably,50,1,11.10855,window_1,1,You'll probably get one.
./stim/images/prob_10_5.png,0,might,0,You might get one.,0,undefined,1,probably,10,1,11.10855,aisle_1,1,You'll probably get one.
./stim/images/prob_90_5.png,0,might,0,You might get one.,0,undefined,1,probably,90,1,11.10855,window_1,1,You'll probably get one.
./stim/images/prob_50_4.png,0.4999999999999999,might,0,You might get one.,0,undefined,1,probably,50,1,11.10855,aisle_1,0.5,You'll probably get one.
./stim/images/prob_100_4.png,0,might,1,You might get one.,0,undefined,1,probably,100,1,11.10855,window_1,0,You'll probably get one.
./stim/images/prob_0_3.png,0.43,might,0.21000000000000008,You might get one.,1,undefined,1,probably,0,1,6.178133333333333,aisle_1,0.36,You'll probably get one.
./stim/images/prob_40_1.png,0.3,might,0.31999999999999995,You might get one.,1,undefined,1,probably,40,1,6.178133333333333,window_1,0.38,You'll probably get one.
./stim/images/prob_90_1.png,0.4,might,0.19999999999999996,You might get one.,1,undefined,1,probably,90,1,6.178133333333333,aisle_1,0.4,You'll probably get one.
./stim/images/prob_100_3.png,0.47,might,0.10000000000000009,You might get one.,1,undefined,1,probably,100,1,6.178133333333333,window_1,0.43,You'll probably get one.
./stim/images/prob_100_3.png,0.23,might,0.29000000000000004,You might get one.,1,undefined,1,probably,100,1,6.178133333333333,aisle_1,0.48,You'll probably get one.
./stim/images/prob_25_1.png,0.38,might,0.10999999999999988,You might get one.,1,undefined,1,probably,25,1,6.178133333333333,aisle_1,0.51,You'll probably get one.
./stim/images/prob_25_3.png,0.47,might,0.06000000000000005,You might get one.,1,undefined,1,probably,25,1,6.178133333333333,aisle_1,0.47,You'll probably get one.
./stim/images/prob_0_2.png,0.35,might,0.1299999999999999,You might get one.,1,undefined,1,probably,0,1,6.178133333333333,window_1,0.52,You'll probably get one.
./stim/images/prob_100_4.png,0.46,might,0.039999999999999925,You might get one.,1,undefined,1,probably,100,1,6.178133333333333,aisle_1,0.5,You'll probably get one.
./stim/images/prob_100_5.png,0.32,might,0.10000000000000009,You might get one.,1,undefined,1,probably,100,1,6.178133333333333,window_1,0.58,You'll probably get one.
./stim/images/prob_10_4.png,0.41,might,0.1399999999999999,You might get one.,1,undefined,1,probably,10,1,6.178133333333333,window_1,0.45,You'll probably get one.
./stim/images/prob_10_3.png,0.47,might,0.06000000000000005,You might get one.,1,undefined,1,probably,10,1,6.178133333333333,window_1,0.47,You'll probably get one.
./stim/images/prob_40_2.png,0.52,might,0,You might get one.,1,undefined,1,probably,40,1,6.178133333333333,window_1,0.48,You'll probably get one.
./stim/images/prob_60_5.png,0.5,might,0,You might get one.,1,undefined,1,probably,60,1,6.178133333333333,aisle_1,0.5,You'll probably get one.
./stim/images/prob_10_4.png,0.43,might,0.030000000000000027,You might get one.,1,undefined,1,probably,10,1,6.178133333333333,aisle_1,0.54,You'll probably get one.
./stim/images/prob_60_2.png,0.59,might,1.1102230246251565e-16,You might get one.,1,undefined,1,probably,60,1,6.178133333333333,window_1,0.4099999999999999,You'll probably get one.
./stim/images/prob_90_1.png,0.61,might,0,You might get one.,1,undefined,1,probably,90,1,6.178133333333333,window_1,0.39,You'll probably get one.
./stim/images/prob_0_1.png,0.51,might,0,You might get one.,1,undefined,1,probably,0,1,6.178133333333333,aisle_1,0.49,You'll probably get one.
./stim/images/prob_50_2.png,0.62,might,0,You might get one.,1,undefined,1,probably,50,1,6.178133333333333,window_1,0.38,You'll probably get one.
./stim/images/prob_60_1.png,0.55,might,0.020000000000000018,You might get one.,1,undefined,1,probably,60,1,6.178133333333333,window_1,0.43,You'll probably get one.
./stim/images/prob_40_1.png,0.53,might,0,You might get one.,1,undefined,1,probably,40,1,6.178133333333333,aisle_1,0.47,You'll probably get one.
./stim/images/prob_50_2.png,0.59,might,0,You might get one.,1,undefined,1,probably,50,1,6.178133333333333,aisle_1,0.41000000000000003,You'll probably get one.
./stim/images/prob_25_2.png,0.53,might,0,You might get one.,1,undefined,1,probably,25,1,6.178133333333333,window_1,0.4700000000000001,You'll probably get one.
./stim/images/prob_25_5.png,0.55,might,0,You might get one.,1,undefined,1,probably,25,1,6.178133333333333,window_1,0.44999999999999996,You'll probably get one.
./stim/images/prob_75_5.png,0.46,might,0.050000000000000044,You might get one.,1,undefined,1,probably,75,1,6.178133333333333,window_1,0.49,You'll probably get one.
./stim/images/prob_50_1.png,0.6,might,1.1102230246251565e-16,You might get one.,1,undefined,1,probably,50,1,6.178133333333333,window_1,0.4,You'll probably get one.
./stim/images/prob_40_1.png,0.61,might,0,You might get one.,1,undefined,1,probably,40,1,6.178133333333333,aisle_1,0.3900000000000001,You'll probably get one.
./stim/images/prob_75_5.png,0.51,might,1.1102230246251565e-16,You might get one.,1,undefined,1,probably,75,1,6.178133333333333,aisle_1,0.49,You'll probably get one.
./stim/images/prob_75_2.png,0.55,might,0.040000000000000036,You might get one.,1,undefined,1,probably,75,1,6.178133333333333,aisle_1,0.41,You'll probably get one.
./stim/images/prob_0_2.png,0.06000000000000005,might,0.94,You might get one.,1,undefined,1,probably,0,1,6.178133333333333,window_1,0,You'll probably get one.
./stim/images/prob_50_5.png,0.48,might,0,You might get one.,1,undefined,1,probably,50,1,6.178133333333333,aisle_1,0.52,You'll probably get one.
./stim/images/prob_90_4.png,0.54,might,0,You might get one.,1,undefined,1,probably,90,1,6.178133333333333,window_1,0.45999999999999996,You'll probably get one.
./stim/images/prob_90_4.png,0.42,might,0.13,You might get one.,1,undefined,1,probably,90,1,6.178133333333333,aisle_1,0.45,You'll probably get one.
./stim/images/prob_10_4.png,0.51,might,0,You might get one.,1,undefined,1,probably,10,1,6.178133333333333,aisle_1,0.49,You'll probably get one.
./stim/images/prob_75_1.png,0.5,might,2.220446049250313e-16,You might get one.,1,undefined,1,probably,75,1,6.178133333333333,window_1,0.4999999999999999,You'll probably get one.
./stim/images/prob_60_5.png,0.5,might,1.1102230246251565e-16,You might get one.,1,undefined,1,probably,60,1,6.178133333333333,aisle_1,0.5,You'll probably get one.
./stim/images/prob_60_5.png,0.64,might,0,You might get one.,2,undefined,1,probably,60,0,11.738133333333334,aisle_1,0.3600000000000001,You'll probably get one.
./stim/images/prob_0_2.png,0,might,1,You might get one.,2,undefined,1,probably,0,0,11.738133333333334,window_1,0,You'll probably get one.
./stim/images/prob_75_5.png,1,might,0,You might get one.,2,undefined,1,probably,75,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_100_5.png,0,might,1,You might get one.,2,undefined,1,probably,100,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_10_4.png,0.91,might,0.08999999999999997,You might get one.,2,undefined,1,probably,10,0,11.738133333333334,window_1,0,You'll probably get one.
./stim/images/prob_0_3.png,0,might,0.36,You might get one.,2,undefined,1,probably,0,0,11.738133333333334,aisle_1,0.64,You'll probably get one.
./stim/images/prob_0_5.png,0,might,1,You might get one.,2,undefined,1,probably,0,0,11.738133333333334,window_1,0,You'll probably get one.
./stim/images/prob_60_3.png,1,might,0,You might get one.,2,undefined,1,probably,60,0,11.738133333333334,window_1,0,You'll probably get one.
./stim/images/prob_10_5.png,0.14000000000000012,might,0,You might get one.,2,undefined,1,probably,10,0,11.738133333333334,aisle_1,0.86,You'll probably get one.
./stim/images/prob_40_4.png,1,might,0,You might get one.,2,undefined,1,probably,40,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_25_5.png,1,might,0,You might get one.,2,undefined,1,probably,25,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_75_2.png,0.39,might,0,You might get one.,2,undefined,1,probably,75,0,11.738133333333334,window_1,0.61,You'll probably get one.
./stim/images/prob_40_4.png,1,might,0,You might get one.,2,undefined,1,probably,40,0,11.738133333333334,window_1,0,You'll probably get one.
./stim/images/prob_50_3.png,0.78,might,0,You might get one.,2,undefined,1,probably,50,0,11.738133333333334,window_1,0.21999999999999997,You'll probably get one.
./stim/images/prob_50_3.png,0.73,might,0,You might get one.,2,undefined,1,probably,50,0,11.738133333333334,window_1,0.27000000000000013,You'll probably get one.
./stim/images/prob_100_2.png,0,might,0.16999999999999993,You might get one.,2,undefined,1,probably,100,0,11.738133333333334,window_1,0.83,You'll probably get one.
./stim/images/prob_90_1.png,0.34,might,0.66,You might get one.,2,undefined,1,probably,90,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_25_5.png,0.23,might,0.7699999999999999,You might get one.,2,undefined,1,probably,25,0,11.738133333333334,window_1,0,You'll probably get one.
./stim/images/prob_75_5.png,0.47,might,0,You might get one.,2,undefined,1,probably,75,0,11.738133333333334,window_1,0.53,You'll probably get one.
./stim/images/prob_60_3.png,1,might,0,You might get one.,2,undefined,1,probably,60,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_40_3.png,0.65,might,0.35,You might get one.,2,undefined,1,probably,40,0,11.738133333333334,window_1,0,You'll probably get one.
./stim/images/prob_60_4.png,0.88,might,0.1200000000000001,You might get one.,2,undefined,1,probably,60,0,11.738133333333334,window_1,0,You'll probably get one.
./stim/images/prob_50_1.png,0.76,might,0.2400000000000001,You might get one.,2,undefined,1,probably,50,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_25_5.png,0.75,might,0.2500000000000001,You might get one.,2,undefined,1,probably,25,0,11.738133333333334,window_1,0,You'll probably get one.
./stim/images/prob_10_4.png,0.5099999999999999,might,0,You might get one.,2,undefined,1,probably,10,0,11.738133333333334,aisle_1,0.49,You'll probably get one.
./stim/images/prob_50_1.png,0.79,might,0.21000000000000008,You might get one.,2,undefined,1,probably,50,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_100_5.png,0,might,0.25,You might get one.,2,undefined,1,probably,100,0,11.738133333333334,window_1,0.75,You'll probably get one.
./stim/images/prob_90_5.png,0.1299999999999999,might,0.09,You might get one.,2,undefined,1,probably,90,0,11.738133333333334,window_1,0.78,You'll probably get one.
./stim/images/prob_25_2.png,0.78,might,0.21999999999999997,You might get one.,2,undefined,1,probably,25,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_75_1.png,0.63,might,0.37,You might get one.,2,undefined,1,probably,75,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_90_5.png,0.06999999999999984,might,0.93,You might get one.,2,undefined,1,probably,90,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_100_3.png,0,might,1,You might get one.,2,undefined,1,probably,100,0,11.738133333333334,aisle_1,0,You'll probably get one.
./stim/images/prob_40_3.png,0.42000000000000004,might,0,You might get one.,2,undefined,1,probably,40,0,11.738133333333334,aisle_1,0.58,You'll probably get one.
./stim/images/prob_90_1.png,0.2600000000000001,might,0,You might get one.,2,undefined,1,probably,90,0,11.738133333333334,window_1,0.74,You'll probably get one.
./stim/images/prob_0_2.png,0,might,0.14,You might get one.,2,undefined,1,probably,0,0,11.738133333333334,aisle_1,0.86,You'll probably get one.
./stim/images/prob_10_5.png,0.1299999999999999,might,0.87,You might get one.,2,undefined,1,probably,10,0,11.738133333333334,window_1,0,You'll probably get one.
./stim/images/prob_0_3.png,0.01,might,0.99,You might get one.,3,undefined,1,probably,0,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_60_3.png,0.1399999999999999,might,0,You might get one.,3,undefined,1,probably,60,0,26.8793,aisle_1,0.86,You'll probably get one.
./stim/images/prob_60_4.png,0,might,0,You might get one.,3,undefined,1,probably,60,0,26.8793,window_1,1,You'll probably get one.
./stim/images/prob_0_1.png,0,might,1,You might get one.,3,undefined,1,probably,0,0,26.8793,aisle_1,0,You'll probably get one.
./stim/images/prob_60_1.png,1,might,0,You might get one.,3,undefined,1,probably,60,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_100_2.png,0,might,1,You might get one.,3,undefined,1,probably,100,0,26.8793,aisle_1,0,You'll probably get one.
./stim/images/prob_50_5.png,0.14,might,0,You might get one.,3,undefined,1,probably,50,0,26.8793,aisle_1,0.86,You'll probably get one.
./stim/images/prob_0_4.png,0,might,1,You might get one.,3,undefined,1,probably,0,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_100_3.png,0,might,1,You might get one.,3,undefined,1,probably,100,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_90_3.png,0,might,1,You might get one.,3,undefined,1,probably,90,0,26.8793,aisle_1,0,You'll probably get one.
./stim/images/prob_75_3.png,1,might,0,You might get one.,3,undefined,1,probably,75,0,26.8793,aisle_1,0,You'll probably get one.
./stim/images/prob_75_1.png,1,might,0,You might get one.,3,undefined,1,probably,75,0,26.8793,aisle_1,0,You'll probably get one.
./stim/images/prob_25_3.png,1,might,0,You might get one.,3,undefined,1,probably,25,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_25_3.png,0,might,0,You might get one.,3,undefined,1,probably,25,0,26.8793,aisle_1,1,You'll probably get one.
./stim/images/prob_75_2.png,0,might,0,You might get one.,3,undefined,1,probably,75,0,26.8793,window_1,1,You'll probably get one.
./stim/images/prob_90_1.png,0,might,1,You might get one.,3,undefined,1,probably,90,0,26.8793,aisle_1,0,You'll probably get one.
./stim/images/prob_10_5.png,0,might,0,You might get one.,3,undefined,1,probably,10,0,26.8793,aisle_1,1,You'll probably get one.
./stim/images/prob_60_1.png,1,might,0,You might get one.,3,undefined,1,probably,60,0,26.8793,aisle_1,0,You'll probably get one.
./stim/images/prob_40_5.png,1,might,0,You might get one.,3,undefined,1,probably,40,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_10_5.png,0,might,1,You might get one.,3,undefined,1,probably,10,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_75_1.png,0,might,0,You might get one.,3,undefined,1,probably,75,0,26.8793,window_1,1,You'll probably get one.
./stim/images/prob_40_3.png,0,might,0,You might get one.,3,undefined,1,probably,40,0,26.8793,aisle_1,1,You'll probably get one.
./stim/images/prob_40_5.png,0,might,0,You might get one.,3,undefined,1,probably,40,0,26.8793,aisle_1,1,You'll probably get one.
./stim/images/prob_0_1.png,0,might,1,You might get one.,3,undefined,1,probably,0,0,26.8793,aisle_1,0,You'll probably get one.
./stim/images/prob_50_2.png,1,might,0,You might get one.,3,undefined,1,probably,50,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_100_3.png,0,might,1,You might get one.,3,undefined,1,probably,100,0,26.8793,aisle_1,0,You'll probably get one.
./stim/images/prob_100_1.png,0,might,1,You might get one.,3,undefined,1,probably,100,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_50_4.png,1,might,0,You might get one.,3,undefined,1,probably,50,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_90_2.png,0,might,0,You might get one.,3,undefined,1,probably,90,0,26.8793,window_1,1,You'll probably get one.
./stim/images/prob_25_5.png,0,might,0,You might get one.,3,undefined,1,probably,25,0,26.8793,aisle_1,1,You'll probably get one.
./stim/images/prob_25_4.png,1,might,0,You might get one.,3,undefined,1,probably,25,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_50_2.png,1,might,0,You might get one.,3,undefined,1,probably,50,0,26.8793,aisle_1,0,You'll probably get one.
./stim/images/prob_40_3.png,1,might,0,You might get one.,3,undefined,1,probably,40,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_90_3.png,0,might,0,You might get one.,3,undefined,1,probably,90,0,26.8793,window_1,1,You'll probably get one.
./stim/images/prob_10_5.png,0,might,1,You might get one.,3,undefined,1,probably,10,0,26.8793,window_1,0,You'll probably get one.
./stim/images/prob_10_2.png,0,might,0,You might get one.,3,undefined,1,probably,10,0,26.8793,aisle_1,1,You'll probably get one.
./stim/images/prob_25_5.png,1,might,0,You might get one.,4,undefined,1,probably,25,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_40_5.png,0.79,might,0,You might get one.,4,undefined,1,probably,40,1,9.929566666666666,window_1,0.21000000000000008,You'll probably get one.
./stim/images/prob_50_1.png,0.8,might,0,You might get one.,4,undefined,1,probably,50,1,9.929566666666666,aisle_1,0.19999999999999996,You'll probably get one.
./stim/images/prob_100_5.png,0,might,1,You might get one.,4,undefined,1,probably,100,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_25_2.png,0.02,might,0.97,You might get one.,4,undefined,1,probably,25,1,9.929566666666666,window_1,0.01,You'll probably get one.
./stim/images/prob_50_3.png,0.8700000000000001,might,0,You might get one.,4,undefined,1,probably,50,1,9.929566666666666,aisle_1,0.13,You'll probably get one.
./stim/images/prob_60_3.png,0.92,might,0,You might get one.,4,undefined,1,probably,60,1,9.929566666666666,window_1,0.08000000000000007,You'll probably get one.
./stim/images/prob_10_1.png,0,might,1,You might get one.,4,undefined,1,probably,10,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_10_5.png,0,might,1,You might get one.,4,undefined,1,probably,10,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_40_3.png,0.14,might,0,You might get one.,4,undefined,1,probably,40,1,9.929566666666666,aisle_1,0.8599999999999999,You'll probably get one.
./stim/images/prob_60_3.png,0.96,might,0,You might get one.,4,undefined,1,probably,60,1,9.929566666666666,aisle_1,0.04,You'll probably get one.
./stim/images/prob_50_1.png,0,might,0,You might get one.,4,undefined,1,probably,50,1,9.929566666666666,window_1,1,You'll probably get one.
./stim/images/prob_90_5.png,0,might,1,You might get one.,4,undefined,1,probably,90,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_25_4.png,0,might,0,You might get one.,4,undefined,1,probably,25,1,9.929566666666666,aisle_1,1,You'll probably get one.
./stim/images/prob_0_4.png,0,might,1,You might get one.,4,undefined,1,probably,0,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_25_3.png,0,might,0,You might get one.,4,undefined,1,probably,25,1,9.929566666666666,aisle_1,1,You'll probably get one.
./stim/images/prob_0_5.png,0,might,1,You might get one.,4,undefined,1,probably,0,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_75_5.png,1,might,0,You might get one.,4,undefined,1,probably,75,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_90_4.png,0,might,1,You might get one.,4,undefined,1,probably,90,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_100_3.png,0,might,1,You might get one.,4,undefined,1,probably,100,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_40_2.png,1,might,0,You might get one.,4,undefined,1,probably,40,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_40_2.png,1,might,0,You might get one.,4,undefined,1,probably,40,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_0_2.png,0,might,1,You might get one.,4,undefined,1,probably,0,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_90_3.png,0,might,1,You might get one.,4,undefined,1,probably,90,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_50_4.png,1,might,0,You might get one.,4,undefined,1,probably,50,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_10_4.png,0,might,0,You might get one.,4,undefined,1,probably,10,1,9.929566666666666,aisle_1,1,You'll probably get one.
./stim/images/prob_60_4.png,1,might,0,You might get one.,4,undefined,1,probably,60,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_60_2.png,0,might,0,You might get one.,4,undefined,1,probably,60,1,9.929566666666666,window_1,1,You'll probably get one.
./stim/images/prob_75_4.png,1,might,0,You might get one.,4,undefined,1,probably,75,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_90_1.png,0,might,1,You might get one.,4,undefined,1,probably,90,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_75_1.png,0,might,0,You might get one.,4,undefined,1,probably,75,1,9.929566666666666,window_1,1,You'll probably get one.
./stim/images/prob_10_1.png,0,might,1,You might get one.,4,undefined,1,probably,10,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_100_1.png,0,might,1,You might get one.,4,undefined,1,probably,100,1,9.929566666666666,aisle_1,0,You'll probably get one.
./stim/images/prob_75_4.png,0,might,0,You might get one.,4,undefined,1,probably,75,1,9.929566666666666,window_1,1,You'll probably get one.
./stim/images/prob_100_3.png,0,might,1,You might get one.,4,undefined,1,probably,100,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_0_4.png,0,might,1,You might get one.,4,undefined,1,probably,0,1,9.929566666666666,window_1,0,You'll probably get one.
./stim/images/prob_50_3.png,0.31999999999999984,might,0.20000000000000018,You might get one.,5,undefined,1,probably,50,0,20.064066666666665,window_1,0.48,You'll probably get one.
./stim/images/prob_25_5.png,0.22999999999999998,might,0.11,You might get one.,5,undefined,1,probably,25,0,20.064066666666665,aisle_1,0.66,You'll probably get one.
./stim/images/prob_100_1.png,0,might,1,You might get one.,5,undefined,1,probably,100,0,20.064066666666665,aisle_1,0,You'll probably get one.
./stim/images/prob_60_1.png,0.69,might,0.31000000000000005,You might get one.,5,undefined,1,probably,60,0,20.064066666666665,aisle_1,0,You'll probably get one.
./stim/images/prob_25_3.png,0.40000000000000013,might,0,You might get one.,5,undefined,1,probably,25,0,20.064066666666665,aisle_1,0.6,You'll probably get one.
./stim/images/prob_100_4.png,0,might,0.3999999999999999,You might get one.,5,undefined,1,probably,100,0,20.064066666666665,window_1,0.6,You'll probably get one.
./stim/images/prob_50_1.png,0.52,might,0,You might get one.,5,undefined,1,probably,50,0,20.064066666666665,aisle_1,0.48,You'll probably get one.
./stim/images/prob_90_1.png,0.35,might,0,You might get one.,5,undefined,1,probably,90,0,20.064066666666665,window_1,0.65,You'll probably get one.
./stim/images/prob_10_5.png,0.33,might,0.6699999999999999,You might get one.,5,undefined,1,probably,10,0,20.064066666666665,window_1,0,You'll probably get one.
./stim/images/prob_0_3.png,0.17999999999999994,might,2.220446049250313e-16,You might get one.,5,undefined,1,probably,0,0,20.064066666666665,aisle_1,0.82,You'll probably get one.
./stim/images/prob_50_2.png,0.55,might,0.18999999999999995,You might get one.,5,undefined,1,probably,50,0,20.064066666666665,aisle_1,0.26,You'll probably get one.
./stim/images/prob_0_5.png,0,might,1,You might get one.,5,undefined,1,probably,0,0,20.064066666666665,window_1,0,You'll probably get one.
./stim/images/prob_90_1.png,0.26,might,0.7399999999999999,You might get one.,5,undefined,1,probably,90,0,20.064066666666665,aisle_1,0,You'll probably get one.
./stim/images/prob_75_1.png,0.58,might,0.38,You might get one.,5,undefined,1,probably,75,0,20.064066666666665,aisle_1,0.04,You'll probably get one.
./stim/images/prob_90_2.png,0.34999999999999987,might,2.220446049250313e-16,You might get one.,5,undefined,1,probably,90,0,20.064066666666665,window_1,0.65,You'll probably get one.
./stim/images/prob_25_1.png,0.58,might,0.42000000000000015,You might get one.,5,undefined,1,probably,25,0,20.064066666666665,window_1,0,You'll probably get one.
./stim/images/prob_60_1.png,0.73,might,0.030000000000000027,You might get one.,5,undefined,1,probably,60,0,20.064066666666665,window_1,0.24,You'll probably get one.
./stim/images/prob_40_5.png,0.58,might,0.1200000000000001,You might get one.,5,undefined,1,probably,40,0,20.064066666666665,window_1,0.3,You'll probably get one.
./stim/images/prob_40_3.png,0.48,might,1.1102230246251565e-16,You might get one.,5,undefined,1,probably,40,0,20.064066666666665,aisle_1,0.52,You'll probably get one.
./stim/images/prob_40_5.png,0.36,might,0.050000000000000155,You might get one.,5,undefined,1,probably,40,0,20.064066666666665,aisle_1,0.59,You'll probably get one.
