reverse_sent_order,type,modal2,rating_other,Answer.condition,percent_window,rating1,sentence2,condition,workerid,rating2,sentence1,Answer.time_in_minutes,modal1,image
0,aisle_3,might,0.040000000000000036,undefined,60,0.04,You might get one.,3,0,0.9199999999999999,You'll probably get one.,12.428,probably,./stim/images/prob_60_2.png
0,window_3,might,0.05,undefined,25,0.03,You might get one.,3,0,0.9199999999999999,You'll probably get one.,12.428,probably,./stim/images/prob_25_2.png
1,aisle_3,might,0.17,undefined,40,0.28,You might get one.,3,1,0.55,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_40_3.png
1,window_3,might,0.61,undefined,0,0.39,You might get one.,3,1,0,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_0_1.png
1,window_3,might,1,undefined,100,0,You might get one.,3,1,0,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_100_2.png
1,window_3,might,0.5100000000000001,undefined,10,0.49,You might get one.,3,1,0,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_10_5.png
1,aisle_3,might,0.68,undefined,25,0,You might get one.,3,1,0.31999999999999995,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_25_5.png
1,window_3,might,0.07000000000000017,undefined,40,0.75,You might get one.,3,1,0.18,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_40_5.png
1,aisle_3,might,0.20999999999999996,undefined,60,0.55,You might get one.,3,1,0.24,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_60_3.png
1,aisle_3,might,0,undefined,90,1,You might get one.,3,1,0,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_90_4.png
1,window_3,might,0.040000000000000036,undefined,75,0.24,You might get one.,3,1,0.72,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_75_2.png
1,aisle_3,might,0.039999999999999925,undefined,10,0.17,You might get one.,3,1,0.79,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_10_1.png
1,aisle_3,might,0.1100000000000001,undefined,75,0.53,You might get one.,3,1,0.3599999999999999,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_75_2.png
1,window_3,might,0,undefined,25,0.74,You might get one.,3,1,0.26,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_25_5.png
1,window_3,might,0,undefined,10,0.8799999999999999,You might get one.,3,1,0.12,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_10_3.png
1,window_3,might,2.220446049250313e-16,undefined,60,0.3999999999999999,You might get one.,3,1,0.6,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_60_3.png
1,aisle_3,might,0.020000000000000018,undefined,50,0.62,You might get one.,3,1,0.36,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_50_1.png
1,aisle_3,might,0,undefined,75,0.7600000000000001,You might get one.,3,1,0.24,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_75_4.png
1,aisle_3,might,0,undefined,25,0.7000000000000001,You might get one.,3,1,0.3,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_25_3.png
1,aisle_3,might,1,undefined,0,0,You might get one.,3,1,0,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_0_4.png
1,window_3,might,0.020000000000000018,undefined,60,0.28,You might get one.,3,1,0.7,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_60_5.png
1,aisle_3,might,0.09000000000000008,undefined,50,0.71,You might get one.,3,1,0.2,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_50_4.png
1,aisle_3,might,0.040000000000000036,undefined,60,0.52,You might get one.,3,1,0.44,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_60_2.png
1,window_3,might,0.65,undefined,0,0.35,You might get one.,3,1,0,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_0_5.png
1,aisle_3,might,1,undefined,0,0,You might get one.,3,1,0,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_0_2.png
1,window_3,might,0,undefined,90,0.24,You might get one.,3,1,0.76,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_90_5.png
1,aisle_3,might,0.45999999999999996,undefined,100,0.54,You might get one.,3,1,0,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_100_4.png
1,window_3,might,0.06000000000000005,undefined,25,0.32,You might get one.,3,1,0.62,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_25_2.png
1,window_3,might,1.1102230246251565e-16,undefined,50,0.2599999999999999,You might get one.,3,1,0.74,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_50_2.png
1,window_3,might,0.6799999999999999,undefined,90,0,You might get one.,3,1,0.32,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_90_4.png
1,aisle_3,might,0.16999999999999993,undefined,40,0.57,You might get one.,3,1,0.26,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_40_1.png
1,window_3,might,1,undefined,100,0,You might get one.,3,1,0,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_100_4.png
1,aisle_3,might,0.22999999999999998,undefined,90,0.77,You might get one.,3,1,0,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_90_3.png
1,window_3,might,0,undefined,75,0.67,You might get one.,3,1,0.33,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_75_3.png
1,window_3,might,0,undefined,40,0.6000000000000001,You might get one.,3,1,0.4,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_40_3.png
1,aisle_3,might,0,undefined,10,0.8799999999999999,You might get one.,3,1,0.12,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_10_3.png
1,aisle_3,might,0,undefined,100,0.72,You might get one.,3,1,0.28,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_100_4.png
1,window_3,might,0.1200000000000001,undefined,50,0.37,You might get one.,3,1,0.51,You'll probably get one.,12.306116666666666,probably,./stim/images/prob_50_5.png
0,aisle_3,might,0,undefined,25,0.77,You might get one.,3,2,0.22999999999999987,You'll probably get one.,18.8818,probably,./stim/images/prob_25_2.png
0,aisle_3,might,0,undefined,100,0.02,You might get one.,3,2,0.98,You'll probably get one.,18.8818,probably,./stim/images/prob_100_2.png
0,window_3,might,0.44999999999999996,undefined,50,0.31,You might get one.,3,2,0.24,You'll probably get one.,18.8818,probably,./stim/images/prob_50_2.png
0,aisle_3,might,0,undefined,0,0.8700000000000001,You might get one.,3,2,0.13,You'll probably get one.,18.8818,probably,./stim/images/prob_0_1.png
0,window_3,might,0.13,undefined,40,0.11,You might get one.,3,2,0.76,You'll probably get one.,18.8818,probably,./stim/images/prob_40_3.png
0,aisle_3,might,0,undefined,10,0.76,You might get one.,3,2,0.24,You'll probably get one.,18.8818,probably,./stim/images/prob_10_1.png
0,window_3,might,0.20999999999999985,undefined,40,0.18,You might get one.,3,2,0.61,You'll probably get one.,18.8818,probably,./stim/images/prob_40_3.png
0,aisle_3,might,0.7199999999999999,undefined,75,0.06,You might get one.,3,2,0.22,You'll probably get one.,18.8818,probably,./stim/images/prob_75_2.png
0,aisle_3,might,0.1499999999999999,undefined,40,0.48,You might get one.,3,2,0.37,You'll probably get one.,18.8818,probably,./stim/images/prob_40_4.png
0,window_3,might,0,undefined,75,0.82,You might get one.,3,2,0.18,You'll probably get one.,18.8818,probably,./stim/images/prob_75_1.png
0,aisle_3,might,0.27,undefined,60,0.14,You might get one.,3,2,0.59,You'll probably get one.,18.8818,probably,./stim/images/prob_60_5.png
0,window_3,might,0.6300000000000001,undefined,25,0.03,You might get one.,3,2,0.34,You'll probably get one.,18.8818,probably,./stim/images/prob_25_1.png
0,window_3,might,0.87,undefined,10,0.01,You might get one.,3,2,0.12,You'll probably get one.,18.8818,probably,./stim/images/prob_10_2.png
0,window_3,might,0.9099999999999999,undefined,10,0.02,You might get one.,3,2,0.07,You'll probably get one.,18.8818,probably,./stim/images/prob_10_1.png
0,aisle_3,might,0.7,undefined,60,0.03,You might get one.,3,2,0.27,You'll probably get one.,18.8818,probably,./stim/images/prob_60_4.png
0,aisle_3,might,0.8600000000000001,undefined,90,0.02,You might get one.,3,2,0.12,You'll probably get one.,18.8818,probably,./stim/images/prob_90_4.png
0,window_3,might,0,undefined,60,0.48,You might get one.,3,2,0.5200000000000001,You'll probably get one.,18.8818,probably,./stim/images/prob_60_1.png
0,window_3,might,1,undefined,0,0,You might get one.,3,2,0,You'll probably get one.,18.8818,probably,./stim/images/prob_0_5.png
0,aisle_3,might,1.1102230246251565e-16,undefined,0,0.95,You might get one.,3,2,0.050000000000000044,You'll probably get one.,18.8818,probably,./stim/images/prob_0_3.png
0,window_3,might,0.19999999999999984,undefined,50,0.24,You might get one.,3,2,0.56,You'll probably get one.,18.8818,probably,./stim/images/prob_50_2.png
0,aisle_3,might,0,undefined,25,0.7,You might get one.,3,2,0.30000000000000004,You'll probably get one.,18.8818,probably,./stim/images/prob_25_1.png
0,aisle_3,might,0.15000000000000002,undefined,50,0.24,You might get one.,3,2,0.61,You'll probably get one.,18.8818,probably,./stim/images/prob_50_1.png
0,window_3,might,1.1102230246251565e-16,undefined,100,0.99,You might get one.,3,2,0.01000000000000012,You'll probably get one.,18.8818,probably,./stim/images/prob_100_1.png
0,aisle_3,might,0,undefined,10,0.9,You might get one.,3,2,0.09999999999999998,You'll probably get one.,18.8818,probably,./stim/images/prob_10_3.png
0,aisle_3,might,0.15000000000000002,undefined,50,0.25,You might get one.,3,2,0.6,You'll probably get one.,18.8818,probably,./stim/images/prob_50_1.png
0,aisle_3,might,0,undefined,40,0.64,You might get one.,3,2,0.36,You'll probably get one.,18.8818,probably,./stim/images/prob_40_1.png
0,window_3,might,0,undefined,90,0.8300000000000001,You might get one.,3,2,0.17,You'll probably get one.,18.8818,probably,./stim/images/prob_90_3.png
0,aisle_3,might,1,undefined,100,0,You might get one.,3,2,0,You'll probably get one.,18.8818,probably,./stim/images/prob_100_2.png
0,window_3,might,0.41000000000000003,undefined,60,0.11,You might get one.,3,2,0.48,You'll probably get one.,18.8818,probably,./stim/images/prob_60_3.png
0,window_3,might,0.5599999999999999,undefined,25,0.08,You might get one.,3,2,0.36,You'll probably get one.,18.8818,probably,./stim/images/prob_25_3.png
0,window_3,might,1,undefined,0,0,You might get one.,3,2,0,You'll probably get one.,18.8818,probably,./stim/images/prob_0_3.png
0,window_3,might,0,undefined,75,0.68,You might get one.,3,2,0.31999999999999995,You'll probably get one.,18.8818,probably,./stim/images/prob_75_1.png
0,window_3,might,0,undefined,100,0.95,You might get one.,3,2,0.050000000000000044,You'll probably get one.,18.8818,probably,./stim/images/prob_100_1.png
0,window_3,might,2.220446049250313e-16,undefined,90,0.91,You might get one.,3,2,0.08999999999999986,You'll probably get one.,18.8818,probably,./stim/images/prob_90_2.png
0,aisle_3,might,0.8700000000000001,undefined,90,0.02,You might get one.,3,2,0.11,You'll probably get one.,18.8818,probably,./stim/images/prob_90_2.png
0,aisle_3,might,0.8099999999999999,undefined,75,0.03,You might get one.,3,2,0.16,You'll probably get one.,18.8818,probably,./stim/images/prob_75_4.png
0,window_3,might,1,undefined,0,0,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_0_2.png
0,window_3,might,0,undefined,50,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_50_1.png
0,aisle_3,might,0.97,undefined,90,0,You might get one.,3,3,0.03,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_90_5.png
0,aisle_3,might,0.1499999999999999,undefined,40,0.13000000000000012,You might get one.,3,3,0.72,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_40_2.png
0,window_3,might,0.98,undefined,10,0,You might get one.,3,3,0.02,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_10_4.png
0,window_3,might,0,undefined,90,1,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_90_4.png
0,window_3,might,0,undefined,60,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_60_3.png
0,aisle_3,might,0,undefined,25,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_25_2.png
0,window_3,might,1,undefined,0,0,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_0_2.png
0,aisle_3,might,0,undefined,40,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_40_3.png
0,aisle_3,might,0.1499999999999999,undefined,75,2.220446049250313e-16,You might get one.,3,3,0.85,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_75_5.png
0,window_3,might,0.07,undefined,40,0,You might get one.,3,3,0.9299999999999999,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_40_2.png
0,aisle_3,might,0.9299999999999999,undefined,0,0.07,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_0_1.png
0,window_3,might,0,undefined,60,1,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_60_2.png
0,aisle_3,might,0,undefined,75,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_75_1.png
0,window_3,might,2.220446049250313e-16,undefined,75,0.82,You might get one.,3,3,0.17999999999999994,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_75_4.png
0,aisle_3,might,1,undefined,100,0,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_100_1.png
0,window_3,might,0,undefined,90,1,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_90_4.png
0,window_3,might,0,undefined,25,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_25_1.png
0,aisle_3,might,1,undefined,100,0,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_100_2.png
0,aisle_3,might,0,undefined,50,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_50_1.png
0,aisle_3,might,0,undefined,25,1,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_25_5.png
0,window_3,might,0,undefined,10,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_10_1.png
0,aisle_3,might,0,undefined,60,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_60_4.png
0,window_3,might,0,undefined,40,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_40_2.png
0,aisle_3,might,0.08999999999999986,undefined,90,2.220446049250313e-16,You might get one.,3,3,0.91,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_90_4.png
0,window_3,might,1,undefined,100,0,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_100_2.png
0,aisle_3,might,0,undefined,50,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_50_1.png
0,aisle_3,might,0,undefined,10,1,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_10_4.png
0,aisle_3,might,1,undefined,0,0,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_0_4.png
0,aisle_3,might,0,undefined,10,1,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_10_2.png
0,aisle_3,might,0,undefined,60,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_60_4.png
0,window_3,might,0,undefined,25,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_25_3.png
0,window_3,might,1,undefined,100,0,You might get one.,3,3,0,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_100_1.png
0,window_3,might,0,undefined,50,0,You might get one.,3,3,1,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_50_3.png
0,window_3,might,0,undefined,75,0.87,You might get one.,3,3,0.13000000000000012,You'll probably get one.,22.108433333333334,probably,./stim/images/prob_75_5.png
1,window_3,might,0,undefined,50,0.26,You might get one.,3,4,0.7400000000000001,You'll probably get one.,13.53475,probably,./stim/images/prob_50_5.png
1,window_3,might,1,undefined,0,0,You might get one.,3,4,0,You'll probably get one.,13.53475,probably,./stim/images/prob_0_4.png
1,window_3,might,0.8799999999999999,undefined,10,0,You might get one.,3,4,0.12,You'll probably get one.,13.53475,probably,./stim/images/prob_10_3.png
1,aisle_3,might,0,undefined,75,0.18000000000000005,You might get one.,3,4,0.82,You'll probably get one.,13.53475,probably,./stim/images/prob_75_3.png
1,window_3,might,0,undefined,90,0.78,You might get one.,3,4,0.21999999999999986,You'll probably get one.,13.53475,probably,./stim/images/prob_90_5.png
1,window_3,might,0,undefined,40,0.63,You might get one.,3,4,0.37,You'll probably get one.,13.53475,probably,./stim/images/prob_40_1.png
1,aisle_3,might,0,undefined,60,0.7,You might get one.,3,4,0.30000000000000016,You'll probably get one.,13.53475,probably,./stim/images/prob_60_1.png
1,aisle_3,might,0.8,undefined,90,0.13,You might get one.,3,4,0.07,You'll probably get one.,13.53475,probably,./stim/images/prob_90_5.png
1,aisle_3,might,0,undefined,25,0.85,You might get one.,3,4,0.1499999999999999,You'll probably get one.,13.53475,probably,./stim/images/prob_25_5.png
1,aisle_3,might,0.08000000000000007,undefined,40,0.31,You might get one.,3,4,0.61,You'll probably get one.,13.53475,probably,./stim/images/prob_40_2.png
1,aisle_3,might,0,undefined,10,0.75,You might get one.,3,4,0.25,You'll probably get one.,13.53475,probably,./stim/images/prob_10_1.png
1,window_3,might,0.1399999999999998,undefined,75,0.31,You might get one.,3,4,0.55,You'll probably get one.,13.53475,probably,./stim/images/prob_75_4.png
1,window_3,might,0.07000000000000006,undefined,90,0.36,You might get one.,3,4,0.57,You'll probably get one.,13.53475,probably,./stim/images/prob_90_2.png
1,aisle_3,might,0.27,undefined,75,0.5900000000000001,You might get one.,3,4,0.14,You'll probably get one.,13.53475,probably,./stim/images/prob_75_3.png
1,window_3,might,0.010000000000000009,undefined,60,0.3,You might get one.,3,4,0.69,You'll probably get one.,13.53475,probably,./stim/images/prob_60_3.png
1,aisle_3,might,0,undefined,100,0.86,You might get one.,3,4,0.14,You'll probably get one.,13.53475,probably,./stim/images/prob_100_5.png
1,window_3,might,0.16,undefined,25,0.6200000000000001,You might get one.,3,4,0.22,You'll probably get one.,13.53475,probably,./stim/images/prob_25_4.png
1,window_3,might,0.08999999999999997,undefined,25,0.56,You might get one.,3,4,0.35,You'll probably get one.,13.53475,probably,./stim/images/prob_25_1.png
1,aisle_3,might,0,undefined,40,0.27,You might get one.,3,4,0.73,You'll probably get one.,13.53475,probably,./stim/images/prob_40_1.png
1,aisle_3,might,0.17999999999999994,undefined,60,0.5,You might get one.,3,4,0.32000000000000006,You'll probably get one.,13.53475,probably,./stim/images/prob_60_1.png
1,aisle_3,might,1.1102230246251565e-16,undefined,50,0.2699999999999999,You might get one.,3,4,0.73,You'll probably get one.,13.53475,probably,./stim/images/prob_50_5.png
1,window_3,might,2.220446049250313e-16,undefined,40,0.15999999999999992,You might get one.,3,4,0.84,You'll probably get one.,13.53475,probably,./stim/images/prob_40_5.png
1,aisle_3,might,0.9199999999999999,undefined,100,0.04,You might get one.,3,4,0.04,You'll probably get one.,13.53475,probably,./stim/images/prob_100_3.png
1,aisle_3,might,2.220446049250313e-16,undefined,0,0.86,You might get one.,3,4,0.1399999999999999,You'll probably get one.,13.53475,probably,./stim/images/prob_0_4.png
1,window_3,might,0,undefined,100,0.74,You might get one.,3,4,0.2599999999999999,You'll probably get one.,13.53475,probably,./stim/images/prob_100_3.png
1,window_3,might,0.81,undefined,0,0.08,You might get one.,3,4,0.11,You'll probably get one.,13.53475,probably,./stim/images/prob_0_3.png
1,window_3,might,0,undefined,75,0.78,You might get one.,3,4,0.21999999999999997,You'll probably get one.,13.53475,probably,./stim/images/prob_75_5.png
1,window_3,might,0,undefined,10,0.15000000000000002,You might get one.,3,4,0.85,You'll probably get one.,13.53475,probably,./stim/images/prob_10_5.png
1,window_3,might,0.07999999999999985,undefined,50,0.14,You might get one.,3,4,0.78,You'll probably get one.,13.53475,probably,./stim/images/prob_50_5.png
1,aisle_3,might,1.1102230246251565e-16,undefined,0,0.92,You might get one.,3,4,0.07999999999999985,You'll probably get one.,13.53475,probably,./stim/images/prob_0_5.png
1,window_3,might,0,undefined,100,0.06999999999999995,You might get one.,3,4,0.93,You'll probably get one.,13.53475,probably,./stim/images/prob_100_4.png
1,window_3,might,0.19,undefined,60,0.6000000000000001,You might get one.,3,4,0.21,You'll probably get one.,13.53475,probably,./stim/images/prob_60_1.png
1,aisle_3,might,0,undefined,90,0.7400000000000001,You might get one.,3,4,0.26,You'll probably get one.,13.53475,probably,./stim/images/prob_90_2.png
1,aisle_3,might,0,undefined,50,0.61,You might get one.,3,4,0.3899999999999999,You'll probably get one.,13.53475,probably,./stim/images/prob_50_1.png
1,aisle_3,might,0,undefined,10,0.85,You might get one.,3,4,0.15000000000000002,You'll probably get one.,13.53475,probably,./stim/images/prob_10_3.png
1,aisle_3,might,0.13000000000000012,undefined,25,0.6,You might get one.,3,4,0.27,You'll probably get one.,13.53475,probably,./stim/images/prob_25_4.png
0,aisle_3,might,0,undefined,90,0.88,You might get one.,3,5,0.1200000000000001,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_90_5.png
0,window_3,might,0.21999999999999997,undefined,25,0.11,You might get one.,3,5,0.67,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_25_3.png
0,window_3,might,0.13000000000000012,undefined,25,0.12,You might get one.,3,5,0.75,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_25_1.png
0,window_3,might,1.1102230246251565e-16,undefined,60,0.76,You might get one.,3,5,0.24,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_60_2.png
0,aisle_3,might,0,undefined,50,0.31,You might get one.,3,5,0.69,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_50_1.png
0,window_3,might,0.8200000000000001,undefined,10,0,You might get one.,3,5,0.18,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_10_1.png
0,window_3,might,0,undefined,50,0.47,You might get one.,3,5,0.5300000000000001,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_50_3.png
0,aisle_3,might,0.19999999999999996,undefined,40,0.07,You might get one.,3,5,0.73,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_40_3.png
0,aisle_3,might,0.17000000000000015,undefined,50,0.24,You might get one.,3,5,0.59,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_50_4.png
0,aisle_3,might,0.6699999999999999,undefined,10,0,You might get one.,3,5,0.33,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_10_1.png
0,aisle_3,might,0,undefined,100,1,You might get one.,3,5,0,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_100_3.png
0,aisle_3,might,0,undefined,25,0.67,You might get one.,3,5,0.32999999999999996,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_25_5.png
0,window_3,might,0,undefined,90,0.86,You might get one.,3,5,0.14,You'll probably get one.,9.379316666666666,probably,./stim/images/prob_90_4.png
