modal2,sentence1,Answer.time_in_minutes,Answer.condition,sentence2,percent_window,condition,reverse_sent_order,rating_other,type,workerid,rating1,image,modal1,rating2
might,You'll probably get one.,15.652316666666668,undefined,You might get one.,10,2,0,0,aisle_2,2,1,./stim/images/prob_10_3.png,probably,0
might,You'll probably get one.,15.652316666666668,undefined,You might get one.,10,2,0,0,window_2,2,0,./stim/images/prob_10_5.png,probably,1
might,You'll probably get one.,15.652316666666668,undefined,You might get one.,0,2,0,1,aisle_2,2,0,./stim/images/prob_0_3.png,probably,0
might,You'll probably get one.,15.652316666666668,undefined,You might get one.,90,2,0,0,window_2,2,1,./stim/images/prob_90_3.png,probably,0
might,You'll probably get one.,13.9974,undefined,You might get one.,40,2,1,0,window_2,3,0.3700000000000001,./stim/images/prob_40_5.png,probably,0.63
might,You'll probably get one.,13.9974,undefined,You might get one.,10,2,1,0,aisle_2,3,0.74,./stim/images/prob_10_1.png,probably,0.26
might,You'll probably get one.,13.9974,undefined,You might get one.,100,2,1,1,window_2,3,0,./stim/images/prob_100_4.png,probably,0
might,You'll probably get one.,13.9974,undefined,You might get one.,60,2,1,0,window_2,3,0.55,./stim/images/prob_60_5.png,probably,0.45
might,You'll probably get one.,13.9974,undefined,You might get one.,25,2,1,0,aisle_2,3,0.83,./stim/images/prob_25_2.png,probably,0.16999999999999993
might,You'll probably get one.,13.9974,undefined,You might get one.,50,2,1,0,window_2,3,0.78,./stim/images/prob_50_4.png,probably,0.21999999999999997
might,You'll probably get one.,13.9974,undefined,You might get one.,0,2,1,1,aisle_2,3,0,./stim/images/prob_0_1.png,probably,0
might,You'll probably get one.,13.9974,undefined,You might get one.,100,2,1,1,window_2,3,0,./stim/images/prob_100_1.png,probably,0
might,You'll probably get one.,13.9974,undefined,You might get one.,90,2,1,0,aisle_2,3,0.1499999999999999,./stim/images/prob_90_3.png,probably,0.85
might,You'll probably get one.,13.9974,undefined,You might get one.,60,2,1,0,window_2,3,0.78,./stim/images/prob_60_5.png,probably,0.21999999999999997
might,You'll probably get one.,13.9974,undefined,You might get one.,90,2,1,0,window_2,3,0.8,./stim/images/prob_90_2.png,probably,0.19999999999999996
might,You'll probably get one.,13.9974,undefined,You might get one.,10,2,1,0,window_2,3,0.09,./stim/images/prob_10_2.png,probably,0.9099999999999999
might,You'll probably get one.,13.9974,undefined,You might get one.,0,2,1,1,aisle_2,3,0,./stim/images/prob_0_2.png,probably,0
might,You'll probably get one.,13.9974,undefined,You might get one.,50,2,1,0,aisle_2,3,0.59,./stim/images/prob_50_1.png,probably,0.41000000000000014
might,You'll probably get one.,13.9974,undefined,You might get one.,75,2,1,0,window_2,3,0.76,./stim/images/prob_75_4.png,probably,0.24
might,You'll probably get one.,13.9974,undefined,You might get one.,75,2,1,0,aisle_2,3,0.2,./stim/images/prob_75_4.png,probably,0.8
might,You'll probably get one.,13.9974,undefined,You might get one.,10,2,1,0,aisle_2,3,0.86,./stim/images/prob_10_1.png,probably,0.14000000000000012
might,You'll probably get one.,13.9974,undefined,You might get one.,75,2,1,0,window_2,3,0.71,./stim/images/prob_75_1.png,probably,0.29000000000000004
might,You'll probably get one.,13.9974,undefined,You might get one.,90,2,1,0,aisle_2,3,0.08000000000000007,./stim/images/prob_90_5.png,probably,0.92
might,You'll probably get one.,13.9974,undefined,You might get one.,40,2,1,0,aisle_2,3,0.74,./stim/images/prob_40_1.png,probably,0.26
might,You'll probably get one.,13.9974,undefined,You might get one.,60,2,1,0,aisle_2,3,0.73,./stim/images/prob_60_1.png,probably,0.27
might,You'll probably get one.,13.9974,undefined,You might get one.,100,2,1,1,aisle_2,3,0,./stim/images/prob_100_5.png,probably,0
might,You'll probably get one.,13.9974,undefined,You might get one.,75,2,1,0,aisle_2,3,0.16999999999999993,./stim/images/prob_75_5.png,probably,0.83
might,You'll probably get one.,13.9974,undefined,You might get one.,60,2,1,0,aisle_2,3,0.43999999999999995,./stim/images/prob_60_1.png,probably,0.56
might,You'll probably get one.,13.9974,undefined,You might get one.,40,2,1,0,aisle_2,3,0.63,./stim/images/prob_40_3.png,probably,0.3700000000000001
might,You'll probably get one.,13.9974,undefined,You might get one.,25,2,1,0,window_2,3,0.87,./stim/images/prob_25_2.png,probably,0.13
might,You'll probably get one.,13.9974,undefined,You might get one.,25,2,1,0,aisle_2,3,0.86,./stim/images/prob_25_3.png,probably,0.14
might,You'll probably get one.,13.9974,undefined,You might get one.,50,2,1,0,window_2,3,0.30000000000000004,./stim/images/prob_50_2.png,probably,0.7
might,You'll probably get one.,13.9974,undefined,You might get one.,50,2,1,0,aisle_2,3,0.32,./stim/images/prob_50_1.png,probably,0.6799999999999999
might,You'll probably get one.,13.9974,undefined,You might get one.,40,2,1,0,window_2,3,0.57,./stim/images/prob_40_3.png,probably,0.43000000000000016
might,You'll probably get one.,13.9974,undefined,You might get one.,0,2,1,1,window_2,3,0,./stim/images/prob_0_4.png,probably,0
might,You'll probably get one.,13.9974,undefined,You might get one.,0,2,1,1,window_2,3,0,./stim/images/prob_0_1.png,probably,0
might,You'll probably get one.,13.9974,undefined,You might get one.,25,2,1,0,window_2,3,0.1499999999999999,./stim/images/prob_25_5.png,probably,0.85
might,You'll probably get one.,13.9974,undefined,You might get one.,90,2,1,0,window_2,3,0.91,./stim/images/prob_90_3.png,probably,0.08999999999999997
might,You'll probably get one.,13.9974,undefined,You might get one.,100,2,1,1,aisle_2,3,0,./stim/images/prob_100_1.png,probably,0
might,You'll probably get one.,13.9974,undefined,You might get one.,10,2,1,0,window_2,3,0.060000000000000164,./stim/images/prob_10_5.png,probably,0.94
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,40,2,1,0,window_2,4,0.38,./stim/images/prob_40_3.png,probably,0.62
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,75,2,1,0,aisle_2,4,0.20999999999999985,./stim/images/prob_75_3.png,probably,0.7900000000000001
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,75,2,1,0,aisle_2,4,0,./stim/images/prob_75_5.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,75,2,1,0,window_2,4,1,./stim/images/prob_75_4.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,90,2,1,1,window_2,4,0,./stim/images/prob_90_2.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,25,2,1,0.09,aisle_2,4,0.9099999999999999,./stim/images/prob_25_5.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,0,2,1,1,window_2,4,0,./stim/images/prob_0_2.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,100,2,1,1,aisle_2,4,0,./stim/images/prob_100_5.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,10,2,1,0,window_2,4,0,./stim/images/prob_10_2.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,10,2,1,0,aisle_2,4,1,./stim/images/prob_10_4.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,90,2,1,0,aisle_2,4,0,./stim/images/prob_90_4.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,40,2,1,0,aisle_2,4,0,./stim/images/prob_40_3.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,25,2,1,0,window_2,4,0,./stim/images/prob_25_2.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,50,2,1,0,window_2,4,1,./stim/images/prob_50_5.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,60,2,1,0,aisle_2,4,0,./stim/images/prob_60_3.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,60,2,1,0,aisle_2,4,0,./stim/images/prob_60_2.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,10,2,1,0,aisle_2,4,1,./stim/images/prob_10_1.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,0,2,1,1,window_2,4,0,./stim/images/prob_0_2.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,40,2,1,0,aisle_2,4,0,./stim/images/prob_40_3.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,100,2,1,1,aisle_2,4,0,./stim/images/prob_100_4.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,10,2,1,0,window_2,4,0,./stim/images/prob_10_1.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,90,2,1,0,aisle_2,4,0,./stim/images/prob_90_3.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,75,2,1,0,window_2,4,1,./stim/images/prob_75_1.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,50,2,1,0,aisle_2,4,1,./stim/images/prob_50_3.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,100,2,1,1,window_2,4,0,./stim/images/prob_100_1.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,0,2,1,1,aisle_2,4,0,./stim/images/prob_0_4.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,60,2,1,0,window_2,4,1,./stim/images/prob_60_2.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,25,2,1,0,window_2,4,0,./stim/images/prob_25_5.png,probably,1
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,90,2,1,0,window_2,4,1,./stim/images/prob_90_5.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,100,2,1,1,window_2,4,0,./stim/images/prob_100_1.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,25,2,1,0,aisle_2,4,1,./stim/images/prob_25_1.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,0,2,1,1,aisle_2,4,0,./stim/images/prob_0_2.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,50,2,1,0,aisle_2,4,1,./stim/images/prob_50_1.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,50,2,1,0,window_2,4,1,./stim/images/prob_50_5.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,40,2,1,0,window_2,4,1,./stim/images/prob_40_4.png,probably,0
might,You'll probably get one.,14.961383333333334,undefined,You might get one.,60,2,1,0,window_2,4,1,./stim/images/prob_60_3.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,100,2,0,1,window_2,5,0,./stim/images/prob_100_3.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,100,2,0,1,aisle_2,5,0,./stim/images/prob_100_1.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,0,2,0,0.21999999999999997,window_2,5,0,./stim/images/prob_0_4.png,probably,0.78
might,You'll probably get one.,9.9026,undefined,You might get one.,50,2,0,0,aisle_2,5,1,./stim/images/prob_50_1.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,0,2,0,0,aisle_2,5,0,./stim/images/prob_0_2.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,10,2,0,0,window_2,5,0,./stim/images/prob_10_1.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,50,2,0,0,window_2,5,1,./stim/images/prob_50_4.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,90,2,0,0,aisle_2,5,0,./stim/images/prob_90_2.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,100,2,0,1,aisle_2,5,0,./stim/images/prob_100_4.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,0,2,0,1,window_2,5,0,./stim/images/prob_0_3.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,10,2,0,0,aisle_2,5,1,./stim/images/prob_10_3.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,90,2,0,0,window_2,5,1,./stim/images/prob_90_4.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,10,2,0,0,aisle_2,5,1,./stim/images/prob_10_1.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,90,2,0,0,window_2,5,0,./stim/images/prob_90_3.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,25,2,0,0,aisle_2,5,1,./stim/images/prob_25_2.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,50,2,0,0,aisle_2,5,0,./stim/images/prob_50_1.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,50,2,0,0,window_2,5,0.52,./stim/images/prob_50_3.png,probably,0.48
might,You'll probably get one.,9.9026,undefined,You might get one.,60,2,0,0,aisle_2,5,0,./stim/images/prob_60_1.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,75,2,0,0,window_2,5,0.9,./stim/images/prob_75_4.png,probably,0.09999999999999987
might,You'll probably get one.,9.9026,undefined,You might get one.,40,2,0,0,window_2,5,0,./stim/images/prob_40_4.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,75,2,0,0,window_2,5,1,./stim/images/prob_75_5.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,0,2,0,1,aisle_2,5,0,./stim/images/prob_0_2.png,probably,0
might,You'll probably get one.,9.9026,undefined,You might get one.,25,2,0,0,window_2,5,0,./stim/images/prob_25_4.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,40,2,0,0,aisle_2,5,0,./stim/images/prob_40_1.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,60,2,0,0,aisle_2,5,0,./stim/images/prob_60_5.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,90,2,0,0,aisle_2,5,0,./stim/images/prob_90_1.png,probably,1
might,You'll probably get one.,9.9026,undefined,You might get one.,40,2,0,0,aisle_2,5,0.13000000000000012,./stim/images/prob_40_5.png,probably,0.87
might,You'll probably get one.,9.9026,undefined,You might get one.,75,2,0,0,aisle_2,5,0,./stim/images/prob_75_3.png,probably,1
