image,Answer.time_in_minutes,reverse_sent_order,condition,sentence1,sentence2,modal2,Answer.condition,rating_other,workerid,modal1,type,percent_window,rating1,rating2
./stim/images/prob_75_5.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,window_2,75,1,0
./stim/images/prob_100_4.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,1,0,probably,aisle_2,100,0,0
./stim/images/prob_25_5.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,aisle_2,25,1,0
./stim/images/prob_0_1.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,1,0,probably,window_2,0,0,0
./stim/images/prob_50_2.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,aisle_2,50,0.51,0.4899999999999999
./stim/images/prob_0_1.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0.19999999999999996,0,probably,aisle_2,0,0.8,0
./stim/images/prob_60_4.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,window_2,60,1,0
./stim/images/prob_90_3.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,window_2,90,1,0
./stim/images/prob_10_1.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,aisle_2,10,1,0
./stim/images/prob_100_1.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0.18000000000000005,0,probably,window_2,100,0.82,0
./stim/images/prob_25_2.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,aisle_2,25,1,0
./stim/images/prob_75_4.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,window_2,75,1,0
./stim/images/prob_10_2.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,window_2,10,0,1
./stim/images/prob_75_3.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,aisle_2,75,0,1
./stim/images/prob_100_3.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,1,0,probably,aisle_2,100,0,0
./stim/images/prob_90_3.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,aisle_2,90,0,1
./stim/images/prob_90_3.png,7.83085,1,2,You'll probably get one.,You might get one.,might,undefined,0,0,probably,aisle_2,90,0,1
./stim/images/prob_100_1.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,1,1,probably,window_2,100,0,0
./stim/images/prob_10_5.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,10,0,1
./stim/images/prob_100_4.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,1,1,probably,aisle_2,100,0,0
./stim/images/prob_60_2.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,60,0.5,0.5
./stim/images/prob_40_2.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,40,0.4900000000000001,0.51
./stim/images/prob_75_3.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,75,0.85,0.1499999999999999
./stim/images/prob_75_1.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,75,0.19000000000000006,0.81
./stim/images/prob_25_2.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,25,0.87,0.13000000000000012
./stim/images/prob_40_4.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,40,0.07999999999999985,0.92
./stim/images/prob_0_5.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,1,1,probably,window_2,0,0,0
./stim/images/prob_100_5.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,1,1,probably,aisle_2,100,0,0
./stim/images/prob_75_4.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,75,0.94,0.05999999999999994
./stim/images/prob_40_4.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,40,0.89,0.10999999999999999
./stim/images/prob_50_3.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,50,0.49,0.51
./stim/images/prob_25_4.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,25,0.17999999999999994,0.82
./stim/images/prob_60_5.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,60,0.82,0.17999999999999994
./stim/images/prob_90_5.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,90,1,0
./stim/images/prob_60_2.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,60,0.47,0.53
./stim/images/prob_100_5.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,1,1,probably,window_2,100,0,0
./stim/images/prob_10_3.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,10,0.96,0.039999999999999925
./stim/images/prob_25_5.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,25,0.93,0.07000000000000006
./stim/images/prob_25_5.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,25,0.05999999999999994,0.94
./stim/images/prob_50_2.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,50,0.43000000000000016,0.57
./stim/images/prob_90_2.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,90,0.96,0.04000000000000015
./stim/images/prob_75_3.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,75,0.21000000000000008,0.79
./stim/images/prob_0_1.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,1,1,probably,window_2,0,0,0
./stim/images/prob_10_1.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,10,0.02,0.98
./stim/images/prob_60_3.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,60,0.49,0.51
./stim/images/prob_50_3.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,window_2,50,0.5000000000000001,0.5
./stim/images/prob_0_5.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,1,1,probably,aisle_2,0,0,0
./stim/images/prob_0_3.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,1,1,probably,aisle_2,0,0,0
./stim/images/prob_50_3.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,50,0.47,0.53
./stim/images/prob_40_2.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,40,0.49,0.51
./stim/images/prob_90_2.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,90,0,1
./stim/images/prob_90_4.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,90,0,1
./stim/images/prob_10_3.png,8.657966666666667,1,2,You'll probably get one.,You might get one.,might,undefined,0,1,probably,aisle_2,10,1,0
./stim/images/prob_25_1.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,25,0.4700000000000001,0.5299999999999998
./stim/images/prob_100_5.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,100,0.22,0.78
./stim/images/prob_25_5.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,25,0.42999999999999994,0.57
./stim/images/prob_100_1.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,100,0.4899999999999999,0.51
./stim/images/prob_10_1.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,10,0.45000000000000007,0.55
./stim/images/prob_75_5.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,75,0.030000000000000027,0.97
./stim/images/prob_10_4.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,10,0.31999999999999984,0.68
./stim/images/prob_100_5.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,100,0.28,0.72
./stim/images/prob_90_5.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,90,0.44999999999999996,0.55
./stim/images/prob_0_2.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,0,0.42000000000000015,0.58
./stim/images/prob_40_1.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,40,0.40000000000000013,0.6
./stim/images/prob_0_2.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,0,0.32999999999999985,0.67
./stim/images/prob_10_4.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,10,0.47,0.53
./stim/images/prob_25_1.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,25,0.3700000000000001,0.63
./stim/images/prob_60_5.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,60,0.42999999999999994,0.57
./stim/images/prob_25_4.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,25,0.31999999999999995,0.68
./stim/images/prob_75_1.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,75,0.41,0.58
./stim/images/prob_100_2.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,100,0.23999999999999988,0.76
./stim/images/prob_75_4.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,75,0.32000000000000006,0.68
./stim/images/prob_50_3.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,50,0.21999999999999986,0.78
./stim/images/prob_60_3.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,60,0.21000000000000008,0.79
./stim/images/prob_60_4.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,60,0.7100000000000001,0.29
./stim/images/prob_40_4.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,40,0.15000000000000002,0.85
./stim/images/prob_10_4.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,10,0.6199999999999999,0.38
./stim/images/prob_0_2.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,0,0.7399999999999999,0.26
./stim/images/prob_60_1.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,60,0.4,0.6
./stim/images/prob_90_4.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,90,0.27,0.73
./stim/images/prob_50_5.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,50,0.1299999999999999,0.87
./stim/images/prob_40_5.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,40,0.27,0.73
./stim/images/prob_90_1.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,90,0.3400000000000001,0.66
./stim/images/prob_75_2.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,75,0.23999999999999988,0.76
./stim/images/prob_0_4.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,0,0.17000000000000004,0.83
./stim/images/prob_90_4.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,90,0.31999999999999984,0.68
./stim/images/prob_40_5.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,40,0.3500000000000001,0.65
./stim/images/prob_50_3.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,window_2,50,0.20999999999999996,0.79
./stim/images/prob_50_5.png,8.153183333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,2,probably,aisle_2,50,0.29000000000000004,0.71
./stim/images/prob_75_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,75,0.6499999999999999,0.35
./stim/images/prob_75_5.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,75,0,1
./stim/images/prob_100_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,1,3,probably,aisle_2,100,0,0
./stim/images/prob_0_2.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,1,3,probably,aisle_2,0,0,0
./stim/images/prob_10_5.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,10,1,0
./stim/images/prob_25_2.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,25,1,0
./stim/images/prob_50_1.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,50,0,1
./stim/images/prob_75_2.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,75,0,1
./stim/images/prob_50_4.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,50,0,1
./stim/images/prob_40_4.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,40,0,1
./stim/images/prob_25_4.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,25,0,1
./stim/images/prob_100_1.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,1,3,probably,window_2,100,0,0
./stim/images/prob_25_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,25,1,0
./stim/images/prob_25_2.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,25,0,1
./stim/images/prob_90_5.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,90,0,1
./stim/images/prob_100_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,1,3,probably,aisle_2,100,0,0
./stim/images/prob_100_4.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,1,3,probably,window_2,100,0,0
./stim/images/prob_90_4.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,90,0,1
./stim/images/prob_90_5.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,90,1,0
./stim/images/prob_50_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,50,0,1
./stim/images/prob_0_4.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,1,3,probably,window_2,0,0,0
./stim/images/prob_75_2.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,75,0,1
./stim/images/prob_10_4.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,10,1,0
./stim/images/prob_10_2.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,10,0,1
./stim/images/prob_60_4.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,60,0,1
./stim/images/prob_40_4.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,40,0,1
./stim/images/prob_60_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,60,0,1
./stim/images/prob_60_2.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,60,0,1
./stim/images/prob_40_2.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,40,0,1
./stim/images/prob_0_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,1,3,probably,window_2,0,0,0
./stim/images/prob_10_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,10,0,1
./stim/images/prob_90_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,90,1,0
./stim/images/prob_40_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,40,0,1
./stim/images/prob_50_3.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,aisle_2,50,0,1
./stim/images/prob_60_1.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,0,3,probably,window_2,60,0,1
./stim/images/prob_0_5.png,14.03125,0,2,You'll probably get one.,You might get one.,might,undefined,1,3,probably,aisle_2,0,0,0
./stim/images/prob_0_3.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,0,1,0
./stim/images/prob_25_3.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,25,1,0
./stim/images/prob_40_2.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,40,1,0
./stim/images/prob_50_2.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,50,0,1
./stim/images/prob_100_5.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,1,4,probably,aisle_2,100,0,0
./stim/images/prob_25_4.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,25,0,1
./stim/images/prob_60_5.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,60,0,1
./stim/images/prob_100_5.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,100,1,0
./stim/images/prob_10_1.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,10,1,0
./stim/images/prob_75_3.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,75,0,1
./stim/images/prob_50_1.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,50,0,1
./stim/images/prob_40_2.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,40,0,1
./stim/images/prob_25_5.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,25,1,0
./stim/images/prob_60_2.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,60,0,1
./stim/images/prob_100_3.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,1,4,probably,aisle_2,100,0,0
./stim/images/prob_60_3.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,60,0,1
./stim/images/prob_75_3.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,75,0,1
./stim/images/prob_10_1.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,10,0,1
./stim/images/prob_40_3.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,40,0,1
./stim/images/prob_50_4.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,50,0,1
./stim/images/prob_10_4.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,10,1,0
./stim/images/prob_25_1.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,25,0,1
./stim/images/prob_0_4.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,1,4,probably,window_2,0,0,0
./stim/images/prob_90_4.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,90,1,0
./stim/images/prob_0_4.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,1,4,probably,window_2,0,0,0
./stim/images/prob_75_3.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,75,1,0
./stim/images/prob_10_4.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,10,0,1
./stim/images/prob_75_5.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,75,1,0
./stim/images/prob_0_3.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,0,1,0
./stim/images/prob_50_2.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,50,0,1
./stim/images/prob_90_1.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,90,0,1
./stim/images/prob_60_5.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,60,0,1
./stim/images/prob_90_3.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,90,0,1
./stim/images/prob_90_4.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,90,1,0
./stim/images/prob_100_1.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,window_2,100,1,0
./stim/images/prob_40_1.png,10.215716666666667,0,2,You'll probably get one.,You might get one.,might,undefined,0,4,probably,aisle_2,40,0,1
./stim/images/prob_0_4.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,1,5,probably,window_2,0,0,0
./stim/images/prob_60_3.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,aisle_2,60,0.11999999999999988,0.88
./stim/images/prob_100_4.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,100,1,0
./stim/images/prob_10_2.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,aisle_2,10,0.97,0.030000000000000027
./stim/images/prob_75_5.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,75,0.38,0.62
./stim/images/prob_10_2.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,10,0.07,0.9299999999999999
./stim/images/prob_60_2.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,60,0.31000000000000016,0.69
./stim/images/prob_75_2.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,aisle_2,75,0.09000000000000008,0.91
./stim/images/prob_75_3.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,aisle_2,75,0.04,0.96
./stim/images/prob_50_3.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,50,0.22000000000000008,0.78
./stim/images/prob_50_5.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,50,0.30000000000000016,0.7
./stim/images/prob_0_3.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,1,5,probably,window_2,0,0,0
./stim/images/prob_100_4.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,1,5,probably,aisle_2,100,0,0
./stim/images/prob_40_2.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,aisle_2,40,0.40000000000000013,0.6
./stim/images/prob_25_3.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,25,0.030000000000000027,0.97
./stim/images/prob_90_3.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,aisle_2,90,0,1
./stim/images/prob_10_4.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,10,0.019999999999999907,0.98
./stim/images/prob_0_5.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,aisle_2,0,1,0
./stim/images/prob_0_3.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,aisle_2,0,1,0
./stim/images/prob_40_2.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,40,0.12,0.88
./stim/images/prob_100_3.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,100,1,0
./stim/images/prob_50_1.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,aisle_2,50,0.34999999999999987,0.65
./stim/images/prob_40_2.png,11.287033333333333,1,2,You'll probably get one.,You might get one.,might,undefined,0,5,probably,window_2,40,0.27,0.73
