type,condition,percent_window,image,sentence2,reverse_sent_order,modal2,sentence1,Answer.time_in_minutes,workerid,modal1,rating1,Answer.condition,rating2,rating_other
window_4,4,100,./stim/images/prob_100_1.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.21,undefined,0,0.79
aisle_4,4,75,./stim/images/prob_75_1.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.16,undefined,0.84,0
aisle_4,4,25,./stim/images/prob_25_1.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.34,undefined,0.6599999999999999,0
window_4,4,0,./stim/images/prob_0_2.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0,undefined,0,1
aisle_4,4,50,./stim/images/prob_50_5.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.23,undefined,0.77,0
aisle_4,4,0,./stim/images/prob_0_4.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.45,undefined,0,0.5499999999999999
window_4,4,0,./stim/images/prob_0_5.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0,undefined,0,1
window_4,4,100,./stim/images/prob_100_4.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.45,undefined,0,0.55
aisle_4,4,10,./stim/images/prob_10_4.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.68,undefined,0.31999999999999984,0
aisle_4,4,10,./stim/images/prob_10_5.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.67,undefined,0.32999999999999996,0
window_4,4,40,./stim/images/prob_40_3.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.29,undefined,0.71,0
aisle_4,4,40,./stim/images/prob_40_4.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.35,undefined,0.6500000000000001,0
window_4,4,90,./stim/images/prob_90_5.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.85,undefined,0.15000000000000002,0
aisle_4,4,90,./stim/images/prob_90_1.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0,undefined,0.52,0.47999999999999987
window_4,4,60,./stim/images/prob_60_2.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.39,undefined,0.6100000000000001,0
aisle_4,4,0,./stim/images/prob_0_4.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.22,undefined,0,0.7799999999999999
window_4,4,25,./stim/images/prob_25_4.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.38,undefined,0.6199999999999999,0
window_4,4,50,./stim/images/prob_50_5.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.48,undefined,0.52,0
aisle_4,4,40,./stim/images/prob_40_5.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.47,undefined,0.5300000000000001,0
window_4,4,10,./stim/images/prob_10_5.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0,undefined,0.23,0.7699999999999999
aisle_4,4,100,./stim/images/prob_100_2.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0,undefined,0,1
aisle_4,4,25,./stim/images/prob_25_4.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.53,undefined,0.47,0
aisle_4,4,50,./stim/images/prob_50_3.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.35,undefined,0.65,0
aisle_4,4,90,./stim/images/prob_90_1.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0,undefined,0.42,0.5800000000000001
aisle_4,4,60,./stim/images/prob_60_4.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.36,undefined,0.6399999999999999,0
window_4,4,75,./stim/images/prob_75_5.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.56,undefined,0.44000000000000006,0
aisle_4,4,75,./stim/images/prob_75_1.png,You might get one.,0,might,You'll probably get one.,12.189816666666667,2,probably,0.26,undefined,0.74,0
window_4,4,60,./stim/images/prob_60_5.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0.46,undefined,0.35,0.18999999999999984
window_4,4,10,./stim/images/prob_10_5.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0.7699999999999999,undefined,0,0.23
window_4,4,60,./stim/images/prob_60_1.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.63,0.3700000000000001
aisle_4,4,100,./stim/images/prob_100_4.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0,1
window_4,4,50,./stim/images/prob_50_3.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,1,0
window_4,4,25,./stim/images/prob_25_5.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0.78,undefined,0,0.21999999999999997
aisle_4,4,10,./stim/images/prob_10_3.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0.77,undefined,0,0.22999999999999987
window_4,4,25,./stim/images/prob_25_4.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.69,0.30999999999999994
window_4,4,40,./stim/images/prob_40_2.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.51,0.4899999999999999
aisle_4,4,0,./stim/images/prob_0_3.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,1,undefined,0,0
window_4,4,0,./stim/images/prob_0_2.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,1,undefined,0,0
window_4,4,75,./stim/images/prob_75_2.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.56,0.43999999999999984
aisle_4,4,60,./stim/images/prob_60_3.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,1,0
window_4,4,0,./stim/images/prob_0_2.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,1,undefined,0,0
aisle_4,4,25,./stim/images/prob_25_3.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.54,0.45999999999999996
aisle_4,4,10,./stim/images/prob_10_1.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,1,undefined,0,0
window_4,4,50,./stim/images/prob_50_3.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.67,0.32999999999999985
window_4,4,100,./stim/images/prob_100_5.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,1,undefined,0,0
aisle_4,4,90,./stim/images/prob_90_3.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0.87,undefined,0,0.1299999999999999
aisle_4,4,75,./stim/images/prob_75_1.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.64,0.36
window_4,4,40,./stim/images/prob_40_2.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.66,0.33999999999999986
aisle_4,4,40,./stim/images/prob_40_5.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.59,0.41000000000000003
aisle_4,4,50,./stim/images/prob_50_3.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.63,0.3699999999999999
window_4,4,100,./stim/images/prob_100_1.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,1,undefined,0,0
window_4,4,90,./stim/images/prob_90_1.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,1,undefined,0,0
aisle_4,4,0,./stim/images/prob_0_1.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,1,undefined,0,0
window_4,4,75,./stim/images/prob_75_4.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.62,0.3799999999999999
window_4,4,10,./stim/images/prob_10_1.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0.87,undefined,0,0.1299999999999999
aisle_4,4,90,./stim/images/prob_90_4.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0.73,undefined,0,0.27
aisle_4,4,60,./stim/images/prob_60_2.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.76,0.24
aisle_4,4,75,./stim/images/prob_75_4.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.78,0.21999999999999997
aisle_4,4,25,./stim/images/prob_25_2.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0.7800000000000002,undefined,0,0.21999999999999986
aisle_4,4,100,./stim/images/prob_100_1.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,1,undefined,0,0
aisle_4,4,40,./stim/images/prob_40_1.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.89,0.1100000000000001
window_4,4,90,./stim/images/prob_90_2.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0.9,undefined,0,0.10000000000000009
aisle_4,4,50,./stim/images/prob_50_2.png,You might get one.,0,might,You'll probably get one.,22.629433333333335,3,probably,0,undefined,0.56,0.43999999999999995
window_4,4,60,./stim/images/prob_60_1.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.47,undefined,0.5299999999999999,2.220446049250313e-16
window_4,4,0,./stim/images/prob_0_5.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.05,undefined,0.03,0.9199999999999999
aisle_4,4,25,./stim/images/prob_25_3.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.32,undefined,0.6799999999999999,0
window_4,4,25,./stim/images/prob_25_5.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.34,undefined,0.6599999999999999,0
aisle_4,4,100,./stim/images/prob_100_5.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.05,undefined,0.08,0.8700000000000001
window_4,4,90,./stim/images/prob_90_5.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.95,undefined,0.050000000000000044,0
window_4,4,0,./stim/images/prob_0_1.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.8,undefined,0.19999999999999984,0
window_4,4,100,./stim/images/prob_100_2.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.83,undefined,0.17,0
window_4,4,60,./stim/images/prob_60_2.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.6300000000000001,undefined,0.37,0
aisle_4,4,25,./stim/images/prob_25_2.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.44,undefined,0.56,0
aisle_4,4,90,./stim/images/prob_90_3.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.86,undefined,0.14000000000000012,0
aisle_4,4,75,./stim/images/prob_75_3.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.46,undefined,0.54,0
window_4,4,90,./stim/images/prob_90_1.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.19,undefined,0.8099999999999999,0
window_4,4,50,./stim/images/prob_50_1.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.75,undefined,0.25,0
aisle_4,4,50,./stim/images/prob_50_3.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.62,undefined,0.3799999999999999,0
window_4,4,10,./stim/images/prob_10_2.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.6,undefined,0.3999999999999999,0
window_4,4,75,./stim/images/prob_75_4.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.32,undefined,0.68,0
aisle_4,4,0,./stim/images/prob_0_5.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.69,undefined,0.31000000000000005,0
aisle_4,4,100,./stim/images/prob_100_2.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.5,undefined,0.5,0
aisle_4,4,10,./stim/images/prob_10_5.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.83,undefined,0.17000000000000004,0
window_4,4,75,./stim/images/prob_75_1.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.55,undefined,0.44999999999999996,0
aisle_4,4,60,./stim/images/prob_60_3.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.42,undefined,0.58,0
aisle_4,4,0,./stim/images/prob_0_5.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.75,undefined,0.2499999999999999,0
window_4,4,50,./stim/images/prob_50_5.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.17000000000000015,undefined,0.83,0
aisle_4,4,75,./stim/images/prob_75_4.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.36,undefined,0.6400000000000001,0
aisle_4,4,40,./stim/images/prob_40_2.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.74,undefined,0.26,0
window_4,4,40,./stim/images/prob_40_1.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.55,undefined,0.44,0
window_4,4,10,./stim/images/prob_10_3.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.41,undefined,0.59,0
aisle_4,4,90,./stim/images/prob_90_2.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.66,undefined,0.33999999999999997,0
window_4,4,40,./stim/images/prob_40_5.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.49,undefined,0.5100000000000001,0
aisle_4,4,60,./stim/images/prob_60_1.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.94,undefined,0.06000000000000005,0
window_4,4,25,./stim/images/prob_25_2.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.67,undefined,0.32999999999999985,0
aisle_4,4,10,./stim/images/prob_10_5.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.7000000000000001,undefined,0.3,0
aisle_4,4,50,./stim/images/prob_50_3.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.4,undefined,0.6,0
window_4,4,100,./stim/images/prob_100_1.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.66,undefined,0.3400000000000001,0
aisle_4,4,40,./stim/images/prob_40_4.png,You might get one.,0,might,You'll probably get one.,11.514966666666666,4,probably,0.56,undefined,0.43999999999999995,0
window_4,4,75,./stim/images/prob_75_2.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0,undefined,0.1,0.9
aisle_4,4,40,./stim/images/prob_40_2.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0,undefined,0.21,0.79
aisle_4,4,10,./stim/images/prob_10_3.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0.33,undefined,0,0.6699999999999999
aisle_4,4,40,./stim/images/prob_40_5.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0,undefined,0.31,0.69
window_4,4,0,./stim/images/prob_0_2.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0.12,undefined,0,0.88
aisle_4,4,0,./stim/images/prob_0_1.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0.07,undefined,0,0.9299999999999999
window_4,4,60,./stim/images/prob_60_2.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0,undefined,0.33,0.6699999999999999
aisle_4,4,90,./stim/images/prob_90_5.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0.03,undefined,0,0.97
window_4,4,60,./stim/images/prob_60_2.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0.03,undefined,0,0.97
window_4,4,90,./stim/images/prob_90_1.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0,undefined,0,1
aisle_4,4,100,./stim/images/prob_100_5.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0.33,undefined,0,0.6699999999999999
aisle_4,4,50,./stim/images/prob_50_5.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0.12,undefined,0.3,0.58
window_4,4,40,./stim/images/prob_40_3.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0,undefined,0.38,0.62
aisle_4,4,25,./stim/images/prob_25_4.png,You might get one.,0,might,You'll probably get one.,22.524466666666665,5,probably,0.1,undefined,0.51,0.39
