modal2,condition,reverse_sent_order,sentence2,modal1,Answer.time_in_minutes,rating_other,type,sentence1,Answer.condition,rating1,workerid,percent_window,image,rating2
might,4,0,You might get one.,probably,9.441016666666666,1,window_4,You'll probably get one.,undefined,0,0,0,./stim/images/prob_0_4.png,0
might,4,0,You might get one.,probably,9.441016666666666,0,aisle_4,You'll probably get one.,undefined,0,0,25,./stim/images/prob_25_3.png,1
might,4,0,You might get one.,probably,9.441016666666666,0,window_4,You'll probably get one.,undefined,0,0,50,./stim/images/prob_50_4.png,1
might,4,0,You might get one.,probably,9.441016666666666,0,window_4,You'll probably get one.,undefined,0,0,25,./stim/images/prob_25_2.png,1
might,4,0,You might get one.,probably,9.441016666666666,0,aisle_4,You'll probably get one.,undefined,0,0,60,./stim/images/prob_60_3.png,1
might,4,0,You might get one.,probably,9.441016666666666,0,aisle_4,You'll probably get one.,undefined,0,0,50,./stim/images/prob_50_4.png,1
might,4,0,You might get one.,probably,9.441016666666666,0,window_4,You'll probably get one.,undefined,0,0,75,./stim/images/prob_75_1.png,1
might,4,0,You might get one.,probably,9.441016666666666,0,window_4,You'll probably get one.,undefined,1,0,90,./stim/images/prob_90_2.png,0
might,4,0,You might get one.,probably,9.441016666666666,0,window_4,You'll probably get one.,undefined,1,0,90,./stim/images/prob_90_1.png,0
might,4,1,You might get one.,probably,15.074133333333334,0,aisle_4,You'll probably get one.,undefined,0.4,1,40,./stim/images/prob_40_2.png,0.5999999999999999
might,4,1,You might get one.,probably,15.074133333333334,0,aisle_4,You'll probably get one.,undefined,0.95,1,10,./stim/images/prob_10_1.png,0.050000000000000044
might,4,1,You might get one.,probably,15.074133333333334,0,aisle_4,You'll probably get one.,undefined,0.1499999999999999,1,60,./stim/images/prob_60_1.png,0.85
might,4,1,You might get one.,probably,15.074133333333334,0.9,window_4,You'll probably get one.,undefined,0,1,10,./stim/images/prob_10_5.png,0.09999999999999987
might,4,1,You might get one.,probably,15.074133333333334,0,window_4,You'll probably get one.,undefined,0.40000000000000013,1,50,./stim/images/prob_50_3.png,0.6
might,4,1,You might get one.,probably,15.074133333333334,0,window_4,You'll probably get one.,undefined,0.5,1,60,./stim/images/prob_60_4.png,0.5
might,4,1,You might get one.,probably,15.074133333333334,0.75,aisle_4,You'll probably get one.,undefined,0.1,1,75,./stim/images/prob_75_5.png,0.15
might,4,1,You might get one.,probably,15.074133333333334,0,window_4,You'll probably get one.,undefined,0.5,1,50,./stim/images/prob_50_5.png,0.5
might,4,1,You might get one.,probably,15.074133333333334,1,aisle_4,You'll probably get one.,undefined,0,1,100,./stim/images/prob_100_5.png,0
might,4,1,You might get one.,probably,15.074133333333334,0,window_4,You'll probably get one.,undefined,0.85,1,90,./stim/images/prob_90_2.png,0.1499999999999999
might,4,1,You might get one.,probably,15.074133333333334,0,window_4,You'll probably get one.,undefined,0.5499999999999999,1,75,./stim/images/prob_75_4.png,0.45
might,4,1,You might get one.,probably,15.074133333333334,1,aisle_4,You'll probably get one.,undefined,0,1,90,./stim/images/prob_90_5.png,0
might,4,1,You might get one.,probably,15.074133333333334,1,window_4,You'll probably get one.,undefined,0,1,0,./stim/images/prob_0_1.png,0
might,4,1,You might get one.,probably,15.074133333333334,1,window_4,You'll probably get one.,undefined,0,1,0,./stim/images/prob_0_3.png,0
might,4,1,You might get one.,probably,15.074133333333334,0,aisle_4,You'll probably get one.,undefined,0.75,1,25,./stim/images/prob_25_4.png,0.25
might,4,1,You might get one.,probably,15.074133333333334,0.44999999999999996,window_4,You'll probably get one.,undefined,0,1,40,./stim/images/prob_40_1.png,0.55
might,4,1,You might get one.,probably,15.074133333333334,0,window_4,You'll probably get one.,undefined,0.5000000000000001,1,75,./stim/images/prob_75_4.png,0.5
might,4,1,You might get one.,probably,15.074133333333334,0,window_4,You'll probably get one.,undefined,1,1,100,./stim/images/prob_100_1.png,0
might,4,1,You might get one.,probably,15.074133333333334,0,aisle_4,You'll probably get one.,undefined,0.44999999999999996,1,60,./stim/images/prob_60_5.png,0.55
might,4,1,You might get one.,probably,15.074133333333334,0,aisle_4,You'll probably get one.,undefined,1,1,0,./stim/images/prob_0_2.png,0
might,4,1,You might get one.,probably,15.074133333333334,0.5000000000000001,window_4,You'll probably get one.,undefined,0,1,25,./stim/images/prob_25_2.png,0.5
might,4,1,You might get one.,probably,15.074133333333334,0,aisle_4,You'll probably get one.,undefined,0.85,1,10,./stim/images/prob_10_2.png,0.15000000000000002
might,4,1,You might get one.,probably,15.074133333333334,1,window_4,You'll probably get one.,undefined,0,1,10,./stim/images/prob_10_2.png,0
might,4,1,You might get one.,probably,15.074133333333334,0.29999999999999993,aisle_4,You'll probably get one.,undefined,0.1,1,40,./stim/images/prob_40_4.png,0.6
might,4,1,You might get one.,probably,15.074133333333334,0.30000000000000016,aisle_4,You'll probably get one.,undefined,0.2,1,50,./stim/images/prob_50_5.png,0.5
might,4,1,You might get one.,probably,15.074133333333334,0,aisle_4,You'll probably get one.,undefined,0.75,1,25,./stim/images/prob_25_3.png,0.25
might,4,1,You might get one.,probably,15.074133333333334,0,window_4,You'll probably get one.,undefined,1,1,100,./stim/images/prob_100_4.png,0
might,4,1,You might get one.,probably,15.074133333333334,0.7000000000000001,window_4,You'll probably get one.,undefined,0,1,40,./stim/images/prob_40_1.png,0.3
might,4,1,You might get one.,probably,15.074133333333334,0,window_4,You'll probably get one.,undefined,0.65,1,60,./stim/images/prob_60_1.png,0.34999999999999987
might,4,1,You might get one.,probably,15.074133333333334,1,aisle_4,You'll probably get one.,undefined,0,1,90,./stim/images/prob_90_2.png,0
might,4,1,You might get one.,probably,15.074133333333334,1,aisle_4,You'll probably get one.,undefined,0,1,100,./stim/images/prob_100_5.png,0
might,4,1,You might get one.,probably,15.074133333333334,0.8,window_4,You'll probably get one.,undefined,0,1,25,./stim/images/prob_25_2.png,0.2
might,4,1,You might get one.,probably,15.074133333333334,0.75,aisle_4,You'll probably get one.,undefined,0,1,50,./stim/images/prob_50_4.png,0.25
might,4,1,You might get one.,probably,15.074133333333334,1,aisle_4,You'll probably get one.,undefined,0,1,0,./stim/images/prob_0_1.png,0
might,4,1,You might get one.,probably,15.074133333333334,1,window_4,You'll probably get one.,undefined,0,1,90,./stim/images/prob_90_1.png,0
might,4,1,You might get one.,probably,15.074133333333334,0.8,aisle_4,You'll probably get one.,undefined,0,1,75,./stim/images/prob_75_4.png,0.2
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.28,2,40,./stim/images/prob_40_3.png,0.7200000000000001
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.66,2,60,./stim/images/prob_60_5.png,0.33999999999999997
might,4,0,You might get one.,probably,12.189816666666667,1,aisle_4,You'll probably get one.,undefined,0,2,100,./stim/images/prob_100_2.png,0
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.67,2,75,./stim/images/prob_75_3.png,0.33
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.46,2,60,./stim/images/prob_60_1.png,0.5399999999999999
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.15,2,25,./stim/images/prob_25_4.png,0.8500000000000001
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.37,2,50,./stim/images/prob_50_5.png,0.6299999999999999
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.75,2,90,./stim/images/prob_90_5.png,0.25
might,4,0,You might get one.,probably,12.189816666666667,0.7399999999999999,window_4,You'll probably get one.,undefined,0,2,10,./stim/images/prob_10_3.png,0.26000000000000023
might,4,0,You might get one.,probably,12.189816666666667,0.79,window_4,You'll probably get one.,undefined,0.21,2,100,./stim/images/prob_100_1.png,0
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.16,2,75,./stim/images/prob_75_1.png,0.84
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.34,2,25,./stim/images/prob_25_1.png,0.6599999999999999
might,4,0,You might get one.,probably,12.189816666666667,1,window_4,You'll probably get one.,undefined,0,2,0,./stim/images/prob_0_2.png,0
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.23,2,50,./stim/images/prob_50_5.png,0.77
might,4,0,You might get one.,probably,12.189816666666667,0.5499999999999999,aisle_4,You'll probably get one.,undefined,0.45,2,0,./stim/images/prob_0_4.png,0
might,4,0,You might get one.,probably,12.189816666666667,1,window_4,You'll probably get one.,undefined,0,2,0,./stim/images/prob_0_5.png,0
might,4,0,You might get one.,probably,12.189816666666667,0.55,window_4,You'll probably get one.,undefined,0.45,2,100,./stim/images/prob_100_4.png,0
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.68,2,10,./stim/images/prob_10_4.png,0.31999999999999984
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.67,2,10,./stim/images/prob_10_5.png,0.32999999999999996
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.29,2,40,./stim/images/prob_40_3.png,0.71
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.35,2,40,./stim/images/prob_40_4.png,0.6500000000000001
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.85,2,90,./stim/images/prob_90_5.png,0.15000000000000002
might,4,0,You might get one.,probably,12.189816666666667,0.47999999999999987,aisle_4,You'll probably get one.,undefined,0,2,90,./stim/images/prob_90_1.png,0.52
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.39,2,60,./stim/images/prob_60_2.png,0.6100000000000001
might,4,0,You might get one.,probably,12.189816666666667,0.7799999999999999,aisle_4,You'll probably get one.,undefined,0.22,2,0,./stim/images/prob_0_4.png,0
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.38,2,25,./stim/images/prob_25_4.png,0.6199999999999999
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.48,2,50,./stim/images/prob_50_5.png,0.52
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.47,2,40,./stim/images/prob_40_5.png,0.5300000000000001
might,4,0,You might get one.,probably,12.189816666666667,0.7699999999999999,window_4,You'll probably get one.,undefined,0,2,10,./stim/images/prob_10_5.png,0.23
might,4,0,You might get one.,probably,12.189816666666667,1,aisle_4,You'll probably get one.,undefined,0,2,100,./stim/images/prob_100_2.png,0
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.53,2,25,./stim/images/prob_25_4.png,0.47
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.35,2,50,./stim/images/prob_50_3.png,0.65
might,4,0,You might get one.,probably,12.189816666666667,0.5800000000000001,aisle_4,You'll probably get one.,undefined,0,2,90,./stim/images/prob_90_1.png,0.42
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.36,2,60,./stim/images/prob_60_4.png,0.6399999999999999
might,4,0,You might get one.,probably,12.189816666666667,0,window_4,You'll probably get one.,undefined,0.56,2,75,./stim/images/prob_75_5.png,0.44000000000000006
might,4,0,You might get one.,probably,12.189816666666667,0,aisle_4,You'll probably get one.,undefined,0.26,2,75,./stim/images/prob_75_1.png,0.74
might,4,0,You might get one.,probably,22.629433333333335,0.18999999999999984,window_4,You'll probably get one.,undefined,0.46,3,60,./stim/images/prob_60_5.png,0.35
might,4,0,You might get one.,probably,22.629433333333335,0.23,window_4,You'll probably get one.,undefined,0.7699999999999999,3,10,./stim/images/prob_10_5.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.3700000000000001,window_4,You'll probably get one.,undefined,0,3,60,./stim/images/prob_60_1.png,0.63
might,4,0,You might get one.,probably,22.629433333333335,1,aisle_4,You'll probably get one.,undefined,0,3,100,./stim/images/prob_100_4.png,0
might,4,0,You might get one.,probably,22.629433333333335,0,window_4,You'll probably get one.,undefined,0,3,50,./stim/images/prob_50_3.png,1
might,4,0,You might get one.,probably,22.629433333333335,0.21999999999999997,window_4,You'll probably get one.,undefined,0.78,3,25,./stim/images/prob_25_5.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.22999999999999987,aisle_4,You'll probably get one.,undefined,0.77,3,10,./stim/images/prob_10_3.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.30999999999999994,window_4,You'll probably get one.,undefined,0,3,25,./stim/images/prob_25_4.png,0.69
might,4,0,You might get one.,probably,22.629433333333335,0.4899999999999999,window_4,You'll probably get one.,undefined,0,3,40,./stim/images/prob_40_2.png,0.51
might,4,0,You might get one.,probably,22.629433333333335,0,aisle_4,You'll probably get one.,undefined,1,3,0,./stim/images/prob_0_3.png,0
might,4,0,You might get one.,probably,22.629433333333335,0,window_4,You'll probably get one.,undefined,1,3,0,./stim/images/prob_0_2.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.43999999999999984,window_4,You'll probably get one.,undefined,0,3,75,./stim/images/prob_75_2.png,0.56
might,4,0,You might get one.,probably,22.629433333333335,0,aisle_4,You'll probably get one.,undefined,0,3,60,./stim/images/prob_60_3.png,1
might,4,0,You might get one.,probably,22.629433333333335,0,window_4,You'll probably get one.,undefined,1,3,0,./stim/images/prob_0_2.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.45999999999999996,aisle_4,You'll probably get one.,undefined,0,3,25,./stim/images/prob_25_3.png,0.54
might,4,0,You might get one.,probably,22.629433333333335,0,aisle_4,You'll probably get one.,undefined,1,3,10,./stim/images/prob_10_1.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.32999999999999985,window_4,You'll probably get one.,undefined,0,3,50,./stim/images/prob_50_3.png,0.67
might,4,0,You might get one.,probably,22.629433333333335,0,window_4,You'll probably get one.,undefined,1,3,100,./stim/images/prob_100_5.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.1299999999999999,aisle_4,You'll probably get one.,undefined,0.87,3,90,./stim/images/prob_90_3.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.36,aisle_4,You'll probably get one.,undefined,0,3,75,./stim/images/prob_75_1.png,0.64
might,4,0,You might get one.,probably,22.629433333333335,0.33999999999999986,window_4,You'll probably get one.,undefined,0,3,40,./stim/images/prob_40_2.png,0.66
might,4,0,You might get one.,probably,22.629433333333335,0.41000000000000003,aisle_4,You'll probably get one.,undefined,0,3,40,./stim/images/prob_40_5.png,0.59
might,4,0,You might get one.,probably,22.629433333333335,0.3699999999999999,aisle_4,You'll probably get one.,undefined,0,3,50,./stim/images/prob_50_3.png,0.63
might,4,0,You might get one.,probably,22.629433333333335,0,window_4,You'll probably get one.,undefined,1,3,100,./stim/images/prob_100_1.png,0
might,4,0,You might get one.,probably,22.629433333333335,0,window_4,You'll probably get one.,undefined,1,3,90,./stim/images/prob_90_1.png,0
might,4,0,You might get one.,probably,22.629433333333335,0,aisle_4,You'll probably get one.,undefined,1,3,0,./stim/images/prob_0_1.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.3799999999999999,window_4,You'll probably get one.,undefined,0,3,75,./stim/images/prob_75_4.png,0.62
might,4,0,You might get one.,probably,22.629433333333335,0.1299999999999999,window_4,You'll probably get one.,undefined,0.87,3,10,./stim/images/prob_10_1.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.27,aisle_4,You'll probably get one.,undefined,0.73,3,90,./stim/images/prob_90_4.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.24,aisle_4,You'll probably get one.,undefined,0,3,60,./stim/images/prob_60_2.png,0.76
might,4,0,You might get one.,probably,22.629433333333335,0.21999999999999997,aisle_4,You'll probably get one.,undefined,0,3,75,./stim/images/prob_75_4.png,0.78
might,4,0,You might get one.,probably,22.629433333333335,0.21999999999999986,aisle_4,You'll probably get one.,undefined,0.7800000000000002,3,25,./stim/images/prob_25_2.png,0
might,4,0,You might get one.,probably,22.629433333333335,0,aisle_4,You'll probably get one.,undefined,1,3,100,./stim/images/prob_100_1.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.1100000000000001,aisle_4,You'll probably get one.,undefined,0,3,40,./stim/images/prob_40_1.png,0.89
might,4,0,You might get one.,probably,22.629433333333335,0.10000000000000009,window_4,You'll probably get one.,undefined,0.9,3,90,./stim/images/prob_90_2.png,0
might,4,0,You might get one.,probably,22.629433333333335,0.43999999999999995,aisle_4,You'll probably get one.,undefined,0,3,50,./stim/images/prob_50_2.png,0.56
might,4,0,You might get one.,probably,11.514966666666666,2.220446049250313e-16,window_4,You'll probably get one.,undefined,0.47,4,60,./stim/images/prob_60_1.png,0.5299999999999999
might,4,0,You might get one.,probably,11.514966666666666,0.9199999999999999,window_4,You'll probably get one.,undefined,0.05,4,0,./stim/images/prob_0_5.png,0.03
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.32,4,25,./stim/images/prob_25_3.png,0.6799999999999999
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.34,4,25,./stim/images/prob_25_5.png,0.6599999999999999
might,4,0,You might get one.,probably,11.514966666666666,0.8700000000000001,aisle_4,You'll probably get one.,undefined,0.05,4,100,./stim/images/prob_100_5.png,0.08
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.95,4,90,./stim/images/prob_90_5.png,0.050000000000000044
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.8,4,0,./stim/images/prob_0_1.png,0.19999999999999984
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.83,4,100,./stim/images/prob_100_2.png,0.17
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.6300000000000001,4,60,./stim/images/prob_60_2.png,0.37
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.44,4,25,./stim/images/prob_25_2.png,0.56
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.86,4,90,./stim/images/prob_90_3.png,0.14000000000000012
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.46,4,75,./stim/images/prob_75_3.png,0.54
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.19,4,90,./stim/images/prob_90_1.png,0.8099999999999999
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.75,4,50,./stim/images/prob_50_1.png,0.25
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.62,4,50,./stim/images/prob_50_3.png,0.3799999999999999
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.6,4,10,./stim/images/prob_10_2.png,0.3999999999999999
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.32,4,75,./stim/images/prob_75_4.png,0.68
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.69,4,0,./stim/images/prob_0_5.png,0.31000000000000005
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.5,4,100,./stim/images/prob_100_2.png,0.5
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.83,4,10,./stim/images/prob_10_5.png,0.17000000000000004
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.55,4,75,./stim/images/prob_75_1.png,0.44999999999999996
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.42,4,60,./stim/images/prob_60_3.png,0.58
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.75,4,0,./stim/images/prob_0_5.png,0.2499999999999999
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.17000000000000015,4,50,./stim/images/prob_50_5.png,0.83
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.36,4,75,./stim/images/prob_75_4.png,0.6400000000000001
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.74,4,40,./stim/images/prob_40_2.png,0.26
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.55,4,40,./stim/images/prob_40_1.png,0.44
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.41,4,10,./stim/images/prob_10_3.png,0.59
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.66,4,90,./stim/images/prob_90_2.png,0.33999999999999997
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.49,4,40,./stim/images/prob_40_5.png,0.5100000000000001
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.94,4,60,./stim/images/prob_60_1.png,0.06000000000000005
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.67,4,25,./stim/images/prob_25_2.png,0.32999999999999985
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.7000000000000001,4,10,./stim/images/prob_10_5.png,0.3
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.4,4,50,./stim/images/prob_50_3.png,0.6
might,4,0,You might get one.,probably,11.514966666666666,0,window_4,You'll probably get one.,undefined,0.66,4,100,./stim/images/prob_100_1.png,0.3400000000000001
might,4,0,You might get one.,probably,11.514966666666666,0,aisle_4,You'll probably get one.,undefined,0.56,4,40,./stim/images/prob_40_4.png,0.43999999999999995
might,4,0,You might get one.,probably,22.524466666666665,0.9,window_4,You'll probably get one.,undefined,0,5,75,./stim/images/prob_75_2.png,0.1
might,4,0,You might get one.,probably,22.524466666666665,0.79,aisle_4,You'll probably get one.,undefined,0,5,40,./stim/images/prob_40_2.png,0.21
might,4,0,You might get one.,probably,22.524466666666665,0.6699999999999999,aisle_4,You'll probably get one.,undefined,0.33,5,10,./stim/images/prob_10_3.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.69,aisle_4,You'll probably get one.,undefined,0,5,40,./stim/images/prob_40_5.png,0.31
might,4,0,You might get one.,probably,22.524466666666665,0.88,window_4,You'll probably get one.,undefined,0.12,5,0,./stim/images/prob_0_2.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.9299999999999999,aisle_4,You'll probably get one.,undefined,0.07,5,0,./stim/images/prob_0_1.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.6699999999999999,window_4,You'll probably get one.,undefined,0,5,60,./stim/images/prob_60_2.png,0.33
might,4,0,You might get one.,probably,22.524466666666665,0.97,aisle_4,You'll probably get one.,undefined,0.03,5,90,./stim/images/prob_90_5.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.97,window_4,You'll probably get one.,undefined,0.03,5,60,./stim/images/prob_60_2.png,0
might,4,0,You might get one.,probably,22.524466666666665,1,window_4,You'll probably get one.,undefined,0,5,90,./stim/images/prob_90_1.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.6699999999999999,aisle_4,You'll probably get one.,undefined,0.33,5,100,./stim/images/prob_100_5.png,0
might,4,0,You might get one.,probably,22.524466666666665,0.58,aisle_4,You'll probably get one.,undefined,0.12,5,50,./stim/images/prob_50_5.png,0.3
might,4,0,You might get one.,probably,22.524466666666665,0.62,window_4,You'll probably get one.,undefined,0,5,40,./stim/images/prob_40_3.png,0.38
might,4,0,You might get one.,probably,22.524466666666665,0.39,aisle_4,You'll probably get one.,undefined,0.1,5,25,./stim/images/prob_25_4.png,0.51
